ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330185.09,-0.676497,0.307365,-0.101544,0.023595,0.740408,-0.988442,0.924964,-0.142595,0.902807,-0.500813,-0.355876,0.417254,-0.930913,0.58123,0.49338,-0.33487,-0.78358
9330185.1,-0.474084,1.42252,0.332686,-0.025445,1.294355,-0.586215,1.89012,-0.727603,2.163932,-1.505542,-1.182895,-0.388553,-0.984377,0.85739,1.66873,-1.32622,-0.70065
9330185.11,-0.520487,0.748847,0.417292,0.158456,1.737513,-0.747796,1.247273,-0.075132,1.452755,-1.094752,-0.691114,-1.034253,-0.903299,0.83788,1.14777,-0.91728,-0.98509
9330185.12,-0.183917,1.977216,-0.323831,-0.957206,0.385882,-0.536859,0.959422,-0.955352,1.610418,-1.084825,-1.071401,-0.429458,-0.681412,0.62643,0.90961,-1.40099,-0.54235
9330185.15,-0.587689,-0.049294,0.248707,-0.307425,1.737513,-0.626319,1.099709,-0.980533,2.130175,-1.411875,-0.855142,-0.742013,-0.837986,0.53085,1.30482,-1.13757,-0.8773
9330185.16,-0.359424,1.004272,0.546124,-0.123525,1.161408,-0.629853,2.446318,-0.399895,2.292198,-1.907812,-1.260428,-0.948819,-0.76652,0.59449,2.11453,-1.37241,-0.78447
9330185.17,0.526668,-0.63144,-0.917331,-0.552625,0.031356,-0.355602,-1.271123,-1.250492,-0.214836,1.19448,-0.578477,-0.546081,-0.914509,-0.30144,-0.94804,-0.70668,-0.70328
9330185.18,0.791324,-0.431749,-0.308658,-0.675226,-0.101591,0.144579,-0.010278,-0.689941,0.486043,0.296621,-1.347966,-1.527878,-0.792987,-0.40188,0.19915,-1.32495,-0.59158
9330185.19,-0.422752,0.820497,-0.280372,0.415916,0.585303,-0.730758,0.45486,0.057182,1.106793,-0.481581,-0.965465,-1.423571,-0.984377,0.57267,0.69903,-1.09641,-1.10111
9330185.2,-0.402232,1.31765,0.312921,-0.503585,0.961987,-0.554017,0.838688,-0.522323,1.828513,-0.689058,-1.361327,-1.868869,-0.984377,0.70804,1.01447,-1.59391,-1.0707
9330185.21,-0.877019,0.482399,0.265065,1.077957,2.269301,-0.793672,2.63244,0.176518,1.430148,-1.789528,-0.091024,-1.034253,-0.984377,0.72362,2.03869,-0.59594,-1.24701
9330185.22,-0.578049,2.403098,1.121142,0.354616,2.335775,-0.331842,3.619299,-0.542789,2.989864,-2.179229,-1.319718,-1.123676,-0.984377,1.33453,2.87149,-1.72715,-0.72091
9330186.01,-0.347676,-0.642307,0.117283,-0.258385,0.740408,-0.616635,0.290175,0.249599,0.124955,0.085649,-0.800768,-0.34881,0.378842,0.38457,-0.10523,-0.30937,-0.20665
9330186.02,-0.598817,3.086435,0.402948,0.992137,0.984145,-0.596101,-0.423571,0.338568,0.11959,0.464093,-0.206363,0.408378,0.965921,1.82966,-0.51769,-0.03279,0.57817
9330186.05,-0.756408,0.582067,0.817322,0.563036,1.56025,-0.830837,0.722306,0.064933,1.320837,-0.656431,-0.585223,-0.634577,-0.666854,0.9641,0.77993,-0.49787,-0.76509
9330186.06,-0.405486,1.687761,0.510013,-0.662966,1.538092,-0.582368,0.996919,-0.850467,2.026687,-0.865873,-1.15553,0.060197,-0.665356,1.23896,0.83009,-1.24574,-0.32221
9330186.07,-0.20236,0.123557,0.545701,-0.417765,1.227882,-0.41408,1.489811,-0.629204,1.902298,-0.985437,-1.162669,-0.858088,-0.920773,0.42212,1.31541,-1.2216,-0.74366
9330186.08,-0.541472,0.138148,0.272217,0.415916,0.696093,-0.773461,1.22955,0.552272,1.062187,-0.865557,-0.743541,-0.420361,-0.340743,0.58022,0.94249,-0.50493,-0.56935
9330187.03,-0.076914,0.744588,-0.078244,-0.748786,0.319409,-0.520005,0.687241,0.231061,0.475479,-0.324801,-0.902356,-0.388098,-0.715207,0.45993,0.27859,-0.78987,-0.58877
9330187.04,-0.588495,4.656973,0.131949,-0.258385,2.734617,-0.661064,1.212054,-0.080856,1.306475,-1.482778,-1.270906,0.407358,-0.984377,2.57988,0.78692,-1.51148,-0.3534
9330187.05,-0.433291,1.320949,0.589094,0.256536,1.338671,-0.387179,0.638217,-0.261434,1.615826,-1.195324,-1.260428,-0.645348,-0.872004,0.99072,1.06254,-1.12683,-0.58138
9330187.06,-0.279265,-1.094732,-0.33005,-0.393245,0.673935,-0.390558,-0.273573,-0.560286,-0.159652,0.460543,0.163497,-0.960375,-0.896122,-0.32609,-0.27444,-0.16158,-1.06743
9330187.07,0.852419,-0.633326,-0.955851,-1.361787,-0.677695,-0.007596,-0.629643,-0.78037,-0.264425,0.054131,-1.013732,-1.868869,-0.984377,-0.96111,-0.13936,-1.19312,-1.01976
9330187.11,-0.227499,0.458844,-1.117943,-0.000925,-0.389643,-0.874644,1.24544,-0.018023,-0.208802,-0.796768,-0.65124,-1.069768,-0.816184,-0.31667,0.78522,-0.70277,-1.26777
9330187.12,-0.392499,0.932388,-0.617338,-0.246125,1.205724,-0.68146,-0.516,-0.42845,0.131294,0.607779,-0.133494,-0.292705,-0.940302,0.82994,-0.61615,-0.54243,-0.8235
9330187.13,-0.252452,0.769629,0.109441,-0.356465,0.385882,-0.369306,-0.069827,0.423922,0.004046,0.614568,-0.923109,-0.620511,-0.721625,0.66613,-0.35577,-0.62748,-0.57088
9330187.14,-0.631365,-0.376762,-1.274289,-0.111265,0.939829,-1.172004,0.393456,0.082556,-0.18322,-0.466074,0.364785,-0.945183,-0.984377,0.04645,0.11169,-0.26121,-1.55517
9330187.15,-0.467822,-0.510406,-0.676323,0.219756,0.895513,-0.622029,0.32993,0.405773,0.225718,-1.085885,-0.872763,-1.373758,-0.984377,0.1132,0.64287,-0.81161,-1.29541
9330187.16,0.343721,0.395195,-0.917225,-1.226926,-0.699853,-0.491384,0.19705,-0.273786,-0.353946,-0.227965,-0.805924,-0.598801,-0.884131,-0.38464,-0.03428,-0.79138,-0.84822
9330188.01,0.720866,-0.479295,-1.076356,0.268796,-0.965748,0.194502,0.405824,-0.899308,0.343594,0.081266,-1.237624,-0.510191,-0.984377,-0.72898,0.52819,-1.11169,-0.46934
9330188.02,-0.196161,1.397803,-0.434273,0.894057,0.119988,-0.053355,-0.047786,-0.441352,0.3719,0.261394,-1.337961,-1.105168,-0.984377,0.48326,0.29957,-1.1505,-0.69468
9330188.04,0.112728,0.73682,-0.396353,-0.405505,0.275093,-0.2701,-0.159403,-0.738126,0.007911,0.175286,-1.089855,-0.239039,-0.984377,0.24044,-0.14279,-0.87051,-0.59761
9330188.05,0.762217,-0.431749,-1.239808,-0.871386,-0.478275,0.211276,-0.679079,-0.358438,-0.31198,0.751986,-0.921221,-0.888615,-0.984377,-0.42016,-0.56095,-1.07012,-0.57587
9330188.06,0.580076,0.673966,-0.017992,-1.533427,0.297251,0.412211,-1.000085,-0.441352,-0.677246,1.294802,-0.614319,-1.868869,0.462305,0.06369,-1.03156,-0.81765,-0.02318
9330188.07,0.684971,-0.602232,-1.238516,0.244276,-0.854958,0.239578,0.435032,-1.252105,0.222594,-0.708574,-1.249352,-1.150552,-0.984377,-1.10096,0.94834,-1.23117,-0.76919
9330188.08,0.373912,0.360034,-1.117523,0.305576,-0.544748,-0.081656,0.238678,-1.181656,0.374037,-0.165234,-1.097201,-0.570577,-0.984377,-0.39338,0.50667,-1.12298,-0.64939
9330189.03,-0.44101,0.065719,-0.636749,-0.405505,0.51883,-0.711713,0.150714,0.815591,-0.771652,-0.027497,-0.896619,1.106384,0.808906,0.80874,-0.66316,-0.05763,0.31281
9330189.05,-0.969608,1.079184,0.34166,0.538516,1.582407,-1.12859,0.480304,0.999534,-0.04029,-0.542952,0.797795,-0.058574,-0.828502,1.05227,0.14246,0.46188,-0.99774
9330189.06,-0.582141,1.352941,-0.042427,0.489476,1.227882,-0.87049,-0.264256,1.009645,-0.203707,0.379536,-0.252498,0.841484,-0.259181,1.52902,-0.68498,0.04098,-0.14014
9330189.07,-0.657402,0.270207,-0.583794,-0.344205,0.031356,-1.16891,-0.05083,1.043677,-0.65714,0.593636,0.364785,0.527978,-0.795195,0.53785,-0.80124,0.37245,-0.84052
9330189.08,-1.250104,1.569974,1.721467,2.316219,1.693197,-1.390343,3.671921,3.224636,0.581218,-2.199166,0.65392,1.239886,-0.204525,1.71161,2.0882,1.13301,-0.30387
9330189.09,-0.143217,0.800108,-0.80602,-0.099005,0.585303,-0.468714,-0.290124,-0.307331,0.165617,0.426525,-0.957964,-0.455406,-0.910001,0.61753,-0.32817,-0.95854,-0.70757
9330189.1,-0.683564,0.348371,-0.014075,0.685636,0.230777,-0.989406,2.087772,1.23706,0.029318,-1.161277,-0.693212,0.017847,-0.820054,0.37328,1.15491,-0.14175,-0.93285
9330190.01,-1.063717,0.744899,0.735449,0.771456,1.250039,-1.130638,0.727525,1.913605,-0.335708,-0.625043,0.616283,0.213953,-0.600787,1.08381,0.18964,0.77729,-0.79691
9330190.03,-0.928351,2.682827,1.200498,0.722416,1.205724,-0.876218,0.830935,1.345819,-0.199233,-0.437064,-0.252498,1.981748,-0.048144,1.94407,-0.02792,0.58274,0.32841
9330190.04,-0.349753,2.042014,-0.269921,-0.123525,0.474514,-0.643888,-0.935074,0.692959,-0.548616,0.808049,-0.548823,0.083057,0.531472,1.35807,-1.13361,-0.25777,0.1653
9330190.05,-0.842364,0.019932,0.782624,0.575296,1.582407,-0.648658,0.628887,2.47732,-0.175295,0.135177,-0.252498,0.565429,1.065089,1.61625,-0.34904,0.47101,0.47351
9330191.03,-0.497177,1.10928,0.36721,-0.282905,1.936933,-0.558843,0.814223,0.312726,0.619802,0.151696,-0.88686,0.25729,0.552723,1.56433,-0.09613,-0.60688,0.23981
9330191.04,-1.139505,0.734844,1.10025,1.225077,1.13925,-1.169933,1.022039,0.556971,0.08272,-0.899036,1.310569,-0.081545,-0.749257,0.48192,0.80512,1.05349,-1.06699
9330191.05,-0.576561,1.638159,0.657886,0.612076,1.604565,-0.631637,-0.483568,1.185888,0.01278,0.448889,-0.596618,1.459032,1.142917,2.11313,-0.89478,0.1786,0.96775
9330191.06,-1.175865,-0.377763,0.855327,1.237337,1.981249,-1.131628,0.684488,2.468933,-0.071649,-1.526936,0.677899,2.215801,-0.333064,1.45572,0.27679,1.30397,-0.10552
9330191.07,-1.263402,1.267796,2.162773,1.838078,0.961987,-1.153123,2.140112,2.375151,-0.408755,-0.540433,1.498837,-0.59534,-0.449734,0.82648,1.08347,1.55743,-0.9625
9330192,-0.899771,1.029639,0.053535,0.992137,1.671039,-0.744213,0.128619,0.926352,-0.388715,0.577799,-0.469994,-0.088952,0.399013,1.50373,-0.47866,-0.05473,-0.1507
9330200,0.082196,0.126867,-0.335233,-0.981726,-0.478275,-0.446496,0.157976,-0.672239,0.079539,0.117482,-0.907069,-0.523599,-0.404594,-0.25141,-0.04107,-0.68946,-0.54236
9330201,-0.359672,0.402123,0.294114,-0.405505,0.252935,-0.126439,0.371983,-0.024644,-0.269333,0.40398,-0.078049,1.004401,1.333871,0.51244,-0.42788,0.33559,0.84613
9330202,-0.685486,-0.229802,0.176964,0.084895,-0.123749,-0.964146,0.825362,0.071584,-0.635061,-0.857288,0.957417,0.913186,-0.751483,-0.37638,0.37789,1.0258,-0.83046
9330203,0.202404,-0.009264,-0.259642,-0.810086,-0.389643,-0.155025,-0.620629,-0.381327,-0.687631,0.973458,-0.334592,0.385111,2.898822,0.17401,-1.1392,0.16483,1.46414
9330204.01,-0.980674,1.883221,1.606198,0.195236,0.186462,-1.012422,0.035668,1.41078,-0.724701,0.376667,1.751434,-0.09847,-0.172575,0.75416,-0.41876,1.50624,-0.56186
9330204.02,-1.005503,0.437842,2.094373,0.697896,0.452356,-0.641371,-0.142882,1.398506,-0.637988,0.168836,1.572511,2.048392,0.73529,0.8525,-0.56224,2.15568,0.65425
9330205.01,-1.167434,1.764014,1.957082,1.396717,0.607461,-0.780563,1.054499,1.162503,-0.803921,-0.447507,1.912099,2.304214,1.100048,1.01778,0.13849,2.3096,0.75967
9330205.02,-1.173509,1.427057,1.079624,1.359937,2.424407,-0.951245,0.119167,-0.227353,-0.378671,0.358926,2.426005,-0.316094,0.026738,0.98387,-0.16526,1.40789,-0.68764
9330206,-0.816109,0.119327,0.407607,0.072635,-0.655538,-1.05327,0.705645,-0.139401,-0.497888,-0.810953,0.484066,-0.821859,-0.499557,-0.66158,0.63724,0.60179,-1.23667
9330207,-1.208939,0.895258,1.483725,0.759196,-0.168064,-1.22428,-0.251577,1.009645,-0.716965,0.128221,0.844041,0.290742,0.552723,0.54482,-0.36579,1.45891,-0.2591
9330208,0.054887,-0.1046,0.524311,-0.466805,-0.411801,-0.063282,-0.515765,-0.505495,-0.862033,0.753517,1.57565,0.55603,1.876171,-0.3868,-0.82326,1.30451,0.92467
9330209,0.111581,-0.286223,-0.504723,-0.932686,-0.478275,-0.565638,-0.452229,-0.240001,-0.746929,0.774545,0.19129,0.523458,0.517387,-0.16694,-0.9521,0.28464,0.08691
9330210,-0.625227,-0.804995,0.426165,-0.282905,-0.256696,-0.558142,0.005502,-0.000243,-0.808238,0.229902,0.653154,0.835907,1.647036,-0.19451,-0.53643,1.14002,0.55207
9330220,-0.345569,2.323884,0.181653,-0.258385,1.161408,-0.100731,0.122317,0.449611,0.432853,-0.019704,-0.37937,-0.246004,0.552723,1.43151,-0.15111,-0.56252,0.33601
9330221.01,1.343232,1.335698,-0.778238,-1.374047,-0.744169,0.25746,-1.15516,-0.644573,-0.579089,1.07853,-0.199834,-1.868869,3.864359,-0.04689,-1.14992,-0.67194,1.69091
9330221.03,0.666373,-0.624816,-0.907304,-1.043026,-0.367485,0.572933,0.648335,-0.658748,0.127646,-0.210109,-0.614319,-0.700406,1.912202,-0.56053,0.23354,-0.76056,0.91599
9330221.04,-0.342438,-0.193262,-0.095378,0.440436,0.696093,0.566587,0.430107,-0.247251,0.875084,-0.724321,-0.392058,-1.247346,0.412986,0.04626,0.85819,-0.65678,0.01313
9330222.01,-0.347087,0.278662,-0.401469,-0.000925,-0.168064,-0.243738,0.470007,0.099836,0.552547,-0.719471,-0.026451,-0.124054,0.342445,0.08309,0.48283,-0.1958,-0.03509
9330222.02,-0.541255,-0.468427,-0.895345,0.746936,-0.301012,-0.683476,0.995229,-0.637121,0.403749,-1.222979,0.041885,0.23391,-0.661407,-0.51108,1.03385,-0.05376,-0.81902
9330223.01,-0.418381,0.422914,0.309866,0.121676,-0.301012,-0.49042,1.899939,0.484445,0.203394,-1.349629,-0.56263,1.376862,-0.231512,0.14729,1.07245,0.15029,-0.00251
9330223.02,-0.795031,1.124645,0.992649,1.090217,1.294355,-0.172614,1.915155,1.465673,0.265872,-1.329081,-0.501029,0.565429,0.45419,1.16883,1.15388,0.15453,0.31288
9330224.01,-1.165698,1.068617,1.008278,1.568358,0.696093,-0.793781,2.035835,0.293788,0.640716,-1.624569,1.527781,0.902369,-0.381968,0.35612,1.58813,1.17228,-0.46838
9330224.02,-1.149238,0.6901,1.557393,2.769839,1.737513,0.051031,2.050928,0.366787,0.704596,-1.638563,1.630151,-0.2168,0.453937,0.44977,2.00524,1.1647,-0.02552
9330225.01,0.113689,0.585093,-0.373013,-0.491325,0.053514,0.461641,-0.45926,-0.332418,0.453703,0.228489,-0.74909,-0.289865,0.710587,0.37023,-0.25325,-0.75485,0.57596
9330225.02,-0.687098,-0.71242,0.276532,0.857277,-0.012959,-0.733146,1.023738,0.439611,0.493962,-1.043735,0.866493,-0.293413,-0.252096,-0.33028,1.01207,0.62593,-0.71696
9330226.02,0.039574,0.281431,0.410079,0.317836,-0.145906,0.563994,1.226224,-0.16907,0.623602,-0.775871,-0.742555,0.723285,0.778304,0.08866,0.92745,-0.24945,0.88703
9330226.03,-1.155035,1.348663,0.830611,2.402039,0.651777,-0.808683,2.326238,0.260011,1.654894,-2.65299,0.460806,0.821671,-0.67089,0.58,2.47772,0.42849,-0.5039
9330226.04,-1.296197,3.074306,2.153777,2.402039,0.540988,-0.929498,3.025149,0.93783,0.407853,-2.628959,1.591682,-0.192795,-0.080939,0.54669,2.62579,1.38043,-0.62829
9330227.01,-1.393002,1.166206,3.099016,1.923898,0.784724,-0.86424,5.372867,2.319031,0.490674,-5.326345,0.930724,0.971145,0.108672,0.04989,4.31764,1.78129,-0.37935
9330227.02,-1.168054,1.009786,1.044516,1.899378,0.961987,-0.946548,1.73007,0.172043,0.817531,-1.907501,1.319177,2.186869,-0.638597,0.66961,1.49127,1.30441,-0.22719
9330228.02,-0.106206,1.839628,-0.318392,-0.025445,0.629619,0.40832,-0.033417,-0.092602,0.323964,0.647616,-0.767988,-0.402179,1.665351,1.12678,-0.36522,-0.80049,1.03975
9330228.03,-1.225864,0.718494,1.582365,2.193619,0.673935,-0.692266,2.28727,0.783516,1.374304,-3.318076,0.623806,1.774145,-0.643588,0.47259,2.54597,1.06228,-0.2114
9330228.04,-0.981015,0.212083,0.29474,1.004397,0.917671,-0.742598,1.26047,0.734735,0.357524,-1.140065,1.232351,0.88694,-0.273953,0.47636,0.82776,0.90249,-0.39632
9330229,-0.327125,-0.254926,0.103116,0.182976,0.341567,-0.077868,-0.196318,0.435214,0.183553,-0.0244,-0.044643,1.276173,0.507844,0.5489,-0.30021,0.31457,0.60449
9330230.01,0.71352,-0.065521,-1.157046,-0.405505,-0.544748,0.069107,-0.582674,-0.425208,-0.286407,0.684341,-0.329086,-0.366989,-0.338007,-0.31406,-0.52574,-0.61473,-0.16955
9330230.02,-0.683254,0.696177,1.184819,0.906317,0.851198,0.049698,0.175432,0.544311,-0.238919,0.092818,0.552653,-0.978766,-0.354209,0.38768,0.27005,0.48328,-0.48257
9330231,0.786829,0.323115,-0.867037,-0.086745,-0.433959,0.71771,-0.112804,-0.724013,0.046148,-0.430225,-0.732949,-1.10588,0.318443,-0.50733,0.41195,-0.96868,0.1913
9330232,0.485038,-0.713598,-0.221885,-0.466805,-0.478275,0.571017,-0.769396,-0.715865,-0.086396,0.593218,-0.831522,0.279041,0.040356,-0.34696,-0.47967,-0.42688,0.41855
9330233,-0.274615,-0.276308,0.162884,-0.135785,0.230777,0.120231,-0.111167,0.655449,0.247012,-0.079577,-0.95841,-0.903729,0.600122,0.32556,0.02618,-0.51738,0.12216
9330234,-0.105029,-0.630795,-0.397516,0.207496,-0.278854,0.044992,-0.21819,0.648089,-0.229864,0.372407,-0.696551,-0.009951,0.437701,0.12375,-0.3207,-0.19587,0.23125
9330235.02,-0.152827,-0.916207,-0.533716,-0.724266,-0.63338,-0.663018,-0.181271,0.640799,-0.423385,-0.473103,-0.146504,-0.048318,-0.168064,-0.38635,-0.19274,0.10592,-0.52462
9330235.03,-1.477067,1.245316,1.491227,2.573679,1.648881,-1.153384,1.083993,0.424994,0.191096,-2.246187,1.99259,-0.48724,-0.790509,0.40764,1.71366,1.48179,-1.31089
9330235.04,-0.784368,1.205449,0.44732,0.587556,-0.079433,-1.015944,0.449809,0.369377,-0.062594,-0.785606,0.949548,0.24222,-0.96371,0.20449,0.46659,0.74371,-0.94563
9330236,0.851737,-1.593215,-0.936141,-1.153366,-0.433959,1.19943,-0.925227,-1.321162,-0.262242,0.607096,-0.997604,-0.420361,-0.171366,-0.97208,-0.49191,-0.9307,0.25879
9330237,-0.317454,0.431611,0.133223,0.170716,0.009199,-0.025033,0.120854,0.072018,-0.047395,-0.113013,0.26068,0.836835,-0.530893,0.19824,0.01997,0.30428,-0.06325
9330238.01,-0.202856,-0.94075,-0.663783,-0.356465,-0.012959,0.108525,0.166496,-0.6158,0.128435,-0.101343,-0.474228,-0.745347,0.316246,-0.44098,0.1702,-0.49215,-0.20003
9330238.02,-0.015973,-0.636776,0.12757,-0.062225,-0.057275,0.542106,0.311282,-0.127523,0.152563,-0.224781,-0.65124,-0.096619,0.209362,-0.22405,0.33445,-0.28832,0.26631
9330239,-0.427123,-0.818235,0.244646,0.035855,-0.301012,-0.214271,-0.32525,0.028422,-0.027146,-0.03612,-0.173074,-0.72941,0.294722,-0.32537,0.00336,0.11958,-0.27118
9330240.01,-0.493178,-0.849389,-0.471714,0.293316,-0.433959,-0.394584,0.297354,-0.14744,0.037523,-0.212178,-0.004068,-0.688162,-0.249143,-0.52278,0.35063,-0.01782,-0.70196
9330240.02,-0.446682,-1.087875,0.101048,-0.258385,0.673935,0.097408,-0.758018,0.262309,0.45071,0.672426,-0.404891,0.187286,0.593662,0.50915,-0.67396,-0.11708,0.40632
9330241,-0.081564,-0.743971,0.009906,-0.393245,-0.234538,0.285887,-0.780049,-0.133225,-0.223303,0.575199,-0.074628,-0.388553,1.16186,-0.18634,-0.58806,0.08878,0.52333
9330242,-0.312494,0.340555,0.103475,0.612076,0.230777,0.500321,-0.317971,0.017311,-0.128018,0.363471,-0.132515,0.745592,0.878133,0.48019,-0.30473,0.18992,0.86168
9330243.01,-0.00531,-0.465207,0.275627,0.330096,-0.145906,0.600203,-0.605857,0.094939,0.016156,0.080723,-0.65124,0.131924,-0.170206,-0.02433,-0.0811,-0.14581,0.26568
9330243.02,-0.003481,-0.521657,0.310963,0.366876,-0.965748,-0.189872,0.18975,0.337162,-0.459907,-0.281313,-0.641655,-0.946909,-0.984377,-0.71073,0.46779,-0.06981,-0.88564
9330250.01,0,0,0,0,0,0,0,-1.447591,-1.045577,0,0.029305,0,0,-0.65782,-0.02835,0.25591,-0.24302
9330250.02,2.76341,-0.897458,-1.123374,-1.521167,-1.298116,1.648294,-1.086055,-1.871459,-0.959402,0.8407,-1.04423,-0.363118,-0.730835,-1.66882,-0.57858,-1.21679,0.4923
9330251,-0.011741,-3.141835,-1.623646,-0.009286,-0.01053,-0.689796,-1.560615,1.516342,-1.105144,2.565281,-1.648094,-1.868869,-0.984377,-0.05534,-1.81935,-0.92492,-1.34437
9330260.04,0.313839,-0.148065,-0.075337,-0.810086,-0.52259,-0.268547,-0.184867,0.113877,-0.816521,0.575306,-0.65124,0.179175,-0.306245,-0.17146,-0.59998,-0.11121,-0.18793
9330260.05,0.179032,1.933315,-0.157625,-1.263706,-0.500432,-0.424318,-1.145346,0.218192,-0.888349,1.221719,0.074864,-0.52801,0.406572,0.51226,-1.36895,-0.09499,0.00899
9330260.06,1.27882,-0.100653,-1.403959,-0.957206,-1.076537,0.264386,-0.421754,-1.410093,-0.801667,0.460233,-0.52034,-0.223146,-0.615039,-1.03915,-0.39537,-0.74841,-0.24665
9330260.07,-0.070559,0.347865,-0.576313,-0.846866,-0.478275,-0.735194,-0.4291,0.473142,-0.630099,0.630011,0.584859,0.51289,-0.984377,0.07254,-0.85535,0.30595,-0.67985
9330260.08,1.627324,-0.735978,-1.227092,-0.405505,-1.475379,0.078023,0.598119,-1.606734,-0.482737,-0.485756,-1.000652,-1.373758,-0.984377,-1.80676,0.80979,-1.09348,-0.8555
9330260.09,-0.452944,-0.741205,0.266994,0.440436,-0.411801,-0.642774,-0.571212,0.422337,-0.825239,0.676878,0.261669,0.227656,0.398277,-0.10733,-0.6651,0.8022,-0.1277
9330260.1,-0.2213,-0.68582,0.2934,0.146196,-1.143011,-0.89095,0.475649,-0.058528,-0.38962,-0.723068,0.049252,-1.542483,-0.984377,-1.16329,0.77261,0.22725,-1.50555
9330270,0,0,0,0,0,0,0,-0.012781,0.028901,0,0.066563,0,0,-0.00866,0.00627,0.02105,-0.00055
9330280,0.661568,-0.758095,-1.135453,-0.074485,-0.722011,-0.08761,-0.783695,-0.979887,-0.507726,0.049405,-1.059589,-0.634577,-0.984377,-0.83691,-0.15648,-0.7958,-0.73613
9330281.01,0.694333,-0.310072,-0.818999,-1.251446,-0.722011,-0.020758,-0.719149,-1.030802,-0.522411,0.96832,-0.91357,-0.547393,-0.691596,-0.58883,-0.75148,-0.80943,-0.46798
9330281.02,-0.236179,-0.604433,-0.345139,-0.479065,0.075672,-0.488009,-0.678809,-0.014588,-0.656145,0.675013,-0.349865,-0.136485,0.073954,0.02475,-0.82274,-0.00516,-0.31247
9330282.01,-0.29309,-0.408183,0.115417,-0.662966,-0.256696,-0.36598,-0.137676,0.671847,-0.250333,0.02154,-0.165273,0.246452,0.84525,0.13712,-0.41475,0.2513,0.27879
9330282.02,-0.528546,0.241599,-0.193477,-0.331945,0.252935,-0.827594,0.245314,1.431183,-0.519372,0.303379,0.472664,0.893257,-0.262072,0.69375,-0.61446,0.53882,-0.27581
9330283,-0.628141,-0.137583,0.808266,0.612076,-0.101591,-0.353449,1.064376,0.335319,0.009569,-1.454444,0.276866,0.157095,0.157894,-0.2769,1.07649,0.65612,-0.22231
9330284.01,-0.573337,1.657052,0.929563,0.967617,0.230777,-0.397569,1.239248,0.891196,0.119287,-1.277135,0.007698,0.269836,-0.32562,0.59085,1.05718,0.33791,-0.22936
9330284.02,-0.100007,0.971497,-0.054638,-0.295165,-0.323169,-0.213606,-0.330114,0.078236,-0.401104,0.148021,-0.225831,0.14374,0.04439,0.24892,-0.36716,-0.02601,-0.00097
9330285.01,-1.193689,-0.259084,1.660917,1.408977,0.607461,-0.989183,0.539852,2.23,-0.21325,-1.071854,2.123786,1.542064,-0.415421,0.55913,0.40185,2.21832,-0.31912
9330285.02,0.894855,-1.03197,-0.828131,-1.055286,-0.589064,0.126841,-1.082953,-0.872373,-0.598085,0.894475,-0.632312,-1.070739,0.342736,-0.7832,-0.82202,-0.63637,-0.07053
9330286.01,0.216725,0.022179,-0.911603,-0.552625,-0.101591,-0.052628,-0.628336,-0.725681,-0.649361,0.705665,-0.781264,0.088608,0.457644,0.00076,-0.79192,-0.49307,0.18387
9330286.02,0.392573,-0.17986,-0.864554,-0.822346,-0.456117,-0.381445,-0.645008,-0.132974,-0.528331,0.707258,-0.814247,0.175941,-0.676957,-0.06104,-0.81665,-0.52834,-0.3896
9330286.03,0.940452,-0.263072,-1.021626,-1.239186,-0.677695,-0.023058,-1.193344,-1.160163,-0.958524,1.137867,-0.555888,-0.843902,-0.056724,-0.69609,-1.07763,-0.64422,-0.26436
9330287.01,0.016698,0.085542,-0.385727,-0.613926,-0.566906,-0.3408,0.024204,0.240442,-0.181948,-0.188454,-0.62192,0.285564,-0.931144,-0.08316,-0.08813,-0.31094,-0.51703
9330287.02,0.493221,-0.849604,-1.266554,-0.834606,-0.854958,0.134283,-0.35811,-0.880199,-0.585084,0.614568,-0.674422,-0.908489,-0.832356,-0.94278,-0.34999,-0.76922,-0.7319
9330287.06,-0.595129,-0.691438,0.332189,0.563036,0.806882,-0.331453,0.618749,0.551709,0.132176,-0.297322,0.552653,-0.307244,-0.887704,0.06245,0.44357,0.35753,-0.80874
9330287.09,-1.010928,0.748103,0.659316,2.120058,0.275093,-0.970953,1.647163,2.588202,0.642855,-1.878019,1.191781,-0.462079,-0.984377,0.5619,1.66189,0.84386,-1.07263
9330287.1,0.711443,0.437199,-1.137166,-0.307425,-1.010063,0.164735,-0.3683,-1.150485,-0.014329,-0.064669,-1.111326,-0.673074,-0.984377,-0.63496,0.1454,-1.12623,-0.53992
9330287.11,0.354694,-0.544482,-0.76695,-0.859126,-0.655538,-0.323372,-0.8729,0.007546,-0.414355,0.262824,-0.461837,-0.707045,-0.984377,-0.47434,-0.52997,-0.4726,-0.82775
9330287.12,0.188765,-0.147571,-0.995402,0.894057,-0.854958,0.087349,0.028061,-0.383773,0.054617,-0.004625,-0.839053,0.676538,-0.984377,-0.26823,0.23655,-0.48316,-0.22608
9330287.13,-0.198486,0.65411,-0.530075,1.139257,-0.63338,-0.10105,1.201323,-0.042726,0.471575,-1.375169,-1.02506,-1.437702,-0.984377,-0.4068,1.59472,-0.90264,-1.00541
