ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330181.03,1.415796,-0.5945,-0.475738,0.034939,0.038059,1.501134,-0.632836,-0.524987,-0.529193,0.874352,0.301336,0.376299,0,-0.07459,-0.6843,-0.01847,-0.69571,0.90487
9330181.05,-0.546227,-0.548726,-0.712304,0.033876,0.055978,-0.798798,-0.755037,0.246587,-0.61889,0.967962,0.82117,-0.889206,0,-0.683454,-0.02999,-0.14272,-1.17607,-1.19329
9330181.06,-0.070755,-0.966348,-1.111188,0.026006,0.053205,-0.528351,-1.030727,-0.763623,-0.713187,1.32915,0.033285,-1.198039,-0.140268,-0.791051,-0.48364,-0.74591,-1.32534,-1.08208
9330181.07,1.284289,-1.583432,-1.198594,0.027069,0.038059,0.462304,-0.757802,-0.983275,-0.649749,1.026149,-0.45678,-0.953656,0,-0.575149,-1.11092,-0.97788,-0.7458,0.01039
9330181.08,0.844303,-2.040451,-0.970608,0.0192,0.041685,0.777654,-1.020306,-0.846597,-0.664614,1.379501,-0.448134,-1.036837,0,-0.196875,-1.00407,-0.7841,-1.19515,0.1248
9330181.09,1.882243,-0.241423,-1.301226,0.029409,0.036566,0.710628,-0.326931,-1.146298,-0.418593,0.605721,-0.213517,-1.597375,0,-1.008466,-0.9955,-1.49051,-0.06012,-0.00078
9330181.1,0.139184,-0.126964,-1.168924,0.039406,0.049578,-0.170005,-0.514062,-0.588998,-0.361499,0.674337,0.142664,-1.582502,-0.335648,-1.00443,-0.30369,-1.0516,-0.43891,-0.90378
9330181.11,-0.813602,2.800433,0.674173,0.048764,0.060458,-0.726131,0.343593,1.113888,-0.47595,-0.340304,1.197844,0.386384,0,-1.051917,0.96861,0.44952,0.03577,-1.17292
9330181.12,1.591109,-1.023586,-1.315645,0.028345,0.038059,1.119154,-0.402885,-1.455747,-0.432814,0.870809,-0.944404,0.024548,0,-0.799329,-0.96693,-1.15648,-0.422,0.47465
9330181.13,0.24291,1.651162,-0.858774,0.047913,0.052352,0.008286,-0.292974,-0.898561,-0.526885,0.727088,-0.053583,-1.44911,-0.326655,-1.07337,0.03551,-1.12507,-0.17588,-0.90516
9330181.14,-0.247143,-0.919009,-0.716883,0.036215,0.048725,-0.616265,-0.759443,0.72402,-0.483866,0.611694,0.219704,-1.516202,0,0,,,,
9330182.01,1.811486,-1.280359,-0.90758,0.029834,0.038272,0.990442,-0.671843,-1.037552,-0.05694,1.041874,-1.038064,-0.8072,-0.321725,-0.415854,-0.70829,-1.24468,-0.60485,0.60714
9330182.02,1.195021,-1.669947,-1.229092,0.019625,0.035926,-0.120654,-0.416215,-0.711291,-0.446527,0.649735,-1.142912,0,0,0,,,,
9330182.03,0.763968,-0.71863,-0.790565,0.030898,0.043392,-0.078053,0.019122,-0.837839,-0.126464,0.211786,-1.009135,-1.456545,0,-0.896276,-0.62804,-1.51505,0.18049,-0.46262
9330182.04,0.575363,-1.392585,-1.27149,0.04685,0.038059,0.00063,-0.912043,-0.978849,-0.375057,1.068849,-0.758303,0,0,0,,,,
9330182.05,0.20681,0.042788,-0.524052,0.036641,0.047872,-0.175705,-0.625376,-0.859757,-0.21626,0.759266,-0.749246,0,0,-0.921575,,,,
9330182.06,-0.02956,0.31067,0.204969,0.049615,0.049792,0.199277,0,-0.143312,-0.418762,1.571999,-0.758303,3.004373,-0.267869,1.687089,,,,
9330183.01,0.19932,-0.935909,-0.76271,0.029834,0.040832,-0.487848,-0.851264,-0.112645,-0.574514,1.19323,-0.58725,-0.785964,0,-0.561455,-0.48436,-0.65418,-1.10804,-0.5927
9330183.03,-0.446184,0.050049,-0.165779,0.03345,0.048725,-0.821539,-0.838705,0.643433,-0.608583,0.975698,1.114795,0.812547,-0.337312,-0.469047,0.06089,0.777,-1.4555,-0.74196
9330183.04,0.105448,-1.288827,-0.616242,0.031961,0.036352,-0.656049,-0.499951,-0.286522,-0.559237,0.821893,-0.750878,-1.738452,-0.344704,-0.963248,-0.91658,-1.06206,-0.43251,-0.95404
9330183.05,0.442075,-0.94157,-1.292896,0.027707,0.038912,-0.502498,-0.711662,-0.611911,-0.590878,1.114853,-0.515902,-1.751368,0,-1.016285,-0.83705,-1.27759,-0.76051,-0.91151
9330183.06,-0.535637,0.495976,-1.104293,0.02792,0.052138,-1.004662,-0.187374,0.611704,-0.55188,0.318698,0.615303,-0.613164,0,-0.991951,0.15626,-0.49617,-0.65811,-1.28459
9330183.07,0.375984,-0.186179,-1.179438,0.027069,0.043605,-0.386543,-1.009543,-0.665532,-0.514714,1.298179,-0.66575,-0.769535,0,-0.92358,-0.36951,-1.00665,-1.21521,-0.7256
9330184.02,-0.863915,0.760162,-0.200384,0.060462,0.061311,-1.356267,-0.108576,1.006137,-0.235593,0.371305,0.218632,-0.730894,0.505734,-0.870756,0.91558,-0.27538,-0.40829,-1.40069
9330184.06,0.174517,0.383951,0.137672,0.030685,0.051498,-0.272714,0.501142,-0.588998,0.629944,-0.676703,-1.04339,-1.593756,0,-0.965968,0.06115,-1.56461,0.85444,-0.67327
9330184.07,-0.68854,1.18141,0.150305,0.041958,0.064938,-0.797305,0.006236,0.40521,0.295454,0.217621,0.321483,-0.669383,0,-0.863976,0.98493,-0.43817,-0.31793,-1.13464
9330184.08,-0.253037,0.121779,-0.693041,0.043021,0.056831,-0.72031,0.001047,-0.168295,0.432762,-0.750873,-0.8217,-0.379266,0,-0.942706,0.45313,-1.10676,0.25613,-0.79659
9330184.09,-0.005094,0.550435,-0.421831,0.036002,0.051498,-0.506068,0.163757,-0.285162,0.329565,-0.356417,-1.069653,-0.38379,0,-0.92931,0.31137,-1.17662,0.23655,-0.62984
9330184.1,-0.018171,0.116173,0.281971,0.046637,0.053845,-0.198133,-0.229203,-0.22629,0.299996,0.266467,-0.649451,-1.2706,0,0,,,,
9330184.11,0.296999,-0.068343,-0.0378,0.038342,0.046379,-0.00117,-0.275537,-0.217617,0.254375,0.165886,-1.244348,-1.624165,0,0,,,,
9330184.12,0.133044,0.180002,-0.762644,0.036215,0.044245,-0.513426,0.455671,-0.538727,0.272836,-0.847837,-0.541418,-0.458879,-0.075697,-0.992592,-0.27945,-1.1241,0.75327,-0.61386
9330184.13,0.796016,-1.720283,-0.565162,0.031961,0.041685,-0.010664,-0.457653,-0.443545,-0.10493,0.886064,-0.906229,-0.780536,0,-0.924883,-0.60879,-0.9999,-0.55303,-0.26758
9330184.14,0.367972,0.695917,-1.083681,0.02792,0.037206,-0.660149,-0.306185,-0.345423,-0.500209,0.375978,-0.893613,-1.651569,0,-1.061182,-0.46864,-1.50647,-0.17745,-0.9499
9330184.15,0.189528,1.543933,-0.777291,0.043447,0.052352,-0.299432,-0.373496,-0.593631,0.196274,0.463054,-1.188836,-1.468501,0,0,,,,
9330184.16,-0.09077,1.004418,-0.400866,0.039406,0.051285,-0.514937,0.247979,-0.026238,0.179841,-0.335835,-1.02724,-1.204507,0,-0.914709,0.39539,-1.38876,0.39715,-0.80569
9330185.05,-0.626347,3.332689,0.885651,0.063865,0.062591,-0.716537,0.729545,0.599378,0.447047,-0.832099,-0.806783,-0.445402,0,-0.838708,1.55841,-0.75814,0.91577,-0.89462
9330185.07,0.004944,0.860667,-0.41335,0.039193,0.050432,-0.326627,-0.173347,-0.600626,0.406359,0.512285,-1.133942,0.330677,0,-0.822215,0.47623,-0.89163,-0.37396,-0.39983
9330185.08,2.811944,-0.111772,-1.12767,0.03111,0.036992,0.892069,-0.933277,-1.044195,-0.431749,1.071702,-1.111515,-0.170756,0,0.074288,-0.53495,-1.09945,-0.91087,1.05721
9330185.09,-0.663461,0.303458,-0.109105,0.047275,0.054058,-1.00421,0.591424,-0.140316,0.505818,-0.503091,-0.361483,0.376945,0,-1.064405,0.36476,-0.51304,0.49295,-0.92538
9330185.1,-0.463007,1.429698,0.326711,0.046424,0.059391,-0.599216,1.267376,-0.502101,1.287171,-1.504382,-1.142912,-0.461485,0,0,,,,
9330185.11,-0.508961,0.749329,0.411626,0.049615,0.063658,-0.761909,0.817155,-0.098595,0.846549,-1.094998,-0.678241,-1.133326,0,-1.036622,0.76645,-1.18149,1.11989,-1.02429
9330185.12,-0.175648,1.989908,-0.332204,0.03026,0.050645,-0.549519,0.615557,-0.642947,0.944231,-1.085105,-1.037565,-0.504047,-0.331635,-0.813378,0.5609,-1.46442,0.89816,-0.60285
9330185.15,-0.575513,-0.056747,0.242425,0.041532,0.063658,-0.639595,0.713808,-0.65852,1.266257,-1.411036,-0.833227,-0.829255,0.432262,-0.97091,0.54293,-1.27186,1.1653,-0.85618
9330185.16,-0.349457,1.007293,0.540929,0.044723,0.058111,-0.643153,1.656912,-0.299437,1.36664,-1.905277,-1.216171,-1.044434,-0.32365,-0.899007,0.67647,-1.58292,2.09088,-0.68282
9330185.17,0.528058,-0.64468,-0.927873,0.037279,0.047232,-0.367015,-0.946616,-0.825469,-0.186638,1.186402,-0.571813,-0.625391,0,-1.047901,-0.28989,-0.90849,-1.02395,-0.65604
9330185.18,0.790153,-0.443004,-0.316976,0.035152,0.045952,0.136609,-0.063576,-0.47881,0.247605,0.291615,-1.298883,-1.646936,0,-0.925635,-0.15366,-1.60361,0.14453,-0.31831
9330185.19,-0.412172,0.821691,-0.288587,0.054081,0.052565,-0.744753,0.262185,-0.016768,0.632201,-0.483925,-0.937469,-1.538406,0,0,,,,
9330185.2,-0.39185,1.323785,0.306873,0.038129,0.056191,-0.566796,0.531,-0.37515,1.079356,-0.690692,-1.311508,0,0,0,,,,
9330185.21,-0.862042,0.480232,0.258843,0.065567,0.068777,-0.8081,1.787264,0.057032,0.832542,-1.787397,-0.111232,-1.133326,0,0,,,,
9330185.22,-0.565966,2.420024,1.118046,0.053018,0.069417,-0.343092,2.478414,-0.387807,1.798892,-2.175765,-1.272193,-1.22637,0,0,,,,
9330186.01,-0.337823,-0.655655,0.110521,0.042383,0.054058,-0.629845,0.146847,0.102227,0.023886,0.081364,-0.78185,-0.420133,-0.335894,0.253363,0.20286,-0.42052,-0.07741,-0.32653
9330186.02,-0.586533,3.110154,0.397229,0.064078,0.056405,-0.60917,-0.353028,0.157248,0.020562,0.458514,-0.220213,0.367709,0,0.844034,1.31184,0.2553,-0.51411,-0.13724
9330186.05,-0.742598,0.580891,0.813116,0.056634,0.061951,-0.845521,0.449492,-0.011975,0.764817,-0.658176,-0.578187,-0.71747,0,-0.798731,0.77796,-0.64461,0.70475,-0.95141
9330186.06,-0.395073,1.697576,0.504685,0.035364,0.061738,-0.595342,0.641819,-0.578083,1.202138,-0.866902,-1.117056,0.005433,-0.028242,-0.797224,1.01346,-1.09514,0.7133,-0.61219
9330186.07,-0.193913,0.117823,0.540503,0.039618,0.058751,-0.425896,0.987018,-0.441248,1.125071,-0.986057,-1.123801,-0.95003,0,-1.054203,0.47806,-1.3772,1.21651,-0.67671
9330186.08,-0.529743,0.132558,0.266021,0.054081,0.053631,-0.78775,0.804743,0.289409,0.604565,-0.866587,-0.727778,-0.494581,-0.204465,-0.470625,0.49067,-0.71495,0.94289,-0.60254
9330187.03,-0.069681,0.745027,-0.08572,0.033876,0.050005,-0.532549,0.424934,0.090763,0.24106,-0.327681,-0.877838,-0.461012,0,-0.84738,0.33002,-1.00777,0.34445,-0.63162
9330187.04,-0.576311,4.696305,0.12524,0.042383,0.073257,-0.674579,0.792489,-0.102135,0.755918,-1.481696,-1.226071,0.366648,0,0,,,,
9330187.05,-0.422609,1.327117,0.584055,0.051316,0.059818,-0.39881,0.3906,-0.213809,0.947582,-1.195226,-1.216171,-0.728676,-0.333296,-1.005136,0.90357,-1.19453,0.98163,-0.71202
9330187.06,-0.270074,-1.112577,-0.338446,0.040044,0.053418,-0.402211,-0.247976,-0.398627,-0.152447,0.454976,0.129258,-1.056458,0,-1.029402,-0.32614,-0.60007,-0.27394,-0.97814
9330187.07,0.850657,-0.646585,-0.966533,0.023241,0.040406,-0.016614,-0.497352,-0.534733,-0.217362,0.049955,-0.983074,0,0,0,,,,
9330187.11,-0.218809,0.456443,-1.129217,0.04685,0.043179,-0.88963,0.815871,-0.063277,-0.1829,-0.798034,-0.640565,-1.17028,-0.228476,-0.948974,-0.2397,-1.34956,1.03419,-0.98264
9330187.12,-0.382211,0.934694,-0.626783,0.042596,0.058538,-0.695116,-0.417762,-0.317097,0.027813,0.601708,-0.151361,-0.361757,0,-1.073852,0.55899,-0.70876,-0.63303,-1.06507
9330187.13,-0.24352,0.770317,0.10265,0.040682,0.050645,-0.380813,-0.105282,0.210033,-0.051025,0.608474,-0.897447,-0.702834,0,-0.853837,0.45036,-0.81675,-0.31655,-0.7214
9330187.14,-0.618765,-0.38747,-1.286134,0.044936,0.055978,-1.189036,0.21918,-0.001076,-0.167049,-0.46847,0.319449,-1.040651,0.90272,0,,,,
9330187.15,-0.456806,-0.522443,-0.685984,0.050678,0.055551,-0.635276,0.174689,0.19881,0.086315,-1.086161,-0.849876,-1.486576,0,0,,,,
9330187.16,0.346882,0.392161,-0.927766,0.02558,0.040192,-0.503732,0.081627,-0.221448,-0.272826,-0.231176,-0.786722,-0.680245,0,-1.017337,-0.37337,-1.2253,0.13935,-0.66902
9330188.01,0.720378,-0.491022,-1.087478,0.051529,0.037632,0.186874,0.227842,-0.608288,0.159348,0.076997,-1.194624,-0.588048,0,0,,,,
9330188.02,-0.187774,1.404736,-0.44305,0.062376,0.048085,-0.062688,-0.089845,-0.325075,0.176885,0.256508,-1.28943,-1.207113,0,0,,,,
9330188.04,0.118126,0.737182,-0.404991,0.039831,0.049578,-0.280925,-0.168017,-0.508608,-0.048631,0.170695,-1.055001,-0.305918,0.089006,0,,,,
9330188.05,0.761328,-0.443004,-1.251528,0.031749,0.042325,0.203764,-0.531975,-0.273799,-0.246825,0.745422,-0.895663,-0.981792,0,0,,,,
9330188.06,0.58095,0.673703,-0.025248,0.020263,0.049792,0.406082,-0.756793,-0.325075,-0.473133,1.28638,-0.60568,0,-0.259986,0.337336,,,,
9330188.07,0.68483,-0.615182,-1.250231,0.051104,0.038699,0.232261,0.248298,-0.826467,0.08438,-0.710141,-1.205705,-1.254334,0,0,,,,
9330188.08,0.376782,0.35665,-1.128796,0.052167,0.041685,-0.091184,0.110781,-0.7829,0.178209,-0.16866,-1.061942,-0.650879,0,0,,,,
9330189.03,-0.430253,0.059409,-0.646266,0.039831,0.051925,-0.725577,0.049175,0.452252,-0.531624,-0.031395,-0.872418,1.093974,0,0.686058,0.38136,-0.02421,-0.48765,-0.03133
9330189.05,-0.953735,1.082949,0.335717,0.056208,0.062164,-1.145323,0.280005,0.566007,-0.078495,-0.545086,0.72859,-0.118147,0,-0.961368,0.66166,0.0869,0.25367,-1.31934
9330189.06,-0.570018,1.359428,-0.049773,0.055358,0.058751,-0.885446,-0.241451,0.572261,-0.179743,0.374246,-0.263805,0.818349,0,-0.388564,1.01012,0.07278,-0.643,-0.66276
9330189.07,-0.644551,0.265931,-0.593117,0.040894,0.047232,-1.185921,-0.091977,0.593307,-0.460676,0.587614,0.319449,0.492152,0,-0.927857,0.12792,0.04109,-0.66716,-1.06864
9330189.08,-1.231516,1.578617,1.720564,0.087049,0.063231,-1.408878,2.515269,1.942071,0.306572,-2.195633,0.592645,1.232881,0,-0.333573,1.26329,0.8126,2.33465,-0.73439
9330189.09,-0.135343,0.801099,-0.816155,0.045148,0.052565,-0.480906,-0.259568,-0.242193,0.049078,0.421074,-0.930381,-0.531045,0,-1.043365,0.47566,-1.1363,-0.32121,-0.79923
9330189.1,-0.67046,0.344871,-0.021317,0.058761,0.049152,-1.005181,1.405802,0.7129,-0.035368,-1.161295,-0.680224,-0.038632,0,-0.952868,0.23643,-0.64653,1.40084,-0.88691
9330190.01,-1.046932,0.745341,0.730945,0.060249,0.058965,-1.147385,0.453147,1.131294,-0.261526,-0.626896,0.557084,0.165413,-0.315105,-0.732259,0.64024,0.39184,0.35357,-1.13779
9330190.03,-0.912877,2.702534,1.197693,0.059399,0.058538,-0.891214,0.525571,0.78016,-0.176971,-0.43956,-0.263805,2.004777,0,-0.176235,1.22294,0.74517,0.13889,-0.46366
9330190.04,-0.339879,2.055351,-0.278098,0.044723,0.051498,-0.657285,-0.711262,0.376413,-0.393438,0.801293,-0.543794,0.029217,-0.335648,0.406927,0.87087,-0.16976,-1.05606,-0.34205
9330190.05,-0.827722,0.013167,0.778292,0.056846,0.062164,-0.662088,0.384065,1.479911,-0.162139,0.130723,-0.263805,0.531119,0,0.943808,1.09702,0.55637,-0.29764,-0.04965
9330191.03,-0.485876,1.113344,0.361361,0.041958,0.065577,-0.571655,0.513867,0.141267,0.330477,0.147186,-0.863196,0.210505,0,0.428307,1.14702,-0.41108,-0.09607,-0.23593
9330191.04,-1.121987,0.735186,1.097078,0.068119,0.057898,-1.18695,0.659411,0.292314,-0.002282,-0.899951,1.213096,-0.142048,0,-0.881637,0.20594,0.57111,0.92542,-1.31781
9330191.05,-0.564492,1.647481,0.653099,0.057484,0.062378,-0.64495,-0.395048,0.681254,-0.045614,0.443361,-0.588954,1.460899,0,1.022112,1.43922,0.64355,-0.92712,0.13889
9330191.06,-1.157996,-0.388482,0.85126,0.068332,0.066004,-1.148382,0.423006,1.474724,-0.097924,-1.525704,0.615303,2.248306,0,-0.462898,0.8717,1.21822,0.35509,-0.65524
9330191.07,-1.244685,1.273436,2.163482,0.078754,0.056191,-1.170025,1.442459,1.416727,-0.306784,-0.542575,1.390986,-0.676644,0,-0.580282,0.47312,0.92892,1.33022,-1.26881
9330192,-0.884574,1.032911,0.04654,0.064078,0.063018,-0.7583,0.0337,0.52075,-0.294368,0.57183,-0.46931,-0.149755,0.063465,0.273657,1.05333,-0.09874,-0.39563,-0.61136
9330200,0.087889,0.121165,-0.343648,0.029834,0.042325,-0.458534,0.054261,-0.467862,-0.004253,0.113088,-0.882292,-0.601999,-0.291991,-0.534866,-0.28294,-0.93281,0.03255,-0.48056
9330201,-0.349703,0.399158,0.287998,0.039831,0.049365,-0.136275,0.204141,-0.067372,-0.220403,0.398606,-0.098972,0.987862,0,1.214235,0.18675,0.53782,-0.37241,0.40818
9330202,-0.672363,-0.239049,0.17042,0.048339,0.045739,-0.979747,0.521668,-0.007862,-0.446996,-0.858347,0.879412,0.892954,0,-0.883877,-0.58512,0.5393,0.59334,-0.92598
9330203,0.206933,-0.016319,-0.267782,0.032812,0.043179,-0.165058,-0.491039,-0.287954,-0.479567,0.966136,-0.341373,0.3435,0,2.78876,-0.08336,0.51919,-1.10307,1.06666
9330204.01,-0.964694,1.894979,1.604874,0.050253,0.048725,-1.028355,-0.031398,0.820334,-0.502534,0.371387,1.629657,-0.159659,0,-0.301428,0.23199,1.16005,-0.25845,-1.07314
9330204.02,-0.989283,0.435232,2.094832,0.058973,0.051285,-0.654751,-0.156447,0.812743,-0.44881,0.164267,1.460598,2.07412,-0.338269,0.611992,0.21784,2.27455,-0.52043,-0.11894
9330205.01,-1.149646,1.774587,1.95704,0.071097,0.052778,-0.794901,0.682145,0.666792,-0.551616,-0.449967,1.781465,2.340298,0,0.978981,0.37327,2.37416,0.32867,-0.07834
9330205.02,-1.155663,1.43428,1.076377,0.070459,0.070271,-0.966757,0.027081,-0.192733,-0.288145,0.353707,2.267042,-0.386093,0,-0.100895,0.55917,1.12119,-0.12021,-1.26539
9330206,-0.801722,0.11355,0.401905,0.048126,0.040619,-1.069484,0.437823,-0.138341,-0.362008,-0.81217,0.432155,-0.912334,0,-0.63041,-0.73367,-0.06991,0.88306,-1.13732
9330207,-1.19075,0.897195,1.481954,0.060037,0.045312,-1.241671,-0.232572,0.572261,-0.497741,0.123791,0.772286,0.245311,0,0.428307,0.03012,1.24679,-0.21764,-0.74356
9330208,0.060844,-0.112603,0.519036,0.038767,0.042965,-0.072683,-0.417597,-0.364743,-0.587621,0.746947,1.463564,0.521339,0,1.759853,-0.58074,1.37444,-0.79342,0.54149
9330209,0.11699,-0.296031,-0.513758,0.030685,0.042325,-0.578496,-0.373099,-0.200555,-0.516306,0.767904,0.155518,0.487449,0,0.392755,-0.39071,0.20121,-0.87281,-0.10274
9330210,-0.612687,-0.81996,0.420531,0.041958,0.044459,-0.570949,-0.052525,-0.052282,-0.554291,0.225124,0.591922,0.812547,-0.337312,1.529316,-0.49868,1.12822,-0.42563,0.22091
9330220,-0.335735,2.340023,0.175126,0.042383,0.058111,-0.11039,0.029287,0.22592,0.21465,-0.023628,-0.383683,-0.313165,0,0.428307,1.10655,-0.42712,-0.14304,-0.1174
9330221.01,1.33672,1.342013,-0.788271,0.023028,0.039766,0.250266,-0.8654,-0.450753,-0.412317,1.070849,-0.214044,0,0,3.760205,,,,
9330221.03,0.666412,-0.63799,-0.917808,0.028771,0.043392,0.567911,0.397686,-0.459519,0.025553,-0.213382,-0.60568,-0.785964,0,1.796103,-0.32472,-0.72608,0.25521,1.03699
9330221.04,-0.332635,-0.202146,-0.102918,0.054507,0.053631,0.56152,0.244849,-0.205038,0.488642,-0.725834,-0.395671,-1.355047,0,0.287716,0.24984,-0.80076,0.76869,0.08666
9330222.01,-0.337239,0.274469,-0.410126,0.04685,0.045312,-0.254382,0.272793,0.00961,0.288808,-0.721001,-0.050219,-0.186279,0,0.216743,0.06974,-0.33036,0.48673,-0.07707
9330222.02,-0.529528,-0.480047,-0.905806,0.059824,0.044032,-0.697145,0.640635,-0.446144,0.196618,-1.222786,0.01435,0.186178,0,-0.79325,-0.40869,-0.47435,1.11228,-0.64954
9330223.01,-0.407843,0.420155,0.303807,0.048977,0.044032,-0.502761,1.274253,0.247462,0.072484,-1.349003,-0.556841,1.375402,0,-0.360725,-0.01502,-0.01225,1.25712,-0.12653
9330223.02,-0.780847,1.128862,0.989084,0.065779,0.059391,-0.182768,1.28491,0.85428,0.111194,-1.328525,-0.498635,0.531119,0,0.329172,0.90541,0.09173,1.30249,-0.03104
9330224.01,-1.147927,1.072277,1.00477,0.074075,0.053631,-0.808209,1.369428,0.129555,0.343435,-1.623003,1.418333,0.8817,0,-0.512102,0.17771,0.85076,1.68844,-0.73875
9330224.02,-1.131626,0.689998,1.555891,0.094918,0.063658,0.042417,1.379998,0.1747,0.383013,-1.636948,1.51506,-0.28278,0,0.328918,0.47653,0.88106,2.02117,-0.27412
9330225.01,0.119077,0.583946,-0.381566,0.038342,0.047445,0.455852,-0.378023,-0.257708,0.227568,0.223716,-0.733022,-0.358802,0,0.587137,0.34506,-0.59925,-0.34539,0.40881
9330225.02,-0.673959,-0.726465,0.270352,0.061738,0.046805,-0.747157,0.660601,0.219736,0.252511,-1.044156,0.7935,-0.362494,0,-0.381435,-0.29553,0.17822,1.04111,-0.64521
9330226.02,0.04568,0.277266,0.404386,0.05238,0.045525,0.558909,0.802413,-0.156689,0.332832,-0.777208,-0.726846,0.695365,0,0.655268,0.13871,-0.11003,0.91919,0.74706
9330226.03,-1.137367,1.355107,0.826454,0.088538,0.053205,-0.823214,1.572813,0.108666,0.971787,-2.647905,0.410178,0.797735,0,-0.802791,0.54504,0.17753,2.49914,-0.65066
9330226.04,-1.277163,3.097904,2.154453,0.088538,0.052138,-0.944861,2.062299,0.527848,0.19916,-2.623957,1.478712,-0.257802,0,-0.209231,0.38714,0.81856,2.92981,-0.90167
9330227.01,-1.373031,1.170837,3.103146,0.080243,0.054485,-0.879153,3.706534,1.38202,0.250474,-5.312114,0.85419,0.95326,0,-0.01846,-0.02789,1.05413,4.83724,-0.43108
9330227.02,-1.15026,1.012861,1.041141,0.079817,0.056191,-0.962028,1.155284,0.054265,0.452984,-1.904967,1.221229,2.218202,0,-0.770301,0.36476,1.18356,1.53678,-0.66373
9330228.02,-0.09869,1.850953,-0.326746,0.046424,0.052991,0.402164,-0.079782,-0.109399,0.147185,0.641408,-0.750878,-0.475663,0,1.547743,0.94674,-0.47584,-0.41151,0.63491
9330228.03,-1.20751,0.718674,1.580954,0.084922,0.053418,-0.705996,1.545522,0.432416,0.797943,-3.310716,0.564192,1.78877,0,-0.775322,0.3431,0.85444,2.60543,-0.45182
9330228.04,-0.965032,0.207229,0.288625,0.064291,0.055765,-0.756675,0.826397,0.402249,0.167978,-1.140156,1.139189,0.865646,0,-0.403426,0.25859,0.63679,0.88662,-0.64494
9330229,-0.31747,-0.264423,0.096302,0.05004,0.050218,-0.087369,-0.193871,0.217017,0.060191,-0.028308,-0.067408,1.270637,0,0.383154,0.30073,0.49044,-0.37205,0.24576
9330230.01,0.713102,-0.073136,-1.168463,0.039831,0.041685,0.060617,-0.464457,-0.315092,-0.230981,0.678009,-0.33617,-0.439048,0,-0.467872,-0.21305,-0.7993,-0.54163,-0.08963
9330230.02,-0.670153,0.696135,1.181956,0.062589,0.055125,0.041074,0.066486,0.284485,-0.201559,0.088509,0.496961,-1.075593,0,-0.484173,0.26822,0.14133,0.31578,-0.68603
9330231,0.785702,0.319364,-0.877395,0.045361,0.042752,0.713684,-0.135382,-0.499881,-0.02494,-0.432745,-0.71777,-1.207854,0,0.192595,-0.18053,-1.15091,0.41994,0.39411
9330232,0.486832,-0.727655,-0.229886,0.038767,0.042325,0.565981,-0.595229,-0.494842,-0.107061,0.587197,-0.810909,0.233136,0,-0.087194,-0.28955,-0.36558,-0.5665,0.37035
9330233,-0.265469,-0.286018,0.156288,0.04451,0.049152,0.112092,-0.134235,0.353216,0.099508,-0.083297,-0.930802,-0.997518,0,0.475997,0.2841,-0.59553,0.00605,0.06697
9330234,-0.097524,-0.644029,-0.406159,0.050466,0.044245,0.036336,-0.209189,0.348664,-0.195949,0.367142,-0.683379,-0.067555,0,0.312582,0.06439,-0.26061,-0.32435,0.16094
9330235.02,-0.144859,-0.932278,-0.542856,0.034301,0.040832,-0.676547,-0.183332,0.344156,-0.315848,-0.475476,-0.163653,-0.107476,0,-0.296889,-0.47173,-0.26142,-0.07893,-0.4452
9330235.03,-1.456282,1.250732,1.489483,0.091515,0.062804,-1.170287,0.702801,0.210697,0.064864,-2.242494,1.85752,-0.564168,0,-0.923142,0.24656,0.82046,1.86346,-1.52972
9330235.04,-0.770288,1.210469,0.441763,0.057059,0.046165,-1.031901,0.258647,0.176301,-0.092314,-0.78691,0.871976,0.194824,-0.339856,-1.097403,-0.03432,0.30572,0.60044,-1.13072
9330236,0.849982,-1.616016,-0.946751,0.026857,0.042752,1.198719,-0.704366,-0.869174,-0.216009,0.601027,-0.967836,-0.494581,0,-0.300211,-0.66481,-1.00493,-0.58247,0.47759
9330237,-0.307893,0.428939,0.126519,0.049827,0.047018,-0.034171,0.028262,-0.007593,-0.082897,-0.116617,0.221084,0.813512,0,-0.661938,0.04148,0.1947,0.03741,-0.28759
9330238.01,-0.194405,-0.957065,-0.673398,0.040682,0.046805,0.100306,0.060228,-0.432959,0.026042,-0.104988,-0.473312,-0.832724,0,0.190384,-0.31989,-0.71371,0.17512,-0.072
9330238.02,-0.00933,-0.650069,0.120845,0.045786,0.046379,0.536871,0.161629,-0.130995,0.040991,-0.228004,-0.640565,-0.157732,0,0.082846,-0.13742,-0.36858,0.31815,0.26953
9330239,-0.4165,-0.833332,0.238349,0.047488,0.044032,-0.224711,-0.284169,-0.034555,-0.070351,-0.039988,-0.188759,-0.816143,0,0.168729,-0.33455,-0.12665,0.00336,-0.26005
9330240.01,-0.481916,-0.864796,-0.480628,0.051954,0.042752,-0.406265,0.151875,-0.143312,-0.030284,-0.215444,-0.029069,-0.773224,0,-0.378464,-0.44109,-0.43365,0.39306,-0.54434
9330240.02,-0.43587,-1.105653,0.094227,0.042383,0.053418,0.089113,-0.58726,0.110088,0.225713,0.666134,-0.407796,0.137666,0,0.469497,0.32232,0.05755,-0.85209,0.14035
