ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_CC,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
9330049.02,0.222405,-0.318216,0.993299,0.041745,0.040832,-0.139211,-0.603421,0.057032,-0.582693,0.561763,1.398415,3.316035,-0.253691,-1.068549,-0.53882,1.87281,-1.01662,-0.06249
9330050.02,-1.13884,1.1027,2.178465,0.073011,0.052778,-0.527304,-0.233023,0.419817,-0.168543,0.179773,1.911002,2.203756,0,0.253231,0.37025,2.42131,-0.35767,-0.24386
9330050.03,-1.08337,0.354515,1.461313,0.074287,0.045952,-0.925271,-0.571105,-0.261883,-0.523328,0.479576,2.321465,1.971054,0,-0.064427,-0.41302,2.41486,-0.54766,-0.63643
9330050.04,-1.223197,0.477805,1.433603,0.06897,0.053845,-1.120629,0.161355,0.652266,-0.344317,-0.095307,2.263629,1.45581,0,-0.20175,0.11532,2.00183,-0.05829,-0.84913
9330051.01,-0.262031,-0.464221,0.385811,0.039618,0.047232,0.340788,-0.381955,-0.059853,0.457641,0.826363,-0.125805,1.401481,0,2.526277,0.42315,0.99403,-1.02757,1.39817
9330051.02,-0.26903,0.969655,0.450534,0.044936,0.052352,0.162334,-0.576276,0.483084,1.248791,0.29001,-0.444053,0.437309,0,0.556786,1.29483,-0.03819,-0.69117,0.49584
9330052.01,-0.681511,1.440923,0.831671,0.053656,0.063871,0.24161,-0.267335,1.344672,1.349001,0.202067,0.074313,-0.366836,0,0.625411,2.0062,-0.00123,-0.50775,0.26956
9330052.02,-0.452754,-0.075103,0.363563,0.048551,0.054058,0.162411,-0.152851,0.242836,1.254468,0.257336,-0.545317,-0.26492,0,0.693422,0.98749,-0.28762,-0.26459,0.40056
9330053.01,-0.336902,0.553288,-0.003995,0.050678,0.052138,0.233529,-0.364928,0.373655,0.888209,0.663651,-0.565588,1.08267,0,2.059819,1.24236,0.39911,-0.90125,1.19105
9330053.02,-0.083495,-0.318594,-0.257961,0.040469,0.047018,0.14037,-0.561932,-0.120973,0.453892,0.551119,-0.458607,0.840003,0,2.905227,0.48921,0.55012,-0.99852,1.4423
9330054.01,-0.182954,0.003309,0.671306,0.03579,0.042112,0.250738,-0.221775,0.124825,0.291244,0.433629,-0.263805,1.407875,-0.329566,2.966159,0.29946,1.10557,-0.76989,1.58394
9330054.02,0.019526,-1.355346,-0.327841,0.044936,0.050218,0.379011,-0.215832,0.062729,1.054857,-0.012852,-0.568111,-0.070328,0,2.026533,0.52464,-0.12741,-0.31863,1.21322
9330055.01,-0.970711,0.794869,1.462236,0.063653,0.053845,-0.370815,-0.359664,1.145662,0.443307,0.407977,0.772286,3.840918,0,1.406707,1.28758,2.40649,-1.13664,0.85432
9330055.02,-1.003342,0.80835,1.582776,0.064503,0.047445,-0.501858,-0.479447,0.586432,-0.095318,0.660941,1.347892,2.394125,0,0.632804,0.44142,2.19385,-0.88392,0.08921
9330056.01,-1.205392,1.474696,2.698796,0.081731,0.053845,-0.468314,-0.706141,2.18122,-0.142999,0.739641,2.224936,3.442007,0,0.959196,1.36525,3.45801,-1.34732,0.3659
9330056.02,-0.681204,0.17143,1.786973,0.048764,0.042112,-0.166571,-0.812998,0.587182,-0.541423,0.803406,1.82053,0.948496,0,1.423236,-0.22093,2.22252,-1.06848,0.29668
9330057.01,-1.745022,3.722036,3.303179,0.138308,0.113148,-0.630169,0.351465,2.217376,3.174102,0.417786,1.437369,2.861342,0,0.263347,5.33764,2.07206,-0.42429,0.03134
9330057.02,-1.186728,2.560203,2.088877,0.078754,0.068991,-0.067753,-0.547204,1.364139,1.61047,0.627733,1.615485,0.599574,0,1.542904,2.49567,1.639,-0.85295,0.45378
9330058,-1.916006,3.557265,3.310408,0.156812,0.101842,0.116774,0.005346,11.853054,11.828043,-0.464639,5.010839,2.12952,6.398624,0.3078,11.78515,2.38431,-1.42993,2.55508
9330059.06,-0.970465,1.461218,2.293436,0.091728,0.043819,-0.090526,-0.539002,-0.6391,0.082274,-0.082483,3.127038,-0.074999,0,0.956859,-0.37005,2.38524,0.37842,-0.13508
9330059.07,1.393541,-1.267101,0.163682,0.036428,0.031233,0.516822,0.097917,-0.847839,-0.314513,-0.975608,0.405991,-0.935269,0,0,,,,
9330059.08,0.633842,-0.903036,0.498678,0.041958,0.033579,0.263837,0.158085,-0.149357,-0.389436,-0.371326,0.386368,-0.780536,0,-0.888062,-1.14035,-0.15649,0.64916,-0.21806
9330059.09,-0.662171,0.559818,1.624641,0.06663,0.032513,-0.581786,0.085286,-1.257057,-0.507905,-1.408529,1.836285,-0.102094,0,-1.063046,-1.64426,1.13546,1.44971,-1.06465
9330059.1,-0.470313,-1.397781,1.485835,0.070246,0.033366,-0.653789,-0.244588,-0.985162,-0.525044,-1.19785,2.043852,0.183155,0,-0.771779,-1.88054,1.5188,1.02475,-0.82541
9330059.11,-0.302459,-0.496795,1.448628,0.069395,0.030166,-0.523483,0.465518,-1.133235,-0.582335,-2.422815,1.649547,-1.237857,0,-0.799076,-2.11149,0.66284,2.33593,-0.95041
9330059.12,-0.116464,-0.520769,1.008676,0.050253,0.032513,-0.381362,0.582106,-0.607758,-0.288727,-1.642939,0.043883,-1.756977,0,-0.90973,-1.45701,-0.46008,1.83226,-0.82787
9330060.01,-1.050493,-2.132821,2.730821,0.0611,0.041685,-0.574891,0.228184,-0.745373,-0.614235,-0.363245,2.157021,-0.005032,0,0.176201,-1.76453,2.10759,0.76019,-0.67501
9330060.02,-1.032934,-0.105932,2.411036,0.064929,0.042112,-0.62493,-0.256516,-0.936218,-0.559205,-1.099274,2.730448,0.392471,0,-0.325329,-1.44493,2.16429,0.80887,-0.92285
9330061,-0.955209,-1.262566,3.02768,0.050678,0.040192,-0.333294,-0.178322,-0.991414,-0.581817,-1.054685,2.217066,-0.593331,0,0.194829,-1.86572,1.93323,0.91877,-0.69492
9330062,-0.646424,-1.394728,2.163608,0.036641,0.045952,-0.521619,-0.201417,-1.347874,-0.659827,-0.340835,2.487476,1.721389,0,0.659077,-1.64394,2.51105,-0.06628,-0.23471
9330063,-0.87736,-0.398135,2.256025,0.060675,0.039339,-0.634506,0.032468,-0.292326,-0.62571,-0.932861,2.668481,1.545418,0,0.58048,-1.2523,2.65992,0.52766,-0.24376
9330064,-1.206589,0.268704,2.82755,0.084071,0.038912,-0.752548,0.017264,-0.440118,-0.57344,-1.713949,2.967843,-0.222559,0,0.953867,-1.34002,2.54763,1.43008,-0.52091
9330065,-1.088712,0.920932,2.591709,0.080455,0.038059,-0.561621,-0.034485,-0.706534,-0.529596,-2.449338,1.953943,-0.286813,0,0.95371,-1.23659,1.92689,1.79268,-0.37792
9330066,0.241775,0.323363,1.137013,0.055783,0.032086,0.57793,1.280875,-0.423929,-0.183495,-2.553392,0.340582,-0.45063,0,-0.900485,-1.25715,-0.13952,2.61731,-0.07858
9330067.01,-1.203458,-1.386806,2.817093,0.08003,0.048085,-0.630647,0.306931,-0.740962,-0.49856,-1.103252,3.245703,0.555902,0,-0.115385,-1.50831,2.65041,1.18931,-0.84341
9330067.02,-0.319496,0.489726,1.889374,0.072373,0.036779,0.889686,0.823532,-0.190282,-0.263518,-2.899334,0.654548,-0.857181,-0.323017,-0.911133,-1.06753,0.26566,2.71198,-0.22132
9330068,-0.800985,-0.516559,2.530104,0.056421,0.039552,0.057929,0.489475,-0.952949,-0.621288,-0.82388,2.17816,0.609918,0,0.980466,-1.53575,2.1821,1.04253,0.04737
9330069,-0.477189,0.922892,0.972359,0.101937,0.038272,1.224925,2.049917,0.274717,0.206853,-4.423644,-0.063783,-0.402037,0,-0.454515,-0.44966,-0.26501,4.26313,0.39219
9330100.01,0.189589,-0.575635,0.555226,0.033237,0.039979,0.418907,0.359497,0.236523,-0.58785,0.164286,0.518697,0.09442,-0.330107,1.247615,-0.61155,0.6335,0.00868,0.65344
9330100.02,-0.236736,-1.185042,0.577037,0.04132,0.040832,-0.094311,-0.161632,0.178039,-0.64725,0.153456,0.483437,0.519,0,0.5393,-0.71362,0.84745,-0.28747,0.10659
9330101.03,-0.7911,-0.064838,1.34279,0.056208,0.043179,-0.833266,0.557694,0.056504,-0.520751,-0.836867,2.005728,0.628988,0,-0.640143,-0.87398,1.39752,0.81575,-0.9018
9330101.04,-0.866432,-0.260536,1.471441,0.058973,0.049152,-0.64048,1.077801,0.903122,-0.387324,-1.423363,1.597284,0.200747,0,-0.459154,-0.40101,1.0759,1.31158,-0.7485
9330101.05,-0.420184,-0.713904,0.626858,0.045786,0.041899,-0.409038,0.376623,0.432416,-0.571435,-0.926301,1.000479,1.398533,0,-0.084835,-0.6725,1.11594,0.42048,-0.17049
9330101.06,-0.535667,-0.63498,0.952133,0.061526,0.046165,-0.499997,-0.046925,0.973409,-0.374636,-0.477665,1.753906,-0.882566,0,-0.842463,-0.3966,0.7574,0.37459,-0.93336
9330102,0.079201,0.917113,-0.176156,0.037917,0.042752,-0.145657,-0.027685,1.127754,-0.50574,0.25168,-0.130729,1.343085,-0.286763,0.139725,0.42809,0.34823,-0.61254,0.21985
9330103,-0.465954,-0.32055,0.909865,0.038129,0.047872,-0.23902,0.401057,0.657486,-0.482721,-0.133379,1.175311,0.231126,0,0.2894,-0.2957,0.89604,0.06601,-0.21975
9330104,0.359407,-0.769439,0.077117,0.038342,0.041045,0.44121,-0.089486,0.068167,-0.550433,0.355977,-0.263805,0.340574,0,0.717214,-0.44162,0.20585,-0.31073,0.57606
9330110.02,1.142682,-0.01007,-1.20787,0.033876,0.039126,0.618734,-0.585719,-0.392544,-0.678688,0.827822,-0.733823,-1.310955,0,0.124656,-0.44571,-1.12215,-0.56472,0.28812
9330110.03,1.057005,-1.633016,-0.91075,0.029409,0.034432,0.867597,-0.764245,-1.126268,-0.696146,1.109239,0.013808,1.037689,-0.32198,0.307277,-1.19579,0.18772,-1.01983,0.80188
9330110.04,1.06293,-1.462681,-0.701902,0.028345,0.036992,0.58917,-0.788825,-0.038081,-0.683068,0.955643,-0.295967,1.166394,0,-0.171152,-0.66462,0.098,-1.17893,0.59328
9330111.01,0.324074,0.259487,-0.173388,0.02558,0.040619,0.133239,-0.947506,0.588948,-0.617836,0.907167,0.078443,0.112648,0,-0.701313,-0.09562,-0.0359,-1.23144,-0.24521
9330111.02,1.144216,0.786281,-1.113003,0.029834,0.039979,0.640985,-0.729971,-0.600181,-0.620013,0.925744,-0.189164,-0.303732,0,-0.611335,-0.35266,-0.7778,-0.81128,0.08717
9330111.03,0.080705,-0.670188,-0.98657,0.035577,0.038486,-0.379657,-0.10283,0.692269,-0.615646,0.530674,0.041972,1.396981,-0.329426,-0.622522,-0.25639,0.1596,-0.73866,-0.16998
9330112,-0.069712,-0.721509,-0.392047,0.034726,0.050645,0.329875,-0.667234,-0.583846,-0.576842,0.716489,0.441222,-0.607503,0,2.031563,-0.35578,0.34951,-0.90103,0.58539
9330113,0.043163,-0.622809,0.160428,0.039618,0.045739,0.101026,-0.332652,-0.002347,-0.519554,0.350935,0.770332,-0.198236,0,0.479587,-0.46434,0.464,-0.43711,0.04549
9330114.01,0.942381,-0.426615,-1.029352,0.039618,0.038699,0.4533,-0.926685,-0.495744,-0.653049,0.923454,-0.612862,-0.554389,0,-0.496322,-0.54111,-0.76736,-0.81285,0.04527
9330114.02,0.844426,-0.824808,-0.901803,0.028345,0.038272,0.457295,-0.82861,-0.527139,-0.652342,1.000747,-0.378471,-0.6357,0,0.445684,-0.70149,-0.49023,-0.94914,0.36919
9330115,0.352838,-1.206082,-0.498953,0.028133,0.040192,0.168132,-0.298613,-0.323041,-0.563712,0.26358,0.203221,0.816779,0,0.060092,-0.7999,0.22514,-0.53446,0.21027
9330116,1.74785,-0.810932,-0.559085,0.034514,0.036779,1.108212,-0.60454,-0.837839,-0.571488,0.42576,-0.532576,-0.102094,0,0.680454,-0.85066,-0.40049,-0.41244,1.10338
9330117,2.342888,-0.659085,-0.738743,0.023879,0.036992,0.847415,-0.607044,-0.525373,-0.591515,0.644637,-0.375655,-0.588048,0,1.557614,-0.72122,-0.46136,-0.71703,1.41875
9330118,-0.020565,0.315374,-0.179564,0.048764,0.044245,0.127103,0.378828,-0.00537,-0.442268,-0.190099,0.79769,-0.105058,-0.34067,0.85052,-0.30288,0.33461,0.30822,0.24776
9330119,0.870058,-1.609002,-0.699357,0.029834,0.038699,0.938789,0.130789,-0.956244,-0.654469,0.495612,0.266876,0.892954,0,2.379847,-1.0621,0.58172,-0.36863,1.59762
9330120,1.833987,-0.934265,-1.065426,0.041107,0.038272,0.914836,-0.121645,-0.531295,-0.545411,0.323596,-0.206884,-0.448743,0,1.221242,-0.72758,-0.46851,-0.12308,1.23574
9330121,1.950514,-1.284255,-1.201913,0.030685,0.036779,1.227637,-0.661028,-0.826908,-0.600001,0.605932,-0.491844,-0.171981,0,3.226496,-0.76459,-0.07145,-0.80664,2.24098
9330122,2.118245,-0.669637,-0.704937,0.032174,0.035072,1.08728,-0.3914,-0.637982,-0.529799,0.696002,-0.827507,-0.379266,0,-0.124015,-0.78283,-0.89521,-0.3445,0.87109
9330130.01,0.24291,-1.026305,0.596765,0.049402,0.050218,0.926018,-0.371965,-0.516237,-0.53248,0.235555,1.420268,1.440223,0,-0.156455,-0.62587,1.21931,-0.37841,0.36132
9330130.03,-0.453429,1.793624,0.80559,0.065992,0.054485,0.578726,0.912826,0.473306,-0.264857,-0.929678,1.778827,0.442338,-0.337283,0.103732,0.34351,0.89542,1.04188,0.0269
9330130.04,-1.188018,1.411111,2.067794,0,0.063018,0,1.438801,2.7172,-0.458993,-1.925297,1.895322,0.78247,-0.325535,-0.624256,,,,
9330131,1.94287,0.273631,-0.631696,0.032812,0.037206,2.071519,-0.195259,-0.279525,-0.512719,0.139053,0.37379,-0.346017,0,1.510558,-0.49632,-0.17499,-0.10578,1.82485
9330132,6.56252,0.007019,-1.360042,0.033876,0.030379,4.203775,-0.649736,-0.908025,-0.603485,0.671073,-0.568111,-0.620177,0,1.280942,-0.77314,-1.42053,-0.22288,3.87184
9330133.01,3.396422,-0.245487,-0.954523,0.030472,0.033366,2.203202,-0.584627,-0.893257,-0.669293,0.627527,-0.498041,0.575869,0,0.580779,-0.80894,-0.57574,-0.51447,2.06082
9330133.02,3.888993,-0.955654,-1.385561,0.029409,0.032513,2.188309,-0.334702,-1.075815,-0.609308,0.108592,-0.70009,-0.605062,0,-0.400781,-1.20573,-1.47753,0.13498,1.63128
9330134,3.698607,0.233202,-0.990515,0.051529,0.032299,3.552672,0.697084,-0.504769,-0.032273,-0.877118,-0.415126,-0.316286,0,0.19676,-0.56935,-1.29131,1.4395,2.61563
9330135,2.855135,-0.520572,-1.175896,0.039406,0.033579,2.832092,0.230944,-0.310741,-0.234152,-1.218298,-0.780106,0.422877,0,1.692021,-0.57419,-0.72854,0.82388,2.80916
9330140.02,1.513782,-1.10456,-1.024422,0.03345,0.034646,0.021638,-0.499305,-0.41579,-0.308186,0.689433,0.250795,-1.021274,-0.328242,-0.97091,-0.95298,-0.81207,-0.41446,-0.18104
9330140.03,-0.234986,-1.314633,0.810413,0.051954,0.047018,0.362259,0.415584,-0.064939,-0.191258,-0.1151,-0.37792,-0.003497,-0.30465,-0.222291,-0.42957,0.05937,0.50118,0.00289
9330140.04,0.34808,-0.222058,-0.869868,0.03345,0.038486,-0.052055,-0.182384,-0.497144,-0.084649,0.717218,-1.185279,-0.156716,-0.200246,-0.821742,-0.30342,-1.05067,-0.35844,-0.23929
9330141.01,0.350106,-0.82876,0.175803,0.034301,0.042752,0.195604,-0.470086,0.270096,-0.287264,0.45752,0.511545,-0.489112,0,-0.82958,-0.45752,-0.04353,-0.47718,-0.31781
9330141.02,0.088134,-0.541933,-1.2248,0.038555,0.040832,-0.322555,0.617617,-0.555819,-0.418084,0.338169,0.065861,0,0,0,,,,
9330142.01,0.269249,-0.690374,-0.96585,0.030472,0.043392,0.108564,-0.351137,-0.302973,-0.227582,0.41165,-0.722469,0.096916,-0.335129,-0.926724,-0.31607,-0.81016,-0.48562,-0.27312
9330142.02,0.329293,0.320107,-0.909992,0.043659,0.041685,0.3563,0.418457,-0.011858,0.085775,0.028001,-0.293549,-0.98577,0,-0.342791,-0.05289,-1.02485,0.42637,-0.01171
9330142.03,-0.110048,-0.311837,-0.387164,0.055996,0.048298,0.352509,0.880679,-0.102135,0.157925,-0.696595,-0.155049,1.098342,0,-0.432385,0.00772,-0.15086,0.8429,0.18045
9330143.01,0.328832,0.2576,-1.021045,0.047062,0.042539,0.409613,-0.080266,-0.395867,0.375224,0.109019,-1.000704,0.419046,0,-0.954449,0.17504,-0.99382,0.01451,0.06254
9330143.02,-0.425924,0.87675,0.081042,0.077903,0.054271,0.848229,0.187564,0.138384,0.768604,-0.135645,0.119032,1.113202,0,-0.253691,0.99572,0.19332,0.33309,0.43092
9330143.03,-0.163001,-0.247051,-0.742675,0.060249,0.049152,0.804126,1.086163,-0.058975,0.77656,-1.144087,-0.354747,0.176046,0,-0.540064,0.28454,-0.8276,1.37551,0.298
9330143.04,0.096607,0.242468,-1.225187,0.049189,0.044459,0.790325,0.371241,-0.474759,0.602603,0.016069,-0.881927,-0.026967,0,-0.856077,0.25332,-1.24435,0.42999,0.1511
9330144.03,-0.030972,-0.092103,-0.461797,0.043021,0.045739,0.286356,0.295065,-0.191543,0.162924,-0.991618,-0.783277,0.816274,0,-0.626592,-0.03604,-0.55644,0.58653,0.06354
9330144.04,-0.496989,0.979465,0.175483,0.06344,0.051072,-0.073589,0.306169,0.42102,0.408233,-0.574734,0.055871,0.917909,0,-0.75252,0.67448,0.06427,0.4436,-0.24799
9330144.05,-0.296443,0.188617,-0.787285,0.055783,0.051072,0.808366,-0.012419,-0.259336,0.905039,-0.63237,-0.687079,-1.11818,0,-0.650649,0.52363,-1.31147,0.62913,-0.03672
9330144.06,-0.304915,0.078571,-0.702155,0.046212,0.055125,0.214875,-0.057647,0.13977,0.383954,-0.246543,-0.770247,-0.640798,0,-0.859676,0.58387,-1.11265,0.09812,-0.40828
9330145.01,-0.127147,-1.127261,-1.152216,0.053869,0.047658,0.732804,0.225373,-0.19492,0.93537,-0.749495,-0.739712,0.169283,0,-0.742617,0.22377,-1.015,0.60929,0.24529
9330145.02,0.442351,0.480636,-1.245399,0.044936,0.043819,0.364375,0.200433,-0.367806,0.487735,-0.475524,-0.937469,-0.779855,0,0,,,,
9330146,-0.301416,-0.450422,-0.406836,0.050466,0.050645,0.08405,0.023674,-0.290474,0.109445,-0.191101,-0.811319,1.197658,0,-0.70862,0.15597,-0.29505,0.01297,-0.10983
9330147.01,-0.737595,0.319949,-0.648739,0.076414,0.041899,-0.211609,1.076555,0.086185,1.23906,-1.887672,-0.965826,-1.703332,0,-0.979185,0.31298,-1.63327,2.20274,-0.55373
9330147.04,-0.785053,-1.248012,-0.439316,0.062802,0.050432,-0.945991,0.338074,0.474089,0.76134,-0.664214,0.33172,1.197658,0,-1.079127,0.29005,0.14618,0.33417,-0.64621
9330147.05,-0.918924,0.666011,-0.458453,0.08003,0.048938,-0.825601,1.02069,0.418432,1.217762,-1.74919,-0.483582,-0.040816,0,-1.063774,0.77571,-0.82526,1.70188,-0.68233
9330147.07,-1.343009,-0.492409,0.411519,0.103852,0.055765,-0.80877,1.725289,0.623693,2.071203,-2.996379,0.036943,-1.037737,0,-0.991244,0.85187,-0.74488,3.06385,-0.74555
9330147.08,-1.078213,1.501819,0.393542,0.079179,0.052565,-1.075013,1.980462,0.608886,1.185167,-2.444107,0.159162,2.710147,0,-1.002274,0.97671,0.40223,2.15508,-0.40027
9330147.09,-0.837146,-0.16345,-0.213608,0.060888,0.049365,-0.995726,0.796004,0.437965,0.526707,-0.982423,0.699832,1.333056,0,0,,,,
9330147.1,-0.878864,0.549019,-0.587737,0.052593,0.054271,-0.880015,0.334944,0.682857,0.518384,-0.254222,0.359121,-0.195358,-0.333804,0,,,,
9330148,-1.119532,0.933967,0.488914,0.09109,0.058325,-0.486538,1.710682,0.365608,1.0945,-2.57732,0.324309,-1.141924,-0.341653,-0.663214,0.71405,-0.60608,2.76084,-0.75522
9330149.02,0.574565,0.320107,-0.879545,0.041107,0.041045,0.419671,0.322309,-0.329436,0.387859,-0.086206,-0.870958,-1.03989,0,-0.961588,-0.0428,-1.49183,0.53732,-0.11066
9330149.05,-0.221081,-1.094677,-1.083317,0.081519,0.047872,1.637715,1.4682,-0.158902,1.511615,-1.77568,-0.983074,-1.073665,0,-0.930741,0.35292,-1.75616,2.44411,0.5187
9330149.06,0.447416,-0.35177,-1.133252,0.061951,0.036992,0.966273,1.390696,-0.188745,1.022014,-1.521542,-0.923135,-1.557373,0,0,,,,
9330149.07,0.239227,1.151088,-0.908639,0.067056,0.045739,1.370947,0.847211,-0.149576,0.445225,-1.063641,-0.9004,-0.402037,-0.31263,-0.467037,0.44989,-1.28236,1.45112,0.53514
9330149.08,-0.335613,-0.486449,-0.864233,0.059824,0.043392,-0.202998,0.122058,0.283009,0.437312,-0.014014,-0.342699,1.723464,0,0,,,,
9330149.09,-0.382948,0.737502,0.004655,0.059824,0.048512,0.255706,0.9869,-0.120973,0.753364,-1.36036,-0.080194,1.406964,0,-0.82913,0.37124,-0.13915,1.27538,0.04954
9330150,0.079785,0.116173,0,0.023879,0.041472,-0.057587,0,-0.05445,-0.658204,0.993232,0.301336,2.190573,0,4.53454,,,,
9330151.03,0.361709,-0.21562,-0.839535,0.035152,0.043605,0.163686,-0.337603,-0.205725,0.448168,0.364892,-1.241433,-0.301357,0,-0.73157,0.18767,-1.20097,-0.34394,-0.04467
9330151.05,-0.285238,-0.148247,-0.459885,0.042171,0.053418,-0.276815,0.065513,-0.09362,0.247347,-0.219492,-0.71979,0.326335,0,-0.774529,0.3255,-0.65923,0.00172,-0.43964
9330151.06,-0.128651,-0.48847,-0.795668,0.047275,0.047658,-0.069966,0.02914,-0.043222,0.727041,0.098571,-1.084858,-0.905548,0,-0.874011,0.35221,-1.33756,0.14132,-0.37381
9330151.07,-1.292358,-0.88228,0.328548,0.100023,0.050645,-0.674207,0.906548,0.371919,1.11363,-1.926401,0.043281,-0.821375,0.467631,-0.616085,0.32604,-0.26876,2.05089,-0.67288
9330151.08,-0.341598,-0.57953,-0.719038,0.057697,0.047872,-0.060862,-0.028693,0.00222,0.983714,-0.150006,-1.231343,0.981749,0,-0.953742,0.61965,-0.73853,0.04695,-0.05343
9330160.01,1.289998,-0.747118,-1.38828,0.02792,0.039552,0.332341,-0.978473,-1.257567,-0.685939,1.357192,-0.792848,-0.373471,-0.311023,-0.934089,-0.84999,-1.07332,-1.07588,-0.13608
9330160.02,0.254944,-1.062047,-0.45953,0.029622,0.045525,0.026934,-0.938517,-0.421218,-0.684466,1.270411,0.187419,-0.591441,0,-0.474851,-0.62041,-0.20308,-1.18681,-0.43525
9330160.03,0.701376,-1.535946,-0.789569,0.02239,0.043392,0.096049,-0.987056,-0.799498,-0.705088,1.048197,0.256868,-0.642932,0,-0.725202,-1.0124,-0.41712,-1.09526,-0.41456
9330160.04,0.192106,-2.117108,-0.352525,0.023454,0.045099,-0.371441,-0.659487,-0.544919,-0.684695,1.293824,0.490901,0.176046,0,-0.695549,-0.99798,0.17266,-1.19835,-0.57975
9330161.01,0.418193,0.017511,-0.432555,0.036428,0.045525,0.200466,-0.916006,-0.617765,-0.21552,1.071002,-0.463959,1.574057,0.375238,0.421309,0.03797,0.27624,-1.33283,0.52464
9330161.02,-0.164628,-0.788869,0.177787,0.033663,0.047872,-0.380312,-0.853462,-0.106015,-0.625238,0.897562,0.602956,-0.028082,-0.23432,-0.62385,-0.47016,0.35182,-1.0667,-0.69225
9330161.03,0.188392,-1.013828,-0.749015,0.026219,0.044459,-0.372125,-0.857914,-0.415183,-0.602602,1.068046,0.145876,-1.24503,0,-0.900017,-0.70152,-0.63634,-0.99126,-0.87781
9330161.05,0.354127,-0.251662,-0.590501,0.033025,0.042752,-0.290787,-0.888227,0.102227,-0.593932,1.100543,-0.273157,1.273834,0,-0.746105,-0.12075,0.10215,-1.38889,-0.22991
9330161.06,0.555655,0.534505,-1.36608,0.023454,0.045312,-0.22267,-1.072979,-0.900049,-0.679796,1.361436,-0.243724,-1.128336,0,-0.940437,-0.38297,-1.09455,-1.25347,-0.79725
9330162.01,0.625032,-0.377316,-1.028679,0.026857,0.038912,-0.36313,-0.387864,-0.356843,-0.32301,0.660941,-0.810277,-1.013303,0,-1.051139,-0.5155,-1.24738,-0.46306,-0.60808
9330162.02,0.551665,0.088981,-0.825911,0.028771,0.043605,-0.42178,-0.581735,-0.747832,-0.225335,0.666505,-1.061942,-0.478213,0,-0.885639,-0.27989,-1.11909,-0.62807,-0.54289
9330162.03,-0.251225,-0.550198,-0.02941,0.036002,0.053418,-0.646151,0.007457,-0.485314,0.45303,-0.035153,-0.352626,-0.814974,0,-0.755892,-0.01005,-0.76957,0.05437,-0.79131
9330162.04,0.876658,0.230594,-1.402704,0.035364,0.039339,-0.123185,-0.856601,-0.976862,-0.450222,1.125298,-0.974572,-0.638404,0,-0.808079,-0.42511,-1.21678,-0.86182,-0.35511
9330163.01,0.309524,-1.638044,-1.185188,0.035364,0.039126,-0.435174,-0.282282,-0.609442,-0.213008,0.684124,-0.824615,0.725953,0,-0.781138,-0.66825,-0.56617,-0.59027,-0.26107
9330163.04,0.587704,-0.383204,-1.177206,0.032387,0.041899,-0.420972,-0.769915,-0.594118,-0.45951,0.999988,-0.806783,0.415989,0,-0.169205,-0.31747,-0.54335,-1.10331,-0.10627
9330163.05,-0.216537,0.482054,-0.200976,0.038767,0.054698,-0.700709,-0.022174,-0.086113,0.05239,-0.123665,-0.431254,0.606055,0,-0.532538,0.38487,-0.31995,-0.23163,-0.54385
9330163.06,-0.109342,0.427583,0.467713,0.044936,0.051285,-0.585503,0.259432,0.218155,0.120322,-0.076168,-0.295967,0.489596,0,-0.661851,0.32564,-0.11189,0.06679,-0.46852
9330163.07,-0.13832,0.608851,-0.455609,0.036215,0.052565,-0.747517,-0.153529,-0.038081,-0.165839,0.437789,-0.607803,0.770713,0,-0.616628,0.39501,-0.36641,-0.62596,-0.5712
9330163.08,0.009273,1.745279,-0.550519,0.038342,0.049365,-0.619513,-0.331305,-0.267799,-0.175575,0.473354,-0.778404,-0.140862,0,0.29575,0.50956,-0.61011,-0.57104,-0.27104
9330170.03,-1.053072,0.533362,-0.018705,0.053656,0.070697,-0.941353,0.094118,-0.222795,-0.623708,-0.098255,1.874999,-0.882566,0,-0.63866,0.17401,0.31735,-0.01464,-1.57367
9330170.04,0.290798,-0.096057,-0.012543,0.043021,0.043605,0.408065,-0.851073,-0.41914,-0.65192,0.990514,0.017851,0.547892,-0.336333,0.261025,-0.32209,0.36771,-0.99101,0.26302
9330170.05,-1.006197,-0.573339,0.275025,0.038767,0.065791,-1.139399,-0.43534,0.956833,-0.660354,0.89286,2.19572,-0.18172,0,-0.618129,0.27969,0.98626,-1.22441,-1.42707
9330170.07,-0.068054,-0.964028,-0.201326,0.038342,0.047872,-0.196891,-0.721927,0.291577,-0.617746,1.146081,0.494166,-0.821375,0,-0.113973,-0.27812,0.06006,-1.05373,-0.46003
9330170.08,0.194777,0.258635,0.083377,0.025155,0.042112,0.150601,-1.037797,-0.367806,-0.653107,1.395764,0.399835,0.945075,0,0.047036,-0.34027,0.60165,-1.53772,0.05191
9330180.01,1.567564,-1.650164,-1.350051,0.033237,0.036992,0.312731,-0.271352,-0.765437,-0.425744,0.371878,-0.932422,0,0,0,,,,
9330180.02,0.576438,-1.007124,-0.717611,0.033663,0.038912,0.283624,-0.054996,-0.652714,-0.451682,0.705115,-0.581502,-1.086856,-0.04268,-0.732001,-0.84664,-1.00246,-0.09127,-0.26586
