ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3
59152118,0.343272,-0.573421,-0.273891,1.033094,-0.025027,-0.905906,-0.323073,1.366112,-0.867505,0,0,,,
59152119,0.102842,1.346823,1.86401,1.218022,-0.024579,2.160165,-0.101005,0.884322,-0.591734,0,0,,,
59152120,0.547915,-0.952525,-1.012597,0.077628,-0.025176,0.850198,-0.289147,-0.239854,0,0,0,,,
59152121,0.802791,0.83306,0.690772,0.878986,-0.023634,-0.496727,1.534855,0,0,0,0,,,
59152122,0.7786,-0.373417,-0.760568,0.231736,-0.023833,-0.358085,0.321042,-1.033391,0,0,0,,,
59152123,-1.483518,-0.602177,0.212786,-0.30764,-0.02428,-0.480824,-0.185751,-0.561048,0,0,0,,,
59152124,1.004499,-0.341667,-0.343416,-0.122711,-0.02428,-0.213704,-0.196793,-0.828709,-0.050799,0,0,,,
59152125,-1.483518,-0.819447,-1.203791,-0.1073,-0.024181,-0.708766,0.112545,-1.082987,0,0,0,,,
59152126,-1.483521,0,0,-0.230586,-0.023634,-0.852044,-0.672799,-0.661421,0,0,0,,,
59152127,-1.483518,0,-0.52592,-0.538801,-0.023882,-0.507125,-0.637342,-0.895624,0,0,0,,,
59152128,-1.483521,0,-1.090813,-0.338461,-0.023683,-0.012942,-0.503758,-0.61458,0,0,0,,,
59152129,-1.483515,0,-0.830093,-0.662086,-0.023584,-0.624787,-0.576396,-0.772359,0,0,0,,,
59152130,-1.483518,0,-0.638899,-0.32305,-0.023733,-1.294904,0,-0.49928,0,0,0,,,
59152131,1.159875,0,-1.18641,-0.138122,-0.023932,-0.879723,-0.500454,-0.561048,0,0,0,,,
59152132,1.245841,-0.748156,-1.351532,-0.369283,-0.023982,-0.43938,-0.277176,-0.931655,0,0,-0.976247,,,
59152133,0.988343,-0.592776,0.282311,-0.230586,-0.024131,-0.395345,-0.173117,-0.342052,0,0,0,,,
59152134,0.800654,-1.152142,-0.673661,0.154682,-0.024131,-0.187755,-0.045199,-0.931655,0,0,0,,,
59152135,1.120981,-1.274357,-0.65628,0.046807,-0.023833,-0.012942,-0.185044,-0.61458,0.936623,0,0,,,
59152136,-1.483518,-0.724392,-0.777949,-0.415515,-0.023932,-0.723472,-0.11982,-0.853042,0,0,0,,,
59152137,-1.483515,0,0,-0.615854,-0.023683,-1.098474,-0.665048,0,0,0,0,,,
59152138,-1.483515,0,-0.039243,-0.831605,-0.024081,-0.395345,-0.545471,-0.801943,-0.012551,-0.539697,0,,,
59152139,1.080492,0,-0.65628,-0.415515,-0.023932,-0.556805,0,-0.114946,1.067134,-0.528841,0,,,
59152140,-1.483515,0,0,-0.970301,-0.02433,-0.245021,-0.65882,0.04119,0,0,2.164138,,,
59152143,1.198997,-0.439224,-1.247244,-0.400104,-0.024231,-0.645886,0.260525,-0.895624,0,0,0,,,
59152144,0.666135,0.351884,-0.178294,0.231736,-0.023882,-1.018117,-0.094494,-0.739488,0,0,-0.561489,,,
59152145,1.128703,-0.296641,-0.908309,0.062218,-0.024181,-0.012942,-0.330592,-0.962539,0,0,-1.157929,,,
59152146,0.937966,-0.070185,-0.630208,0.986861,-0.024181,-0.822738,0.121171,-0.989305,0,0,0,,,
59152147,0.996093,-0.938267,-0.517229,0.262557,-0.024081,0.14439,-0.503758,-0.702751,0,0,-0.65481,,,
59152148,1.036098,0,-0.969143,0.093039,-0.024081,-0.012942,-0.598821,-0.342052,1.30546,0,-0.879026,,,
59152149,1.098557,0,-0.890928,0.3242,-0.024131,-0.187755,-0.679606,-0.427217,-1.005132,0,-0.185436,,,
59152150,1.026183,-0.946188,-0.760568,-0.353872,-0.024479,-0.395345,-0.493606,-0.427217,0,0,0.887158,,,
59152151,0.764895,0,1.107923,0.339611,-0.024231,-0.263242,-0.482693,-0.239854,0,0,1.089702,,,
59152152,0.980849,-0.592776,-0.317344,-0.400104,-0.02438,0.350858,-0.301534,-0.895624,-0.268098,0,0.399806,-0.10595,-1.22485,-0.24258
59152153,0.678787,-1.001852,-0.369488,0.355022,-0.024231,-0.591715,-0.195489,-0.61458,0,0,0,,,
59152154,-1.483518,0.181434,-1.012597,-0.338461,-0.024231,-0.624787,0.286747,-0.962539,0,0,0,,,
59152155,0.772816,0.07278,0.073735,0.848165,-0.02428,0.36582,-0.000386,-0.853042,0,0,0,,,
59152156,-1.483521,-0.77786,-1.108194,-0.52339,-0.02428,-0.791654,-0.01607,-0.801943,-0.388884,0,0,,,
59152157,0.375556,-0.296641,1.021017,0.678647,-0.024629,1.057788,0.090541,-0.661421,0,0,0,,,
59152158,0.293437,-1.104615,0.056354,0.986861,-0.025027,0.598904,-0.548971,0.45449,0.164696,0,0,,,
59152159,1.168737,-0.154057,-0.39556,0.046807,-0.02428,0.026532,-0.125864,-0.989305,0,0,0,,,
59152160,1.068866,0,-0.760568,0.293379,-0.024231,-0.556805,-0.041407,0,0,0,-0.647411,,,
59152163,0.860577,-0.724392,-0.456395,2.497113,-0.024629,-0.395345,0.221816,0,0,0,0,,,
59152164,0.995409,-1.027957,-0.604136,-0.030247,-0.024231,-0.685972,-0.168437,-0.49928,0,0,0,,,
59152165,0.932951,-0.483096,0.186714,0.74029,-0.02428,0.350858,-0.029795,-0.895624,0,0,0,,,
59152166,0.5113,-1.056117,1.359952,0.878986,-0.024131,-0.117086,-0.402433,-0.739488,-0.834603,0,0,,,
59152167,0.704374,0,0.760297,0.3242,-0.023385,-0.126247,-0.281405,-0.114946,0,0,-0.230885,,,
59152169,0.894171,-0.968821,-0.751877,0.015986,-0.024032,-0.685972,0.302331,0,0,0,0,,,
59152170,-1.483501,-0.357748,0.299692,-0.538801,-0.024131,-0.480824,-0.159938,-0.661421,0,0,0,,,
59152171,0.20086,0.692533,1.168758,1.541648,-0.024131,-0.879723,0.759089,0,0,0,0,,,
59152172,0.658527,-0.968821,-0.326035,0.52454,-0.02428,-0.93071,1.213122,-0.561048,0,0,0,,,
59152173,0.833878,0.157844,-0.465085,0.432075,-0.023882,-0.852044,0.736219,0,0,0,0,,,
59152174,0.528425,-0.097024,-0.630208,0.3242,-0.024529,-0.332166,0.518319,-0.61458,0,-0.150677,0,,,
59152175,-0.162236,0.226166,1.507693,1.218022,-0.025375,0.802853,0.0699,0.884322,-0.607762,0,0,,,
59152176,0.350766,0.096427,0.490887,0.53995,-0.024977,0.512863,0.070849,-0.342052,0,0,0,,,
59152177,0.622369,-0.308202,-0.543301,0.416664,-0.023882,-0.012942,0.192214,-1.012726,0,0,0,,,
59152178,0.896507,0.385448,-0.12615,0.401254,-0.024032,-0.012942,0.344906,-0.931655,0,0,-0.60847,,,
59152179,0.256908,0.416277,0.421361,0.971451,-0.024081,0.834229,0.144397,0.04119,0,0,-0.561489,,,
59152180,0.902292,0.253324,-0.864856,0.416664,-0.023534,-0.245021,0.203517,-0.895624,0,0,-0.816527,,,
59152181,0.206531,-0.607732,-0.908309,1.218022,-0.025176,0.026532,0.238874,-0.066904,0,0,0,,,
59152182,0.515517,-0.312483,-0.630208,0.308789,-0.024529,0.227426,-0.052668,-0.561048,0,0,0,,,
59152183,0.099366,0.038623,0.951491,1.942327,-0.024629,0.26517,0.481542,-0.931655,0,0,0.368426,,,
59152184,0.713577,-0.908912,-0.682352,0.385843,-0.024231,0.043974,-0.328879,-0.931655,-0.303235,0,0.879704,-0.04533,-1.49896,-0.1722
59152185,0.969736,-0.853524,-0.152222,0.046807,-0.024081,-0.556805,-0.474951,-0.310115,0,0,-1.060628,,,
59152186,1.262026,-0.658584,-0.751877,-0.30764,-0.024181,-0.126247,-0.39293,-0.597547,-0.830301,0,0.322403,-0.45953,-1.19749,-0.73538
59152187,-0.38859,0.558861,1.933535,2.574166,-0.025325,0.919395,-0.121038,0.509597,0.506529,0.362216,-0.391816,1.31976,0.46619,0.02218
59152188,0.183052,0.210691,0.360527,0.262557,-0.023534,0.14439,-0.008228,-0.49928,0,0,-1.067251,,,
59152189,0.613222,1.104033,0.117188,0.293379,-0.024081,0.292981,-0.201584,-0.427217,0,0,-0.943364,,,
59152190,0.197299,0.229822,1.611981,1.973148,-0.024081,0.793582,-0.188216,-0.801943,0,0,-0.761239,,,
59152191,1.029801,-0.757296,-0.995215,0.10845,-0.02438,0.957572,-0.320114,-0.853042,0,0,1.367343,,,
59152192,0.570482,-1.082509,-0.143531,1.202612,-0.02433,-0.685972,-0.455245,-0.895624,-0.042213,0,1.57928,0.02057,-1.49529,0.15947
59152193,0.036993,0.372882,2.66355,0.863576,-0.024579,-0.104719,-0.180761,-0.342052,0,0,0.214712,,,
59152194,0.647928,0,1.090542,0.786522,-0.02438,0.387111,-0.656144,0.168937,0,0,0.684375,,,
59152195,-0.866887,2.697614,4.045365,4.361811,0,0.476535,-0.482693,2.500326,0,0,-0.853073,,,
59152196,0.772417,-0.345997,-0.100078,0.216325,-0.023733,0.089033,0.00615,-0.895624,0,0,-0.016418,,,
59152197,0.65716,-0.113319,-0.777949,0.647825,-0.024131,-0.032062,0.221816,-0.61458,-0.53163,0,-0.241533,0.12417,-1.01778,-0.68454
59152198,0.362819,0.6137,-0.186984,1.973148,-0.024181,0.73487,-0.118948,-0.989305,0,0,-0.374224,,,
59152199,0.348857,-0.087739,0.447433,2.188898,-0.02428,1.21075,-0.024516,-0.561048,0,0,-0.01421,,,
59152200,0.641061,-0.035238,-1.05605,2.420059,-0.024081,0.26517,-0.062052,-0.895624,0,0,0.421307,,,
59152201,0.11176,1.159634,0.038973,-0.461747,-0.025226,0.598904,-0.449145,0.04119,0,0,0,,,
59152202,-0.678344,1.109752,2.932961,3.668328,-0.025624,0.476535,-0.308673,2.784716,-0.323999,0,0,,,
59152203,-0.112429,0.000925,0.056354,1.510826,-0.025574,-0.187755,-0.403237,0.884322,-0.760025,0,0,,,
59152204,0.280672,0,0.00421,0.801933,-0.025226,0.476535,-0.404836,0.410985,-0.619475,0,0,,,
59152205,0.166611,2.002519,0.821132,0.339611,-0.023833,0.185908,-0.167037,0.275393,0,0,-0.969259,,,
59152206,-0.031307,-0.500134,0.14326,-0.30764,-0.025674,0.476535,-0.212543,1.847902,0,0,0,,,
59152207,0.653114,-0.391697,0.030282,0.832754,-0.024131,0.036667,0.714017,-0.931655,0,0,0,,,
59152208,0.457475,-0.357748,0.065045,0.694058,-0.023534,-0.087105,0.347621,-0.895624,0.6756,0,0,,,
59152209,0.531388,-0.979541,0.26493,-0.276818,-0.024977,0.26517,0.09601,-0.180687,0,-0.082587,-0.564337,,,
59152210,1.021852,-0.024436,-0.143531,0.663236,-0.024231,-0.060007,0.850841,-0.739488,0,0,0,,,
59152211,1.149789,-0.629336,0,1.233433,-0.024131,-0.187755,0.725036,-0.739488,0,0,0,,,
59152212,0.884227,0.279893,0.647318,0.509129,-0.02438,-0.245021,1.359941,0,0,0,0,,,
59152213,0.938308,-1.21585,-0.977834,-0.461747,-0.024828,0.26517,0.18454,0,0,0,0,,,
59152214,0.799885,-0.154057,0.499577,0.447486,-0.024032,-0.318865,1.324108,-0.989305,0,0,0,,,
59152217,-0.074845,2.114318,1.133995,1.156379,-0.024231,1.165428,1.07342,-0.476523,0,0,-1.230348,,,
59152218,0.761846,1.439524,0.612556,0.647825,-0.024679,-0.723472,0.895694,0,0,0,-0.943364,,,
59152219,0.354442,0.986611,0.812441,1.711166,-0.024081,-0.34847,0.877387,-0.853042,0,0,0,,,
59152220,0.521273,-0.252391,-0.621517,0.940629,-0.024629,-0.685972,1.282659,0,0,0,0,,,
59152221,0.472919,0.049634,-0.282582,1.603291,-0.023982,-0.556805,1.376574,0,0,0,0,,,
59152222,0.748511,-0.092064,-0.134841,1.079326,-0.024081,-0.645886,0.754637,-0.739488,0,0,0,,,
59152223,0.591596,0,-0.517229,2.265952,-0.024479,-1.073474,1.098989,-0.895624,0,0,-0.230885,,,
59152224,0.44756,-0.432269,0.308383,0.277968,-0.024479,0.419827,0.431209,-0.427217,0,0,-0.553572,,,
59152225,0.344213,-0.119281,1.012326,1.526237,-0.024131,-0.430788,0.725036,0,0,0,-0.553572,,,
59152226,-1.483512,-0.694892,-0.960453,-0.893247,-0.02428,0.227426,-0.40721,-0.739488,0,0,-0.147353,,,
59152227,0.723493,-0.42381,-0.491157,0.293379,-0.02443,-0.13891,-0.185751,-0.342052,0,0,1.59223,,,
59152228,0.715002,0.504021,-0.934381,0.95604,-0.024231,-0.624787,0.178057,-0.931655,0,0,-0.245219,,,
59152229,0.464057,-0.316084,-0.804021,0.355022,-0.023882,-0.29847,1.004603,-1.033391,0,0,0,,,
59152230,0.230095,-0.154057,1.499003,1.695755,-0.024131,0.57341,0.31331,0,0,0,0,,,
59152231,0.364073,0.35517,1.507693,1.649523,-0.02433,0.000964,0.695817,0,-0.69477,0,0,,,
59152232,0.474486,-0.076985,1.559837,0.986861,-0.02438,-0.318865,0.536329,-0.931655,0,0,0,,,
59152233,0.289761,0.83306,0.716844,2.23513,-0.023982,-0.556805,1.770187,-1.033391,0,0,0,,,
59152234,0.900383,0.202402,-0.995215,1.664933,-0.02428,-0.815139,1.523138,-1.033391,0,0,0,,,
59152235,0.643283,-0.154057,-0.960453,1.17179,-0.023932,-0.13891,1.102452,0,0,0,0,,,
59152236,0.820657,-0.724392,-0.421632,0.894397,-0.02428,0.155843,0.710659,-0.853042,0,0,0,,,
59152237,1.276643,-0.950848,-0.812712,0.216325,-0.024032,-0.277524,0.83202,-0.895624,0,0,0,,,
59152238,0.900554,-0.014951,-0.160913,0.447486,-0.024131,-0.395345,0.991447,-0.853042,0,0,0,,,
59152239,0.484459,0.558861,0.508268,1.017683,-0.023932,-1.184189,1.723736,0,0,0,0,,,
59152240,0.8257,0.513355,-0.12615,0.52454,-0.024081,-0.602936,1.899218,-0.853042,-0.798901,0,0,,,
59152241,0.396242,0.711629,0.178023,1.896094,-0.023982,-1.460977,1.52104,0,0,0,0,,,
59152242,0.946229,-0.235534,-0.873546,0.586182,-0.024579,-0.591715,0.51868,-0.739488,0,0,0,,,
59152243,0.527713,-0.985795,1.307808,0.709468,-0.024529,-0.591715,0.214248,-0.739488,0,0,0,,,
59152244,0.65924,0.715355,-0.326035,0.509129,-0.024131,-0.040135,1.364096,0,-0.670896,0,0,,,
59152245,0.542216,0.732273,-0.299963,0.52454,-0.02433,-0.556805,1.166322,-0.853042,0,0,0,,,
59152246,0.497338,0.416277,-0.38687,-0.045657,-0.025226,2.026544,-0.425894,0,0,0,0,,,
59152247,0.102073,-0.183156,-0.074006,0.647825,-0.025624,0.864037,-0.455245,0.509597,0,0,0,,,
59152248,-0.391212,2.350789,2.741766,2.574166,-0.023932,1.822595,-0.482693,1.446411,0,0,-0.719399,,,
59152249,-0.139897,1.509418,4.132271,3.976543,-0.025873,4.901561,-0.591389,0,1.289357,0,0,,,
59152250,0.787519,1.179789,-1.255935,0.432075,-0.024081,0.556708,-0.209516,-0.853042,0,0,0,,,
59152251,0.227246,-0.974585,-0.273891,1.880684,-0.024977,0.282784,-0.662633,0.652155,0,0,0,,,
59152253,0.478048,-0.303025,0.430052,0.555361,-0.025325,0.864037,-0.074197,-0.989305,0,0,0,,,
59152254,-0.00381,0.429239,-0.169603,1.557058,-0.025574,0.529376,-0.251804,0.263067,0,0,0,,,
59152255,0.25403,0.105186,1.438168,-0.153532,-0.025276,1.321994,-0.607669,0.509597,-1.119921,0,0,,,
59152256,-1.483512,0,-1.082122,-0.569622,-0.022788,-0.556805,0,-0.853042,0,0,0.087697,,,
59152257,-1.483512,0,0,-0.862426,-0.024032,-0.480824,-0.674832,-0.49928,0,0,0,,,
59152258,-1.483521,0,0.047663,-0.585033,-0.02428,-0.685972,-0.44601,-0.427217,0,0,0,,,
59152259,-1.483521,0,-0.473776,-1.047355,-0.023882,-0.708766,-0.223761,-0.520898,0,0,0,,,
59152260,1.280575,0,0.125879,-0.785372,-0.023733,-0.602936,-0.651908,-0.801943,0,0,0,,,
59152264,-1.483515,0,-0.482467,-0.538801,-0.023335,-0.556805,-0.565038,-1.033391,0,0,0,,,
59152265,-1.483515,0,-0.743186,-0.492568,-0.023037,-0.815139,-0.460403,0,-0.53163,0,0,,,
59152266,-1.483506,0,0.099807,-1.016533,-0.022589,-0.918473,-0.506987,-0.427217,0,0,-0.025911,,,
59152267,-1.483521,0,-0.299963,-0.415515,-0.023683,-0.126247,-0.648926,0,0,0,0,,,
59152268,-1.483506,0,-0.943072,-0.93948,-0.023584,-0.905906,-0.689529,-0.310115,0,0,-0.921708,,,
59152269,-1.483521,0,-0.969143,-0.477158,-0.023683,-0.685972,-0.54064,-0.962539,0,0,0,,,
59152270,-1.483518,0,-0.39556,-0.415515,-0.023733,-1.090322,-0.460403,-0.853042,0,0,0,,,
59152271,1.334257,0,-1.18641,-1.047355,-0.023484,-0.837603,-0.493606,-0.561048,0,0,0,,,
59152272,0.651632,0,1.342571,-0.692908,-0.022788,-1.121912,-0.345451,0,0,0,0,,,
59152273,-1.483515,0,-0.838784,-0.985712,-0.023882,-0.453471,-0.425182,-0.066904,-0.939479,0,0,,,
59152274,1.179793,0,-0.769258,-0.95489,-0.024579,0.957572,-0.530367,0,0,0,0,,,
59152275,0.687876,-0.891559,-0.291272,-0.076479,-0.024479,-0.108199,0.404001,-0.989305,-1.437335,0,0,,,
59152276,0.35712,-0.426408,1.316499,0.277968,-0.025027,0.786537,-0.06858,-0.025725,0,0,0,,,
59152277,0.636929,0.671427,0.847204,1.926916,-0.023335,-0.741329,1.122316,-1.033391,0,0,0,,,
59152278,0.710415,0.479648,0.221476,1.125558,-0.023833,-0.34847,1.698556,0,0,0,0,,,
59152279,-1.483521,-0.809942,-0.543301,-0.184354,-0.023733,-0.079447,0.1045,-0.597547,0,0,0,,,
59152280,0.2546,0.351884,-0.760568,-0.261408,-0.025027,0.331221,-0.170526,0.509597,0,0,0,,,
59152281,1.287556,0,-0.769258,0.74029,-0.024081,-1.236633,-0.560972,-0.53743,0,0,0,,,
59152282,-1.483515,0,-0.178294,-0.138122,-0.023484,-1.164651,-0.669604,-0.293387,0,0,0,,,
59152283,-1.483509,0,-0.777949,-0.769962,-0.023484,-1.294904,-0.583337,-0.739488,0,0,0,,,
59152284,-1.483518,-0.828439,-0.013171,0.015986,-0.023783,-0.556805,-0.165277,-0.772359,0,0,0,,,
59152285,1.217775,-1.16053,-0.447704,-0.461747,-0.023833,-0.791654,-0.301534,-1.012726,0,0,0,,,
59152286,-1.483518,-0.797422,-0.456395,0.185504,-0.023534,-0.89112,0.089389,-1.012726,0,0,0,,,
59152288,-1.483495,0,-0.986525,-0.800783,-0.026121,-1.032685,-0.066516,-0.989305,0,0,0,,,
59152289,-1.483498,-0.95609,-0.12615,-0.831605,-0.022091,-0.859111,-0.358368,-0.630872,0,0,-0.906369,,,
59152290,-1.483512,0,0.021591,-0.276818,-0.023484,-0.507125,-0.635523,-0.239854,0,0,0,,,
59152291,1.116451,0.083582,0.291002,0.617004,-0.026072,-0.685972,0.084245,-0.702751,-0.150972,-0.528841,-0.27747,0.07753,-0.72525,-0.55403
59152292,-1.483501,0,-1.308079,-0.677497,-0.026121,-0.5199,-0.576396,-1.082987,-0.107468,0,-0.241533,,,
59152294,-1.483495,0,-1.308079,-0.908658,-0.022688,9.776589,11.292669,4.256852,0,2.934338,0,,,
59152295,0.54421,-0.510516,-0.369488,0.293379,-0.02438,-0.133305,0.395017,-0.066904,-0.680584,-0.232887,0,,,
59152296,-1.483521,-1.04935,-0.456395,-0.446336,-0.023982,-0.490807,0.09418,-0.801943,-1.036224,0,-1.41735,-0.37489,-1.04672,-1.24627
59152297,-1.483518,-1.024373,-0.682352,-0.353872,-0.023335,-0.624787,-0.209516,-0.588737,0,0,0,,,
59152299,-1.483515,0,-0.769258,-0.184354,-0.023236,-1.190456,-0.493606,-0.715467,0,0,0,,,
59152300,-1.483515,0,-0.725805,-0.615854,-0.023435,-0.685972,-0.547816,-0.49928,0,0,0,,,
59152302,-1.483518,-1.245713,-1.003906,-0.631265,-0.023484,-1.247182,-0.612911,-0.49928,0,0,0,,,
59152303,1.120098,0,-0.734496,-0.569622,-0.023882,-1.037428,-0.541459,-1.05176,0,0,0,,,
59152304,-1.483521,0,-0.986525,-0.477158,-0.024181,-0.245021,0,-0.661421,0,0,0,,,
59152305,-1.483515,-1.045205,-0.951762,-0.908658,-0.024081,0.089033,-0.497071,-0.342052,-0.670896,0,0,,,
59152306,0.795782,-1.009559,-0.465085,0.10845,-0.024131,-0.233886,0,-0.066904,0,0,0.477209,,,
59152307,0.64089,-0.376844,0.560412,0.046807,-0.024181,-0.245021,-0.654762,-0.239854,0,0,-0.925427,,,
59152308,0.924545,-0.76513,-0.708424,-0.1073,-0.02443,-0.012942,-0.510142,-0.853042,0,0,0,,,
59152309,-1.483521,0,-1.273316,-0.831605,-0.024231,-0.087105,-0.572743,1.044919,0,0,0,,,
59152312,-1.483515,-1.419487,-1.31677,-0.52339,-0.023435,-0.64068,-0.652392,-0.342052,0,0,0,,,
59152313,0.786778,-0.376844,0.108498,-0.446336,-0.023982,0.556708,-0.662633,-0.239854,0,0,-1.063594,,,
59152314,1.012221,0,-0.804021,-0.585033,-0.024679,-0.187755,-0.54308,0.04119,0,0,0,,,
59152315,1.317076,0,0,-0.662086,-0.024231,-0.34847,-0.671754,-0.661421,0,0,0,,,
59152316,1.304652,-0.802164,-0.804021,-0.215175,-0.02428,-0.34847,-0.54308,-0.49928,0,0,-0.772967,,,
59152317,0.755292,-0.536599,-0.734496,-0.014836,-0.024828,1.057788,0,0.04119,0,0,-1.167133,,,
59152318,0.144785,0.442201,0.238858,1.233433,-0.024479,1.421072,-0.683981,1.134139,0,0,-0.883077,,,
59152319,-0.20301,-0.250398,0.325764,1.202612,-0.025524,0.67871,0,2.249394,0.548616,0,-0.515432,,,
59152320,-0.371352,0.535358,-0.047934,1.649523,-0.025475,2.026544,-0.701334,2.811482,1.940557,0,-1.316521,0.68966,1.21891,0.80463
59152321,0.785553,0.173184,-0.360798,-0.631265,-0.02433,2.108991,-0.709143,-0.310115,0,0,-0.545526,,,
59152322,-1.483515,-0.391697,-1.255935,0.370432,-0.022191,-0.187755,0.221816,-0.49928,0,-0.485415,1.424257,,,
59152323,-1.483509,-1.266905,-1.134266,-0.93948,-0.022788,-0.976599,-0.601636,-1.05176,0,0,0,,,
59152324,-1.483515,-0.931786,-0.92569,-0.708319,-0.023484,-0.126247,0,-0.661421,0,0,-0.795387,,,
59152325,1.249089,-1.058246,-0.856165,-0.415515,-0.024032,0.411951,0,-0.739488,0,0,0,,,
59152326,1.287328,0,-0.551992,-0.369283,-0.023882,-0.584884,-0.373833,-0.801943,0,0,0,,,
59152327,0.707708,-0.831329,-0.299963,-0.292229,-0.024131,0.14439,-0.676793,-0.49928,0,0,-0.890244,,,
59152328,1.104996,0,-0.951762,0.139271,-0.023982,-0.954243,-0.490057,0.04119,-0.116367,0,0,,,
59152329,-1.483512,0,0,-1.001123,-0.023534,-0.104719,0,-0.661421,0,0,0,,,
59152330,1.22128,-0.883555,-0.499848,-0.014836,-0.023833,-0.358085,-0.688007,-0.702751,0,0,0,,,
59152331,-1.483518,0,-1.003906,0.031396,-0.024032,-1.037428,-0.43956,-0.49928,0,0,0,,,
59152332,0.971446,0,-0.465085,-0.122711,-0.023882,-0.187755,-0.604367,-0.520898,1.007553,0,0,,,
59152333,0.319252,-1.294726,-0.082697,-0.292229,-0.025226,2.026544,-0.550115,0.04119,0,0,0,,,
59152334,0.810057,-0.663284,-1.012597,0.170093,-0.024231,0.036667,-0.585001,-0.427217,0,0,0,,,
59152335,0.568516,-1.333114,-0.743186,-0.538801,-0.024977,0.292981,-0.697739,1.662598,0,0,0,,,
59152336,0.28959,-1.289893,-1.177719,1.80363,-0.025027,0.089033,-0.673825,0.275393,0,0,0,,,
59152337,-1.483518,0,0,-0.153532,-0.023683,-0.899494,-0.63271,-1.108536,0,0,0,,,
59152338,-1.483515,0,-1.134266,-0.585033,-0.023584,-0.723472,-0.530367,-0.239854,0,0,0,,,
59152339,-1.483518,0,-0.856165,-0.769962,-0.023932,-0.245021,0,-0.931655,0,0,0,,,
59152340,-1.483515,-1.076657,-0.917,-0.492568,-0.023086,-0.763472,0.014607,-1.163285,0,0,-1.09134,,,
59152341,0.174903,-0.877616,-0.195675,0.724879,-0.024927,-0.012942,-0.693819,0.509597,-0.867505,-0.595575,0,,,
59152342,0.646275,-1.104615,-1.212482,0.031396,-0.02428,0.203004,-0.583337,-0.114946,0,0,0,,,
59152343,0.173449,-0.4133,0.960182,0.062218,-0.025276,0.658889,-0.650433,0.04119,-1.04355,0,0,,,
59152344,0.599973,-0.672543,-0.699733,-0.400104,-0.025276,0.536151,-0.356353,0.884322,-1.05071,0,0,,,
59152345,-0.135594,-0.292855,0.516959,0.786522,-0.025425,0.709036,-0.660117,1.11577,-0.218345,0,0,,,
59152346,0.061269,0.711629,-0.326035,0.53995,-0.025425,0.793582,-0.710074,1.190916,0,0,0,,,
59152347,0.265085,-0.526014,0.699462,-0.585033,-0.025475,1.837518,-0.618042,0.978004,0,0,0,,,
59152348,-0.174061,0.91532,0.986254,0.863576,-0.025325,2.672381,0,1.847902,-0.150972,0,0,,,
59152350,-0.137446,-1.006619,-0.595445,2.666631,-0.025624,0.544918,-0.700756,1.962614,0,0,0,,,
59152351,0.38285,-0.770635,1.368643,0.015986,-0.024529,0.26517,-0.673825,-0.561048,0,0,0,,,
59152352,0.851715,0,-0.682352,-0.199765,-0.02428,-0.43938,-0.578176,-0.661421,0,0,0,,,
59152353,0.835759,0,-1.05605,0.355022,-0.024231,-0.187755,0,-0.239854,0,0,0,,,
59152354,0.985721,-1.091035,-0.734496,-0.677497,-0.024679,0.556708,0,-0.427217,-0.107468,0,0,,,
59152355,1.070405,0,-1.212482,-0.723729,-0.023733,0.227426,0,-0.342052,0,0,0,,,
59152356,1.136454,-0.644188,-0.769258,-0.800783,-0.02438,-0.187755,0,0,0,0,0,,,
59152357,0.641232,0,0.056354,-0.076479,-0.023584,-0.480824,0,-0.561048,0,0,0,,,
59152358,-1.483518,-1.121589,-0.995215,-0.492568,-0.023484,-0.708766,0,-0.661421,0,0,0,,,
59152359,0.636302,-0.749929,-0.78664,-0.045657,-0.02443,-0.252881,0,0.679926,0,0,0,,,
59152360,1.078212,-0.866975,0,-0.492568,-0.02443,-0.507125,0,-0.661421,0,0,0,,,
59152361,1.261114,0,-1.160338,-0.061068,-0.024081,-0.453471,-0.637342,-0.801943,0,0,0,,,
59152362,0.93996,-0.846606,-0.465085,-0.338461,-0.023982,-0.29847,-0.665048,-0.114946,0,0,0,,,
59152363,1.354659,-0.842392,-1.108194,0.000575,-0.024032,-0.187755,0,-0.114946,0,0,0,,,
59152364,1.256754,0,-1.082122,-0.970301,-0.023833,0.011532,0,0,0,0,0,,,
59152365,1.178681,0,-0.560683,-0.138122,-0.024131,-0.187755,0,-0.801943,-0.192124,0,0,,,
59152366,0.803846,-0.802164,-0.404251,-0.754551,-0.023882,0.089033,0,-0.239854,0,0,0,,,
59152367,1.173239,-0.69923,0.67339,-0.338461,-0.023982,0.026532,0,0,0,0,0,,,
59152368,0.752215,-0.911533,-0.699733,-0.292229,-0.024231,-0.29847,0,-0.342052,0,0,0,,,
59152369,-1.483515,0,-0.777949,-0.73914,-0.023186,-1.04675,-0.721723,-0.739488,0,0,0,,,
59152370,-1.483515,-1.207936,-1.212482,-0.09189,-0.023086,-0.895604,-0.726562,-0.761793,0,0,-1.239316,,,
59152371,-1.483504,0,0,-0.52339,-0.022788,0,0,0,0,0,0,,,
59152372,1.122378,-0.708549,-0.804021,-0.585033,-0.023186,-0.837603,0,-1.033391,0,0,0,,,
