ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_DM,Z_1960C,FAC_1,FAC_2,FAC_3
59150694,0.707993,-0.024436,-1.099503,-0.430926,-0.022439,-0.332166,-0.368167,1.446411,0,0,0.980328,,,
59150695,-1.483521,-0.082765,-1.108194,-0.785372,-0.02239,0.026532,-0.671754,-0.49928,1.000287,0,1.900668,-0.63883,-0.96012,1.87577
59150696,1.246924,-0.154057,-0.812712,-0.076479,-0.022639,0.089033,0.15472,0,0,0,0.141796,,,
59150697,0.820771,-0.024436,-0.647589,0.046807,-0.023186,0.694505,0.197268,-0.114946,-0.398843,0,0.065566,0.16218,-0.79546,-0.32491
59150698,-1.483515,-0.432269,-0.52592,0.401254,-0.022589,-0.758629,-0.011679,-0.61458,0,0,0.550836,,,
59150699,0.470867,0.896559,-0.221747,-0.138122,-0.022041,1.40654,-0.045199,-0.739488,0,0,0.318329,,,
59150700,0.516885,1.142157,-1.012597,0.755701,-0.02234,-0.395345,0.371711,-0.49928,0,0,0.388423,,,
59150701,0.641032,-0.087739,0.047663,-0.30764,-0.021892,0.089033,0.231222,-0.661421,-0.080152,0,0.921826,0.08873,-1.00006,0.2929
59150702,1.089895,-0.953916,0.195404,-1.170641,-0.023435,-0.879723,-0.229348,0.241936,0,0,-0.062724,,,
59150703,0.958652,-1.202466,0.551721,-0.400104,-0.022688,0.089033,0.738637,-0.931655,0,0,0.684375,,,
59150704,0.740248,1.486999,-0.760568,-0.585033,-0.023037,-0.395345,-0.041407,0.04119,-0.639364,0,0.793988,-0.68514,-0.11904,0.17159
59150705,0.479017,1.475469,-0.847474,-1.216873,-0.024231,-0.507125,-0.670689,1.044919,0,0,-0.576946,,,
59150706,-0.187225,2.119573,2.246399,0.262557,0,1.251539,-0.601636,2.008499,-0.192124,0,-0.311465,,,
59150707,-0.405544,2.493924,2.072586,-0.292229,0,0.834229,-0.616885,0.884322,0,0,-0.936317,,,
59150708,0.443228,1.052419,0.195404,-0.754551,-0.024081,0.556708,-0.277176,0.168937,1.067134,0,-1.070851,-0.11352,0.25409,0.44395
59150709,0.751018,0.956768,-0.273891,-1.278516,-0.02428,-0.43938,-0.580617,1.758682,-0.558188,0,-1.035092,-1.21428,0.86932,-0.59822
59150710,0.352818,1.407572,0.80375,-0.893247,-0.024181,0.026532,-0.343848,0.884322,0.066547,0,0.061936,-0.48889,0.73474,0.41384
59150711,0.077796,1.875017,0.847204,-0.292229,-0.024679,0.292981,-0.571497,1.446411,-0.619475,0,-0.325847,-0.48781,1.30477,-0.14185
59150712,-0.470652,1.971245,1.081851,-0.30764,-0.024977,0.476535,-0.386473,2.008499,0.610344,0,0.141796,-0.24637,1.54744,1.05054
59150713,-0.143145,-0.419891,0.178023,0.293379,-0.024977,-0.012942,-0.510142,1.914817,0.689101,0,-1.101545,-0.27939,0.46293,-0.08483
59150714,0,1.271779,0,0,-0.024977,0,0,4.256852,0,0,-0.864443,,,
59150715,0.148261,1.317773,1.099233,-0.600444,-0.024479,0.36582,-0.660117,1.446411,1.154142,0,0.087697,-0.30758,1.05902,1.14232
59150716,0.043119,0.193708,0.925419,1.033094,-0.024679,-0.060007,-0.429411,0.884322,-0.002423,0,-0.798996,0.1129,0.38356,-0.47692
59150717,-0.066924,0.671427,0.708153,0.062218,-0.025077,1.784355,-0.43956,1.446411,0.083279,0,-0.761239,0.33094,0.76096,-0.03716
59150718,-0.012957,0.986611,0.482196,-0.245997,-0.025027,0.941538,-0.442815,2.383224,0,0,-1.283709,,,
59150719,-0.280627,0.951693,2.037823,2.188898,-0.025176,0.331221,-0.490057,3.132675,1.402735,0,-0.405817,0.61511,1.8434,0.77896
59150720,-0.160441,0.611025,0.438743,1.017683,-0.025475,0.26517,-0.676793,2.008499,0,0,-0.983065,,,
59150721,-0.058006,0.33761,0.725534,-0.153532,-0.024828,0.598904,-0.377526,2.383224,0.452831,0,-0.667822,-0.16944,1.00666,0.20347
59150722,-0.51516,1.017165,1.559837,0.416664,-0.025126,0.941538,0.012932,0.241936,0.817976,0,-0.52903,0.70444,0.48447,0.56655
59150723,-0.200845,0.819684,0.282311,0.894397,-0.022688,1.380707,-0.202587,1.446411,1.334524,0,0.673548,0.5909,0.46669,1.3952
59150724,0.327344,1.842113,0.056354,-0.415515,-0.022688,-0.104719,-0.276108,-0.239854,0,0,0.924426,,,
59150725,0.198381,1.702845,-0.682352,-0.261408,-0.022489,0.36582,-0.1556,-0.427217,0,0,2.466817,,,
59150726,0.198894,1.65432,-0.734496,0.817343,-0.023186,-0.685972,0.01168,0.241936,1.334524,0,2.391516,-0.16097,-0.18897,2.15309
59150727,0.243886,1.341332,2.515809,0.015986,-0.022091,0.67871,-0.121038,0.509597,0,0,1.532532,,,
59150728,0.434082,1.816951,-0.013171,-1.139819,-0.023335,0.476535,-0.43956,2.008499,0,0,-0.795387,,,
59150729,0.494802,0.394341,0.612556,0.339611,-0.023136,0.476535,0.694227,-0.561048,0,0,-0.761239,,,
59150730,0.782133,-0.195994,0.499577,0.432075,-0.022788,-0.987363,0.060785,-0.962539,0,0,1.128304,,,
59150731,0.542843,-0.688746,0.26493,-0.477158,-0.023882,-0.13891,0.491836,-0.561048,0,0,-0.487103,,,
59150732,1.13369,0.7965,-0.917,-0.492568,-0.026121,0.089033,-0.087859,-0.895624,0,0,1.120083,,,
59150733,-1.483518,0.151479,-0.838784,-0.52339,-0.02229,0.14439,0.230273,-1.012726,0,0,1.900668,,,
59150734,1.124714,-0.185054,0.14326,-0.985712,-0.022539,-0.187755,-0.052668,-0.801943,0,0,0.284525,,,
59150735,0.187782,-0.53234,0.047663,0.123861,-0.023833,0.556708,0.238874,-0.239854,0,0,-0.200462,,,
59150736,0.014255,0.515213,0.690772,0.478307,-0.023037,0.886831,0.261439,-0.61458,0,0,-0.097785,,,
59150737,0.992161,-0.062068,-0.612827,-0.430926,-0.022987,0.57341,0.038826,-0.427217,0,0,1.386069,,,
59150738,0.773329,0.446295,0.716844,-0.73914,-0.023236,-0.126247,0.144397,-0.561048,0,0,0.847928,,,
59150739,0.682519,0.416277,-0.751877,0.170093,-0.022838,0.089033,0.643872,-0.239854,0,0,1.483447,,,
59150740,0.82704,0.94274,-0.682352,-0.785372,-0.022589,-0.741329,-0.1556,0.241936,0,0,1.431845,,,
59150741,0.366894,1.895582,-0.482467,-0.245997,-0.023186,0.089033,-0.306317,1.446411,0,0,0.875512,,,
59150742,0.292268,1.001361,0.768988,0.247146,-0.023086,0.011532,0.331763,0.7438,-0.976807,0,0.806839,0.06069,0.24146,-0.10568
59150743,0.466679,1.052419,0.360527,-0.369283,-0.022838,0.155843,0.748999,-0.427217,-0.355942,0,1.077082,0.24722,-0.47174,0.47506
59150744,0.245168,0.665798,0.386599,-0.692908,-0.023932,-0.332166,-0.348097,-0.239854,0,0,0.351429,,,
59150745,0.903688,0.024172,-0.917,-0.400104,-0.023136,0.026532,-0.312856,0.04119,-1.090469,0,2.318411,-0.59725,-0.9361,0.27921
59150746,0.844164,0.611025,-0.439013,-0.723729,-0.022788,0.173272,-0.286593,0.241936,-1.005132,0,1.164396,-0.58778,-0.3397,-0.03294
59150747,0.051781,2.341155,0.508268,-0.199765,-0.024629,0.331221,-0.449145,1.446411,-0.150972,0,-0.836492,-0.42882,1.46249,0.01604
59150748,-0.074503,2.24256,2.081277,0.909808,-0.024728,2.510922,-0.311006,-0.239854,1.533643,0,-1.000035,1.43332,0.9831,0.92223
59150749,-0.152377,-0.062068,0.438743,1.094737,-0.024828,-0.879723,-0.550115,1.044919,-1.010523,0,0,,,
59150750,0.039899,-0.056397,1.246974,0.200914,-0.024629,-0.245021,-0.494771,2.383224,3.465282,0,-1.116003,0.06536,1.00128,1.77669
59150751,-0.094677,1.575645,0.516959,1.711166,-0.023484,-0.954243,1.502741,1.543322,-0.789496,0,0.031824,0.52238,0.6235,-0.31016
59150752,0.637556,1.121691,-0.299963,-0.430926,-0.021942,-0.29847,1.057674,0.884322,0,0,1.112728,,,
59150753,1.080606,0.093914,-0.517229,-1.031944,-0.023435,0.26517,0.78095,0.509597,0,0,1.81886,,,
59150754,-0.039285,1.556946,-0.25651,-0.847015,-0.022937,-0.395345,0.46475,1.701905,0,0,1.707056,,,
59150755,-0.803745,2.660419,5.322891,9.062083,0,3.538748,2.509182,1.574158,-0.481979,0,-1.097774,,,
59150756,0,0,0,0,-0.023932,0,2.53663,0,0,0,0.620957,,,
59150757,-0.417113,2.055988,2.78522,1.649523,-0.02438,1.901543,1.723228,1.847902,-0.285889,0,-0.59192,2.02016,1.46231,0.03225
59150758,-0.317612,2.697614,0.751606,3.329292,0,-0.556805,4.596347,0.884322,3.969094,0,0,,,
59150759,-1.020269,2.697614,5.227294,6.519313,0,9.776589,11.292669,4.256852,0.324851,2.934338,2.13331,,,
59150760,-1.131366,2.542069,5.57492,10.217888,0,3.964055,-0.19066,3.554242,0.070502,0,-0.894935,,,
59150761,0,0,0,0,0,0,0,0,0,0,0,,,
59150762,-0.492422,2.269864,4.054055,1.911505,-0.024181,9.776589,11.292669,4.256852,-0.874223,2.934338,-0.78059,8.98897,0.52211,0.69026
59150763,0,2.697614,0,0,0,0,2.312117,2.383224,0,0,1.483447,,,
59150777,1.091006,0.900342,-0.2652,-1.078176,-0.023982,-1.018117,-0.421788,-0.853042,0,0,0,,,
59150779,0.741729,0.33761,-0.004481,-1.15523,-0.02428,-0.556805,-0.468466,0.679926,1.397913,0,0,,,
59150780,0.350823,0.976386,0.777678,-1.15523,-0.024231,-0.892994,-0.590353,2.383224,0,0,-1.475135,,,
59150782,1.177456,1.747057,-0.691043,-0.646676,-0.024679,-1.073474,-0.493606,1.134139,0,0,0,,,
59150784,-0.184803,1.850184,2.498428,-0.831605,-0.024977,-1.073474,-0.309142,2.249394,1.170559,0,0,,,
59150785,0.051838,1.450008,1.186139,-1.093587,-0.024728,-1.121912,-0.505919,4.256852,0,0,0,,,
59150786,0.956173,1.432436,-0.065315,-1.263105,-0.023783,-0.758629,0,0.797847,0,0,0,,,
59150787,1.055303,-0.403579,-0.456395,-1.016533,-0.022838,-0.395345,-0.265172,-0.661421,1.067134,0,0,,,
59150788,-1.483515,0.065302,0.456124,-1.047355,-0.023335,-0.13891,-0.434559,2.186,-0.979747,0,-0.438727,-0.92749,0.87994,-0.34765
59150790,-1.483512,-0.561439,-0.604136,-1.37098,-0.022788,-0.837603,-0.473622,0.08652,-0.477251,0,0,,,
59150791,-0.263959,0.634346,0.829822,-0.446336,-0.025276,-1.267225,-0.574586,1.446411,-0.545065,0,0,,,
59150792,0.225223,0.930818,0.247548,-0.569622,-0.023833,-0.318865,-0.635523,1.446411,0.831372,0,-0.660279,-0.69598,0.81174,0.46578
59150793,-0.216887,1.856737,1.142686,0.986861,-0.024181,-0.918473,-0.55531,3.10385,-1.087977,0,-1.191255,-0.71988,2.20818,-0.97018
59150795,-0.238969,1.833887,1.359952,-0.138122,-0.024529,-0.879723,0,2.273011,0,0,0.351429,,,
59150816,0.346521,2.162926,-0.430323,-0.631265,-0.024828,2.622701,-0.595918,2.008499,0,0,1.106108,,,
59150817,0.865107,0.476601,-0.239128,-1.139819,-0.024231,-1.267225,-0.639116,1.446411,0.207295,0,-0.351458,-1.32703,0.45389,0.03741
59150819,-0.067864,2.472482,-0.708424,-1.047355,0,-0.395345,-0.639116,2.383224,-0.450061,0,-0.27747,,,
59150820,0.263689,2.519385,0.256239,-1.15523,0,-1.320067,-0.668498,1.847902,-0.72196,0,0.63094,,,
59150821,-0.110149,2.086542,-0.282582,0.277968,-0.024778,-0.624787,-0.656144,1.446411,0,0,-1.024858,,,
59150822,-0.032817,2.515593,0.586484,-1.216873,0,-1.121912,-0.631748,2.383224,0.367371,0,-0.464802,,,
59150823,-0.250282,2.776828,1.829248,-0.646676,0,-0.556805,-0.654762,4.256852,-0.427815,0,0.141796,,,
59150824,0.169147,1.110797,0.14326,-0.045657,-0.024679,-1.121912,-0.640848,2.094974,-0.789496,0,-0.0746,-1.12374,1.09483,-0.36345
59150827,0.114467,1.209786,0.629937,-0.030247,-0.023683,-0.791654,0,1.942371,0,0,-0.587363,,,
59150828,0.623708,1.652001,0.325764,-0.230586,-0.022688,-1.516334,-0.69647,0.581659,-0.318294,0,0.029992,-1.09528,0.69508,-0.06224
59150831,0.000065,2.697614,-0.282582,-0.045657,0,-0.837603,-0.574586,2.057376,0,0,-1.309148,,,
59150832,-0.378076,2.537208,1.568528,-0.292229,0,-0.879723,-0.485189,2.851631,0,0,-0.355112,,,
59150837,0.194905,1.31565,-0.326035,-0.662086,-0.024032,-1.121912,-0.648926,2.500326,0.013004,0,-0.064612,-1.37048,1.24333,0.31034
59150840,0.094151,2.294076,1.429477,-0.677497,0,-0.395345,-0.500454,1.847902,0,0,-0.789907,,,
59150841,-0.110491,2.435726,2.507119,-1.093587,0,0.331221,-0.3729,2.008499,0,0,0,,,
59150845,0.290673,1.615353,-0.299963,-1.062765,-0.025126,-0.879723,-0.686436,2.212895,-0.670896,0,-1.171568,-1.47351,1.4192,-0.57129
59150846,0.221176,1.200487,0.299692,-1.139819,-0.024181,-1.121912,0,0.884322,0,0,-0.050654,,,
59150850,0.766661,0.582892,0.499577,-1.047355,-0.023086,-0.556805,-0.310386,0.197325,-1.057709,0,-1.139557,-0.76312,0.18008,-1.15118
59150859,0.648583,1.488754,-0.908309,-0.507979,-0.024131,-1.236633,-0.621419,1.847902,0,0,-0.892989,,,
59150861,0.157379,0.350202,-0.821402,-0.230586,-0.024081,-1.383476,0,1.701905,2.123805,0,0.162001,,,
59150863,0.328,1.052419,-0.239128,-0.014836,-0.02438,-1.417921,0,1.942371,0,0,-0.503229,,,
59150864,-0.088266,2.17025,0.464815,0.694058,-0.023534,-0.556805,-0.663853,2.979379,0.229686,0,-0.22578,-0.71214,2.00136,0.43814
59150865,0.148802,0.507938,0.325764,0.416664,-0.024479,-0.453471,-0.688774,2.262345,0.120927,0,-0.52903,-0.61196,0.99341,-0.11028
59150866,-0.10522,1.781006,0.612556,-0.184354,-0.02443,-0.332166,-0.671754,2.934291,0,0,-0.543202,,,
59150871,-0.270626,2.243939,1.559837,-0.430926,-0.026072,0.476535,0,2.383224,-0.220183,0,0.218026,,,
59150872,-1.483484,-0.344169,-0.725805,-1.263105,-0.025574,-0.245021,0,-0.239854,0,0,1.308449,,,
59150873,-1.483521,0.671427,-0.65628,-0.785372,-0.026072,-0.507125,-0.670689,1.230223,-0.492252,0,0.847928,-1.16509,0.36429,0.58604
59150874,0.236136,1.419917,-0.352107,-0.93948,-0.024032,-0.332166,0,1.044919,0.106096,0,-0.163125,,,
59150875,0.332331,1.776305,0.27362,-1.201462,-0.023932,-1.236633,-0.661388,2.008499,-0.174763,0,-0.27747,-1.4527,1.39834,0.18212
59150876,0.555551,1.864334,-0.604136,-1.031944,-0.023037,-0.104719,-0.671754,2.723884,-0.249844,0,0.781728,-1.2773,1.3641,0.68657
59150877,0.328313,2.697614,-0.821402,-0.95489,0,0,0,3.453869,-0.598805,0,-0.746062,,,
59150878,0.541276,1.552929,1.133995,-0.692908,-0.022987,-1.236633,0,2.008499,-0.890537,0,-0.543202,,,
59150879,1.052482,0.152768,-0.691043,-0.662086,-0.022887,-1.294904,-0.672799,2.233334,0.407969,0,-0.579979,-1.34032,0.56402,-0.05741
59150880,0.395843,0.742182,0.525649,-0.893247,-0.023683,-0.453471,-0.674832,2.008499,0.088299,0,-0.025911,-0.9483,0.9571,0.26927
59150881,-1.483509,-0.349377,-0.830093,-1.078176,-0.022688,-0.29847,0,1.002657,0,0,0.187743,,,
59150882,1.337819,0.929578,-0.717114,-1.062765,-0.026022,0.089033,-0.701334,-0.04147,-0.760025,-0.601121,2.154273,-0.90966,-0.4577,0.56893
59150883,-1.483464,-1.009559,-0.65628,-1.355569,-0.025524,-0.602936,-0.654762,0.424432,0,0,1.483447,,,
59150884,-1.483469,0.446295,-0.378179,-1.494266,-0.026022,0.203004,0,0.884322,0.490137,0,1.377528,,,
59150885,-0.583602,2.697614,1.890082,4.670025,0,1.784355,-0.637342,2.790535,5.581294,0,-1.245008,,,
59150886,-1.483515,0.07278,0.021591,-1.186051,-0.021892,-0.507125,-0.663853,0.797847,1.831992,0,0.522947,-0.79383,0.09089,1.8782
59150887,-1.483492,-0.272877,-1.334151,-1.247694,-0.025624,-0.187755,-0.43286,-0.37211,0,0,2.098371,,,
59150888,-1.483518,-1.178877,-0.299963,-0.554211,-0.025873,-0.060007,0.048291,-0.661421,0,0,2.238126,,,
59150889,-1.483475,0,-0.25651,-1.324748,-0.025624,-0.602936,0.060785,-0.853042,0,0,1.868186,,,
59150890,-1.483501,-0.784078,-0.247819,-1.093587,-0.025873,-0.43938,-0.272876,0.241936,0,0,1.623853,,,
59150891,-1.483515,-0.272877,-0.456395,-1.139819,-0.025873,-0.602936,-0.301534,0.168937,0,0,1.53935,,,
59150892,-1.483506,-1.303925,-0.247819,-0.708319,-0.025624,-0.602936,-0.291675,-0.962539,0,0,1.452002,,,
59150893,-1.483515,-0.536599,-0.986525,-0.785372,-0.025922,-0.032062,-0.364546,-0.427217,0,0,2.112347,,,
59150894,-1.483518,0.469746,0.169332,-0.862426,-0.026022,0.203004,-0.281405,-0.239854,0,0,0.456245,,,
59150895,1.330753,-0.983032,-1.18641,-0.1073,-0.025972,-0.29847,-0.240603,-0.066904,0,0,1.506848,,,
59150896,-1.483501,-0.679365,-0.917,-1.247694,-0.025922,-1.073474,-0.560972,0.168937,0,0,2.701526,,,
59150897,-1.483495,-0.459594,-0.52592,-0.631265,-0.025873,-0.556805,-0.371727,-0.630872,0,0,0.79626,,,
59150898,-1.483486,-0.770635,0.67339,-1.324748,-0.025972,-0.453471,-0.662633,-0.342052,0,0,1.456252,,,
59150899,-1.483518,-0.585124,-0.917,-0.893247,-0.025823,-0.645886,-0.081094,0.61981,-0.368491,0,1.740857,-0.87025,-0.74329,0.87867
59150900,-1.483518,-0.989892,-0.152222,-0.769962,-0.025873,-0.395345,-0.644192,-0.114946,0,0,1.414052,,,
59150901,-1.483509,-1.165941,-1.308079,-1.001123,-0.025823,-0.507125,-0.524899,0.04119,0,0,2.035256,,,
59150902,-1.483504,-0.644188,-0.691043,-0.816194,-0.025922,-0.507125,-0.363325,-0.427217,0.039357,0,1.061476,-0.69967,-1.01033,0.74259
59150903,-1.483484,-0.479963,0.125879,-1.016533,-0.025823,-0.685972,-0.333138,-0.49928,0.6756,0,1.339699,-0.58442,-0.83844,1.32822
59150904,-1.483512,0,-0.647589,-1.078176,-0.025773,-0.453471,-0.253756,-0.159556,0,0,1.76103,,,
59150905,-1.483506,0,-0.986525,-0.754551,-0.025674,-0.43938,-0.259526,-0.739488,-0.268098,0,1.431845,,,
59150906,-1.483504,-0.802164,-0.308654,-0.985712,-0.025823,-0.602936,-0.311006,-0.427217,0,0,1.720209,,,
59150907,-1.483504,-0.459594,-0.473776,-1.016533,-0.025723,0.026532,-0.455245,-0.239854,0,0,0.860538,,,
59150908,-1.483509,-0.702456,-0.247819,-1.078176,-0.025922,-0.34847,-0.353294,-0.427217,0.083279,0,0.583129,-0.62359,-0.87405,0.57552
59150909,-1.483469,0,-0.317344,-1.201462,-0.025674,-1.121912,-0.455245,-0.293387,0,0,0.786821,,,
59150910,-1.483489,-1.312549,-1.003906,-1.047355,-0.025773,-0.987363,-0.535609,-0.476523,0,0,1.81886,,,
59150911,-1.483504,0,-0.630208,-0.769962,-0.025823,-0.791654,-0.131799,-0.342052,0,0,-0.503229,,,
59150912,-1.483441,-0.573421,-0.682352,-1.417212,-0.025524,-0.602936,-0.40721,-0.702751,0,0,1.720209,,,
59150913,-1.483498,0,0.325764,-1.062765,-0.025375,-1.098474,-0.230621,-0.561048,0,0,0.351429,,,
59150914,-1.483489,-0.77786,0.93411,-1.078176,-0.025524,-1.04675,-0.425894,-0.661421,1.862833,0,1.609227,-0.44382,-0.88014,2.14755
59150915,-1.483515,-0.376844,-0.447704,-0.73914,-0.025773,-0.987363,-0.253756,-0.159556,0.039357,0,1.452002,-0.80147,-0.80145,0.95569
59150916,-1.483498,-0.47602,-0.560683,-1.124408,-0.025773,-0.060007,-0.513226,-0.427217,0,0,1.710663,,,
59150917,-1.483504,-0.479963,-0.960453,-0.95489,-0.025674,-0.126247,-0.087859,0.241936,0,0,1.572233,,,
59150918,-1.483504,-1.027957,-0.682352,-0.893247,-0.025823,-0.556805,-0.651908,-0.661421,0,0,0.823103,,,
59150919,-1.483498,0,-0.491157,-1.108998,-0.025773,-1.417921,-0.276108,-0.159556,0,0,0.41229,,,
59150920,-1.483518,-0.235534,1.368643,-0.785372,-0.025773,-0.187755,-0.198349,-0.239854,0,0,2.238126,,,
59150921,0.163591,0.157166,2.567953,-0.415515,-0.022887,0.834229,0.368956,0.04119,-1.324021,0,0,,,
59150922,-1.483498,-0.283679,-0.760568,-1.016533,-0.025873,-0.918473,-0.656144,0.322234,0,0,1.971321,,,
59150923,-1.483504,-0.724392,-1.212482,-1.124408,-0.025773,-0.758629,-0.480156,-0.293387,0,0,2.238126,,,
59150924,0.709161,1.169933,2.020442,-0.492568,-0.026022,0.476535,-0.375226,0.95045,0,0,-0.071649,,,
59150925,0.588775,0.80564,0.777678,-0.1073,-0.025972,-0.556805,-0.220266,0.706821,-0.598805,0,-0.180717,-0.4184,0.39443,-0.42806
59150926,-1.483515,0.146119,0.178023,-1.078176,-0.026022,0.089033,-0.43956,-0.159556,0,0,-0.21127,,,
59150927,-1.483518,0.240323,-0.334726,-0.662086,-0.025922,-0.395345,-0.378666,0.134871,0,0,1.676131,,,
59150928,-1.483506,-0.113319,-0.456395,-1.170641,-0.025723,-0.954243,-0.390801,-0.962539,0,0,1.627196,,,
59150929,-1.483495,-0.399891,-0.491157,-1.263105,-0.025773,-0.395345,-0.503758,0,0,0,2.281499,,,
59150930,-1.483484,0,-0.047934,-1.340159,-0.025574,-0.954243,-0.247857,-0.342052,0,0,2.32198,,,
59150931,-1.483484,-0.950848,-0.79533,-1.186051,-0.025574,-0.187755,-0.503758,-0.739488,0,0,1.276281,,,
59150932,-1.483429,-1.178877,0,-1.432623,-0.025475,-0.879723,-0.490057,-0.476523,0,0,0.351429,,,
59150933,-1.483478,0,0.238858,-1.062765,-0.024778,-0.879723,-0.635523,-0.561048,0,0,1.173835,,,
59150934,-1.483458,-0.968821,-1.082122,-1.386391,-0.025176,-0.879723,-0.497071,-0.61458,0,0,1.339699,,,
59150935,-1.483486,-1.027957,-1.003906,-1.309337,-0.025674,-1.383476,-0.229348,-0.61458,0,0,1.548366,,,
59150936,-1.483509,-0.4133,-1.151647,-0.95489,-0.025226,-0.480824,-0.385376,-0.715467,1.129424,0,2.009436,-0.68722,-1.27439,1.9576
59150937,0.113698,2.320187,2.046514,-0.646676,0,0.387111,-0.045199,0,0,0,-0.795387,,,
59150938,0.298309,1.984697,2.906889,-0.292229,-0.025723,0.203004,0.031408,-0.239854,0,0,1.483447,,,
59150939,-0.436146,0.750131,3.463091,-0.30764,-0.023733,1.621691,0.214248,0.797847,0,0,0,,,
59150940,-0.89672,2.533095,4.51466,0.170093,0,-0.685972,-0.598821,0,0,0,0,,,
59150941,-0.197169,2.697614,4.25394,1.002272,0,-0.741329,0.020527,0,1.901273,0,-0.441531,,,
59150942,-0.357418,2.503182,2.489737,-0.538801,0,-1.098474,-0.296654,0,-1.05071,0,-1.192233,,,
59150945,-1.483515,0,0.195404,-0.261408,-0.022141,-0.602936,0.233941,-0.49928,0,0,0,,,
59150946,-1.066742,2.55963,5.879093,-0.32305,0,0,-0.709611,0,0,0,0,,,
59150947,1.263764,-0.170832,1.316499,-0.893247,-0.025823,-0.469233,0.423104,-0.702751,0,0,-0.27747,,,
59150948,-1.483498,-1.104615,1.646744,-1.031944,-0.025823,-0.104719,0.512265,-0.239854,-0.404744,0,0.234966,0.16689,-0.69829,0.06531
59150952,-0.207854,-1.070666,0,1.233433,0,2.731093,0,-0.661421,2.150683,0,-1.30126,,,
59150953,-1.483489,-0.592776,-1.021287,-1.324748,-0.025574,-0.395345,-0.455245,-0.239854,0,0,-0.245219,,,
59150954,-1.483401,0,-0.717114,-1.494266,-0.025524,-0.918473,-0.510142,-0.37211,0,0,0.980328,,,
59150955,-1.483484,0,0.629937,-1.263105,-0.025723,-0.032062,-0.01607,-0.561048,0,0,0.281551,,,
59150956,-1.483495,-0.914503,-0.25651,-0.95489,-0.025972,-0.791654,-0.175686,0.365472,0,0,0.751637,,,
59150957,-1.483515,-1.009559,-0.777949,-0.400104,-0.025723,-0.918473,0.371711,-0.427217,0,0,0.980328,,,
59150958,-1.483512,-0.154057,0.282311,-0.877837,-0.025922,-0.741329,-0.474951,-0.801943,0,0,2.191541,,,
59150959,-1.483506,-0.376844,0.204095,-1.170641,-0.025674,-0.187755,-0.1556,-0.561048,0,0,1.209019,,,
59150960,-1.483481,-0.104891,-0.52592,-1.37098,-0.025624,-0.453471,-0.377526,-0.239854,0,0,2.281499,,,
59150961,-1.483478,-1.061407,-0.586755,-1.401801,-0.025773,-0.987363,-0.403237,-0.427217,0,0,1.609227,,,
59150962,-1.483506,-1.045205,-0.204366,-0.785372,-0.025723,-0.602936,-0.291675,-0.931655,0.094614,0,2.709801,-0.51597,-1.5268,1.44708
59150963,-1.483501,0,-1.32546,-1.201462,-0.025823,-1.417921,-0.422307,-0.066904,0,0,0.751637,,,
59150964,1.152211,0.782313,0.325764,0.416664,-0.025674,-0.187755,-0.102843,1.864987,0,0,-0.03342,,,
59150965,-1.483506,-0.663284,0.577793,-0.569622,-0.025922,0.476535,0.265574,-0.239854,0,0,0.546604,,,
59150966,1.020398,-0.846606,1.19483,-0.754551,-0.025922,0.026532,0.595637,-0.561048,0,0,0.00204,,,
59150967,1.189196,-0.702456,0.430052,-0.492568,-0.025922,-0.791654,0.247622,-0.427217,0,0,0.786821,,,
59150968,-1.483506,-0.770635,-0.021862,-0.95489,-0.025723,-0.645886,0.135549,0.04119,0,0,1.184295,,,
59150969,-1.483501,0,-0.291272,-1.062765,-0.025624,-0.480824,-0.049486,-0.239854,0,0,1.041684,,,
59150970,-1.483498,-1.129629,-0.821402,-1.062765,-0.025823,0.331221,-0.022994,-0.520898,0,0,2.272121,,,
59150971,-1.483492,-1.223434,-0.204366,-1.062765,-0.025723,-0.822738,-0.360861,-0.476523,0,0,1.456252,,,
59150972,-1.483509,-0.655027,-0.777949,-1.15523,-0.025922,-0.29847,-0.125864,-0.066904,0,0,0.912339,,,
59150973,-1.483512,0.465871,-1.021287,-0.93948,-0.025922,-0.879723,-0.690272,-0.895624,-0.481979,0,1.855318,-1.15269,-0.82471,0.93293
59150974,1.354203,0.240323,-0.25651,-1.016533,-0.025922,-0.602936,-0.554582,0.241936,0,0,1.089702,,,
59150975,0.943266,0.273693,-0.899618,-0.800783,-0.021992,0.203004,-0.692433,0.679926,-0.07484,0,0.393355,-0.78673,-0.22168,0.14949
59150976,-1.483506,-0.928968,-1.064741,-0.924069,-0.025773,-0.791654,-0.074197,-0.520898,-0.184073,0,1.371643,-0.772,-1.35428,0.70828
59150977,-1.483515,-0.243172,-0.117459,-0.908658,-0.025922,-0.395345,-0.55237,-0.025725,-0.817124,0,0.780678,-0.83588,-0.449,0.13908
59150978,-1.483501,-1.027957,-0.369488,-1.293926,-0.025674,-0.187755,-0.259526,-0.561048,0,0,0.194204,,,
59150979,-1.483512,0,0.430052,-0.492568,-0.025425,-0.954243,0.15472,-0.61458,-0.347441,0,1.483447,,,
59150980,-1.483501,-0.825039,-0.508539,-1.078176,-0.025624,-0.245021,-0.087859,-0.427217,0,0,-0.499435,,,
