FAC_1,FAC_2,FAC_3,SoRI
2.32954,-0.92095,0.48667,-0.991835
0.54313,-0.99625,0.52371,0.003774
0.18289,-0.22171,0.31794,-0.010997
0.6907,-0.3726,0.6763,-0.211849
1.17694,-0.41359,-0.01468,-0.542088
2.13246,-0.83675,0.36276,-0.918475
1.76845,-0.39106,-0.05409,-0.874124
1.82402,-0.61999,0.226,-0.818125
-0.70516,1.36599,0.10016,0.06247
-0.41644,0.19463,0.48015,0.23182
2.27794,-0.68354,0.5064,-1.019382
0.8123,0.68616,-0.28086,-0.640235
0.97633,-0.38688,0.11799,-0.424838
2.94086,-0.78576,0.43686,-1.36323
2.13675,-0.97245,-0.16355,-0.945137
-0.31584,1.68058,0.39714,-0.193863
0.93016,0.08353,-0.02998,-0.530359
1.50394,-0.3861,0.35702,-0.686416
0.72026,-0.50735,-0.51803,-0.325323
1.35592,-0.23205,0.45364,-0.632754
0.34767,0.40056,-0.59533,-0.351838
1.45164,0.51458,-1.32584,-1.06067
2.08258,-1.39874,0.36213,-0.754524
1.71181,-0.09973,0.39417,-0.865345
0.33475,0.85051,-0.19284,-0.410491
2.58494,-0.49214,0.13692,-1.273515
1.89678,0.17405,-0.37357,-1.116466
1.09521,-0.71889,-0.1222,-0.43494
0.807,-1.1733,0.14806,-0.137817
1.37295,-0.77916,0.7756,-0.473717
1.07701,-0.65832,0.30149,-0.393592
1.31793,-1.54115,0.28776,-0.311372
0.52371,-0.37304,0.68421,-0.119903
1.82274,-0.34655,-0.05001,-0.914095
0.73145,-1.14061,-0.13245,-0.135192
1.99654,-0.66697,0.69861,-0.849159
1.26063,-0.25059,-0.19007,-0.64649
1.39637,-0.76777,-0.29594,-0.606048
1.62767,-0.09546,0.4238,-0.817316
1.25567,-0.35168,0.37461,-0.557622
1.29407,0.79658,0.69412,-0.823317
0.22187,-0.63495,-0.35121,-0.004546
0.71714,0.34708,1.31836,-0.331511
-0.79014,-0.67569,-0.36926,0.554749
0.04302,-0.3611,0.26365,0.093228
0.53124,-0.50558,0.47568,-0.114462
-0.34127,0.04355,-0.59793,0.110145
0.88458,-0.69786,-0.0504,-0.317484
-0.48778,-0.93031,-0.40187,0.448469
0.0097,-0.04818,0.5594,0.067422
-0.51419,-1.22667,0.31105,0.612729
-0.14243,-0.5329,0.38261,0.249062
-0.16646,-1.12355,0.76244,0.447378
-0.7945,-1.6448,-0.00498,0.83281
-0.03047,-0.62635,-1.01385,0.058607
-1.54902,0.32515,-1.02196,0.653338
0.03354,0.6098,-0.51229,-0.222599
0.42467,1.9678,-0.92618,-0.811473
0.12689,-0.80045,-0.70285,0.049169
-0.8679,-0.35245,0.27233,0.588337
0.91605,1.08374,-1.16942,-0.890422
2.98272,0.40662,-0.27383,-1.753845
1.2841,1.70347,-0.42724,-1.160942
-0.27198,0.06988,0.68927,0.206289
0.40892,0.08794,-1.05628,-0.359328
-0.05418,1.72146,-0.79135,-0.475915
1.06349,-0.61137,0.85096,-0.337766
-1.01459,0.32541,-0.15296,0.456839
0.11521,1.22192,0.20437,-0.338028
-0.65743,0.11562,-0.89798,0.232135
-1.31764,1.21798,0.14589,0.437174
-0.88608,-1.19467,-0.05045,0.768139
-1.13386,0.33015,-0.15362,0.520591
-0.614,-0.67462,0.22148,0.522918
-0.25797,-0.87615,0.11189,0.366081
-0.39952,-0.19145,0.27753,0.294527
-0.54211,0.5218,0.05103,0.173845
-0.68613,-0.77054,-0.39039,0.518878
-0.29546,0.08733,0.71187,0.217296
0.06071,1.73106,-0.78821,-0.540503
0.47558,1.93292,-0.14889,-0.745991
1.33423,2.1546,-1.35655,-1.399398
1.08194,-0.13127,-0.00953,-0.558515
-0.48227,-0.31267,-0.25046,0.311576
-0.4621,1.06515,-0.95779,-0.112011
-0.44331,0.40258,-0.99211,0.035347
0.59184,0.62981,-0.36328,-0.515391
-0.78462,1.07731,0.32724,0.200805
-0.8332,0.75113,0.00575,0.271654
-0.49778,0.20807,0.71613,0.298584
-0.14308,-0.85311,-0.36614,0.245773
0.52553,2.1335,-1.47596,-0.966696
-0.28795,2.03108,-0.97252,-0.443698
0.77334,1.01761,-0.34597,-0.706814
-0.12146,0.13646,-0.60492,-0.032993
-0.55866,0.48396,0.63739,0.255989
-0.31725,-0.42818,1.05978,0.392616
-1.00352,-0.29962,0.22591,0.644299
0.6261,1.44617,-0.23814,-0.719199
0.2765,2.01543,-0.72589,-0.720516
0.86856,0.53768,-0.84505,-0.696227
-0.30875,0.10624,-0.05644,0.136186
-0.2244,1.90475,0.58964,-0.277283
-0.13822,-0.06446,-0.29791,0.058526
-0.01285,0.12285,0.50979,0.032654
-0.14153,0.5644,0.24433,-0.033694
0.64815,1.91607,-0.68547,-0.894391
-0.24176,0.49142,-1.03585,-0.100858
-0.8963,-0.31987,-0.6218,0.498416
-0.47593,0.89156,0.34509,0.079807
-1.15874,-0.05072,0.25883,0.671844
-0.16421,-1.62835,-0.03931,0.48168
0.66854,-1.39804,0.49447,0.030099
-0.71086,-0.94294,-0.14397,0.60119
-0.49977,-1.36081,-0.35946,0.564451
-1.04069,-0.24136,-0.00068,0.625665
-0.62813,0.02468,0.25814,0.364333
-0.9626,-0.24835,-0.70893,0.507624
-0.4777,0.21131,-0.2605,0.180402
0.18691,-0.43749,0.46124,0.054975
-0.11064,-0.79442,-0.01764,0.251795
-0.66726,-0.02936,0.32461,0.406055
-0.39637,0.15635,0.22784,0.202706
-0.13288,-1.12991,0.01378,0.349028
0.56508,-0.45732,0.01401,-0.194971
-1.28322,0.44186,1.22193,0.724696
-0.77896,-0.06791,0.63089,0.509681
-1.21742,-0.36423,-0.15221,0.73535
-0.73793,-0.61135,-0.02053,0.54865
-0.57981,-0.01814,0.08009,0.329027
-0.696,-0.63077,-0.30408,0.499629
-0.78106,-1.50142,-0.49935,0.736688
-1.23812,-0.37916,0.1036,0.778146
-0.76319,-0.81495,0.0606,0.620832
-0.46063,-0.74613,-0.28519,0.401548
-0.73211,-0.2891,-0.76616,0.385738
-0.86537,-0.63782,0.02719,0.629726
0.83231,2.21225,-0.03247,-0.995665
-0.85956,1.96548,0.83907,0.081153
-1.17985,-0.07515,-0.72419,0.582145
-1.243,-0.21287,0.55153,0.789137
-0.93863,-0.42413,-0.12915,0.600564
-1.09117,-0.53104,0.68905,0.798884
0.08264,-0.98052,-0.52208,0.136828
0.68401,1.1392,0.05196,-0.64438
-0.66916,0.4216,-0.11379,0.249496
-0.34726,0.50606,-0.68473,-0.008674
-0.76979,0.03864,-0.96156,0.305163
0.65316,-0.37393,-0.22151,-0.288934
-1.46675,-0.35542,-0.25518,0.857816
-0.31292,-0.56031,-0.32282,0.271727
-0.72775,-0.58847,-0.64646,0.469307
-0.39622,-0.34633,0.05132,0.305786
-1.19001,0.64445,0.16211,0.509064
-0.81676,-0.51281,0.70932,0.647156
-1.07691,-0.18138,0.47289,0.682412
-0.35725,-0.05349,-0.77346,0.123347
-1.35492,-0.52685,-0.18988,0.845751
-1.48429,0.07649,-0.29226,0.75816
-0.68304,-0.33254,-0.86058,0.35929
-0.45516,-0.80891,-0.48768,0.391784
-1.77716,2.20961,-1.05142,0.315552
-1.11632,-0.31643,-1.32776,0.540496
-0.81678,0.99067,-0.69709,0.127771
-1.54084,-0.77144,-0.80384,0.939677
0.05807,-0.51129,-0.49523,0.038883
0.29153,0.95379,-1.015,-0.501708
0.19134,-1.29885,-0.98515,0.104647
0.80495,-0.20815,-0.89314,-0.485204
-0.11596,0.07324,-0.57546,-0.017384
0.93352,-0.7441,-0.44788,-0.376212
-0.05122,-1.29055,0.25038,0.369445
-1.41466,0.76392,-2.26198,0.338136
-0.64734,-1.18775,-0.37937,0.600537
-0.36912,-0.34909,-0.36259,0.246578
0.66619,-1.03962,-1.1418,-0.234249
0.78409,-0.03263,-1.14788,-0.544346
0.50232,1.51802,-1.04057,-0.756724
0.21876,-0.02239,-1.17303,-0.241589
0.11359,-0.20597,-1.38821,-0.163045
0.66625,-0.8809,-1.45703,-0.30729
0.15441,1.28658,-1.30892,-0.540077
-0.96132,-0.61935,-0.68762,0.599588
-0.84999,-0.05133,-0.94041,0.373069
-1.75962,0.75391,-1.24302,0.639575
-0.37367,-1.11575,-0.73804,0.394814
-0.46896,-0.65963,-0.64108,0.346232
-0.9753,-0.4002,-0.56337,0.567385
-0.28857,-0.9127,-0.36972,0.339156
-1.07469,0.6673,-0.92112,0.322601
-1.42871,-0.70149,-1.18829,0.81965
-0.35349,-1.00732,-0.6617,0.365738
-1.28584,-0.9323,-0.83371,0.836666
-0.83889,-1.22537,-0.72217,0.676688
-0.83061,-0.7039,-0.59281,0.5593
-1.14403,-0.53777,-0.58948,0.689961
-0.64292,-0.77464,-0.95248,0.435067
-0.20326,-0.3365,-0.54988,0.132737
-0.86841,-0.79405,-0.50981,0.610892
-0.61347,0.13466,-0.56426,0.239924
-0.94011,-0.20158,-0.582,0.497819
-0.74908,-0.37793,-0.4758,0.448263
-0.36859,-0.17104,-0.26368,0.213715
-0.83761,0.62611,0.01707,0.305733
-0.73292,-0.49114,-0.88749,0.422151
-0.07544,0.07073,-0.63822,-0.045689
0.36214,-0.55231,-0.85913,-0.156452
-0.33459,0.45057,-1.14622,-0.052367
-0.13233,0.69499,-1.12031,-0.21925
-0.61982,0.05996,-0.74296,0.242095
0.06281,-0.34443,-0.25106,0.022284
-0.73288,-0.96812,-0.55883,0.574098
-0.74514,1.71278,-0.73214,-0.090913
-0.38412,0.27637,-1.39365,-0.009935
1.50928,0.91682,-0.75046,-1.127302
-0.46221,0.58816,-0.1305,0.094371
-0.55801,0.29649,-0.13819,0.216746
-1.65256,0.19956,-1.46553,0.691979
0.38767,0.9981,-0.73107,-0.533927
-0.95038,-0.643,-0.86549,0.579999
-0.36014,-0.69809,-0.83225,0.275474
-0.39541,-0.04607,-0.30822,0.193041
-0.44753,-0.87586,-0.76027,0.374217
-1.10525,0.10827,-0.82105,0.486282
-1.09929,-0.02648,-0.77098,0.521304
-0.56598,-0.58561,-0.71077,0.373468
-1.24106,-1.4732,-0.71665,0.956739
-0.62677,0.20576,-0.16913,0.272927
-1.04732,-0.92266,-0.46355,0.744721
-0.8487,-1.22314,-0.93869,0.657889
-0.95535,0.04563,0.48075,0.561766
-0.71135,-1.07983,0.28774,0.681846
-1.08758,-0.61064,-0.54664,0.681621
-0.4305,-0.88365,-0.35299,0.411229
0.40439,-1.04178,-0.39243,-0.009413
0.29236,-0.57131,-0.1615,-0.037767
0.95236,-1.03293,-0.7055,-0.344227
0.31624,-1.48027,0.32547,0.223634
-0.03817,0.98514,-0.66599,-0.291679
0.31617,-0.74161,-1.52302,-0.157677
-0.20476,-0.50984,-0.4901,0.182278
0.44841,-1.06398,-0.79526,-0.071898
0.26262,-1.27691,-0.23287,0.142469
0.91003,-1.39984,-0.0164,-0.156711
-0.69098,-1.23316,-0.26898,0.647402
0.07897,-0.85291,0.19516,0.185933
-0.49295,-1.216,0.00118,0.564784
-0.69943,-1.37118,-0.52913,0.657257
-1.16406,-0.79787,-0.23386,0.80297
-1.48973,0.73251,-0.10809,0.621457
-0.50142,-0.32549,0.18927,0.373061
-1.02332,-1.02181,1.0761,0.92361
-1.00413,-0.6659,0.36747,0.749251
-0.70879,-1.18615,0.12228,0.688305
-1.28649,-0.78599,0.31493,0.926596
-1.32731,-0.85747,0.58178,0.995326
-1.123,-0.12264,1.42094,0.796556
-0.21056,-0.28282,2.07062,0.409277
-0.59047,-0.52599,1.57725,0.621687
-0.91952,-0.38098,2.38458,0.853642
-0.24686,-0.43394,3.71827,0.645445
0.74236,0.10753,3.85568,-0.010352
-0.12069,-0.09877,2.90422,0.406362
-0.31603,-0.12423,2.53217,0.47843
0.57454,0.03584,2.74106,-0.022961
0.44363,-0.73395,0.28858,-0.031518
-1.48591,0.69351,2.68311,0.933113
-0.56136,-0.20717,1.8513,0.558067
-1.00604,-1.26776,3.29759,1.216227
-0.7209,-1.79318,2.22948,1.072399
-0.15196,-0.88908,0.46181,0.349616
-0.34323,-1.05949,1.68371,0.628502
-0.66325,-1.00032,1.82646,0.804001
-0.61389,-0.40631,1.22068,0.566438
-0.91839,-0.05342,1.32173,0.657415
-0.69568,0.83254,0.66837,0.249135
-0.47445,0.27807,1.28877,0.331246
-1.83798,1.74984,1.65516,0.755658
-0.56064,-0.6705,1.08988,0.5875
-1.11406,-0.3256,0.60535,0.752207
-0.6372,-0.45723,0.09685,0.469039
0.25578,0.30966,0.21636,-0.191168
-0.09204,-0.07619,-0.41823,0.023109
-1.08157,-0.55714,-0.20838,0.70219
-1.14949,0.65551,-0.40996,0.42194
-0.3331,0.14417,1.20271,0.277463
-0.49032,0.79957,0.00156,0.072601
-0.30807,-0.49434,1.1475,0.413286
-0.15247,-0.69146,0.43808,0.299187
-0.85426,-0.27274,0.42697,0.578353
-0.8965,-0.43694,0.14394,0.610498
-1.073,-0.65954,-0.06755,0.737805
-1.33096,-0.78607,-0.16961,0.898028
0.20134,-1.02183,-0.71068,0.061661
-0.79365,-0.99938,-0.8963,0.578033
-1.20844,-1.02083,-0.87955,0.811059
-0.63962,-1.24942,-0.34763,0.614807
-0.83187,-1.10813,-1.04203,0.609451
-1.06944,-0.43214,-0.94026,0.585369
-0.12427,-1.16578,-1.31157,0.208609
-1.4384,0.53437,-0.7872,0.567716
-0.37859,0.40454,-1.51849,-0.057765
-0.68301,-0.79816,-0.91245,0.466999
-1.00166,-0.85055,-1.10712,0.632137
-0.56755,-1.15374,-0.95776,0.485741
-1.11681,0.17584,-0.81915,0.476334
-0.97924,1.49673,-1.00377,0.059625
-0.72544,-0.38937,-0.85546,0.396786
-1.16549,0.09131,-0.95905,0.508189
-0.17361,-1.04539,-1.20016,0.218318
-1.05447,-0.42306,-0.96192,0.572641
-1.59965,-0.11615,-1.01897,0.788704
-0.4278,-0.15955,-0.33934,0.234928
-0.45232,0.49971,0.20048,0.146597
-0.71568,0.58743,0.17211,0.265623
-0.9674,0.14509,-1.00647,0.382005
-0.45848,0.09864,-0.92964,0.12443
-0.48147,0.7078,-0.64887,0.019229
-0.93684,-0.82282,-0.76051,0.627852
-0.31798,-0.47189,-0.67796,0.214243
-0.9455,-0.54687,-0.35379,0.609708
-1.50014,2.28438,-0.17984,0.241427
-0.79763,1.45755,-0.39167,0.036943
-0.97379,0.45558,-0.24786,0.39257
-0.60962,0.34669,-0.37477,0.206852
-0.58637,-0.98941,-0.63462,0.491202
-1.43415,-0.09357,-0.66758,0.731343
-1.13332,-1.23998,-0.93164,0.817819
-0.43214,-0.07134,-1.10768,0.132064
1.42637,1.54968,-1.06339,-1.270343
-0.65882,-1.09229,-1.23019,0.490807
-1.04004,0.03955,-0.7277,0.477664
0.09868,1.84507,-1.15955,-0.629426
-1.15706,-0.63007,-1.17257,0.655978
-0.9289,-0.54311,-0.92032,0.537997
0.25313,0.5526,-1.54403,-0.440763
-0.9561,-0.80016,-0.36522,0.675913
-1.76379,-0.72385,-2.32893,0.883317
-0.52414,0.12179,-1.03233,0.143372
-0.69115,-0.15164,0.11385,0.425873
-0.81861,-0.99053,-0.72595,0.608044
-1.13044,-0.75908,-1.30923,0.657994
-1.1645,-1.0989,-0.71255,0.824334
-1.27779,-0.90252,-2.14563,0.68203
-0.07868,0.49681,-1.35694,-0.226015
-0.43764,-1.30712,-0.03597,0.552789
-0.20304,0.40487,0.97751,0.118579
-0.96168,-1.53004,-0.35864,0.857396
-1.21099,-0.35917,-0.88122,0.651152
-0.08778,-0.718,-0.64092,0.152795
-0.9698,0.18193,-0.62198,0.416251
-0.83739,-1.02231,-0.95688,0.600843
-0.34371,-0.23781,-1.1407,0.120824
0.353,-0.7456,-0.19451,-0.031962
-0.50757,-0.4907,-0.76716,0.312389
-0.13573,-0.16889,-0.73295,0.035179
-1.00966,-0.49046,-1.13615,0.545649
-0.46392,-0.21818,-1.58592,0.133005
-0.36941,-1.1516,-0.40811,0.437185
-0.45297,-0.83388,-0.32418,0.414492
0.94074,-0.56431,-0.72974,-0.454647
-0.4828,-0.76554,-0.80444,0.361754
0.4077,-0.01821,-0.59266,-0.282281
-0.07113,-1.28941,-0.97877,0.246037
2.09902,-0.4878,-1.34179,-1.171022
1.37558,1.10079,-1.21209,-1.149576
0.24622,-0.70483,-1.21763,-0.095236
1.18012,0.12686,-1.26376,-0.81157
1.44106,1.68454,-1.41267,-1.349256
0.80322,0.16866,-0.89427,-0.576138
2.44674,1.17971,-0.88925,-1.717172
-0.4371,-0.76299,-0.08465,0.414693
-0.49313,1.90417,-0.96034,-0.299685
-0.20341,0.266,-0.8024,-0.041415
-0.17389,-0.17276,-1.15622,0.010774
-0.3886,-0.98747,-0.61781,0.384817
0.41238,-1.48914,-0.13168,0.123588
0.0386,-1.05167,-0.69431,0.159373
-0.11849,-0.0539,-0.50107,0.023061
0.33858,-0.56605,-0.69726,-0.122627
-0.70859,-1.32576,-1.00277,0.59956
1.04723,-0.6452,-0.69477,-0.489155
0.36261,-0.51606,-0.32951,-0.107806
0.36516,-0.88467,-0.33638,-0.020187
-0.22841,-1.44147,-0.80746,0.387423
-0.37941,-0.2696,-0.40801,0.227877
-0.25072,-1.45604,-0.78341,0.405746
-0.09888,-1.22716,-0.86158,0.258771
-0.66102,-0.4551,-0.90539,0.372253
-0.00955,-1.00732,-0.34326,0.21307
0.39753,-1.40502,-0.38045,0.084079
-0.48566,0.32924,0.58243,0.247902
-0.05662,-0.10321,-0.57717,-0.006933
0.1803,0.48874,0.28172,-0.186528
1.02649,0.35406,-0.05022,-0.650919
-0.52303,-0.03723,0.10505,0.305463
-0.06761,0.13229,-0.24281,-0.021845
0.05263,0.41249,0.10802,-0.11734
-0.43761,0.7128,-0.30769,0.031305
0.20172,0.12965,0.12655,-0.127673
-0.12791,0.07889,0.5211,0.107276
-0.15289,0.09014,-0.36916,0.021107
-0.65991,-0.52877,-0.32376,0.452985
-0.00856,-0.14331,-0.26293,0.0109
-0.00558,0.08348,-0.06229,-0.024077
-0.63353,0.38561,0.26856,0.280524
0.41703,0.17228,-0.27401,-0.299015
0.18849,0.44472,0.27568,-0.18093
3.54513,0.08957,0.07024,-1.945541
0.77389,0.78237,0.28575,-0.580976
0.17595,0.71617,-0.38524,-0.312236
0.35232,0.48078,-1.5615,-0.479217
0.90652,0.88695,-0.95867,-0.814339
0.47194,1.15376,0.08633,-0.528644
-0.25237,0.57987,0.12018,0.009392
0.98007,-0.13037,0.38988,-0.4597
0.09552,0.26686,0.12691,-0.103187
0.693,1.15512,-0.04123,-0.663312
-0.25423,0.64049,0.27822,0.012871
1.50896,3.08024,-1.145,-1.696925
0.02225,-0.08006,-1.09985,-0.112511
-0.00558,0.08348,-0.06229,-0.024077
0.56368,0.35033,-1.43447,-0.548755
1.37837,1.03737,-0.36061,-1.042842
0.01735,0.80559,0.01901,-0.203541
-0.10783,-0.24238,-1.31322,-0.025376
0.27642,0.87226,-0.89555,-0.460604
0.87863,-0.36919,-0.70266,-0.46537
0.49602,0.92165,-0.84157,-0.586385
-1.56777,0.07099,-1.15435,0.711011
0.27773,-0.17911,-0.42236,-0.153731
0.7045,-1.12461,-0.68499,-0.184633
-0.79606,-0.0323,-1.04006,0.328192
0.60797,-0.20908,-1.20461,-0.411614
0.60415,0.52306,-0.07076,-0.464219
-0.20971,2.30499,-1.43971,-0.603943
1.07146,1.52703,-1.26324,-1.093256
0.12262,1.28493,-1.24541,-0.515434
-0.27381,0.78755,-1.31097,-0.185492
-0.03035,-0.31936,-0.04354,0.089553
1.5295,-1.35716,-0.31433,-0.537065
0.81505,-1.12917,-0.43657,-0.216672
2.2883,-0.92762,-0.65548,-1.092238
1.13678,-1.26472,-0.49219,-0.365007
0.01526,-0.75184,-0.42167,0.128797
1.07972,-0.01432,-0.5957,-0.649676
1.61718,-0.84653,-0.50004,-0.729414
1.0945,-0.78445,-0.47832,-0.457407
2.07141,-1.1738,-0.18595,-0.862952
1.95489,-1.3057,-0.63033,-0.815792
2.30296,-1.41231,0.09956,-0.899903
1.06223,-1.24605,-0.36595,-0.315178
0.59847,-0.61233,-1.43657,-0.33353
0.52483,-1.28144,-0.72656,-0.053092
1.45855,-0.70077,-0.4411,-0.67206
1.19829,-1.52535,-0.51181,-0.337193
2.09259,-0.4473,-0.12458,-1.044705
-0.09337,-0.03321,-1.55821,-0.11089
0.09855,-0.27794,-1.57017,-0.15716
0.99029,-0.80884,-0.13803,-0.357603
0.25021,-0.92493,-1.15069,-0.036519
-0.05279,0.08865,-0.32976,-0.02877
-0.24941,-1.31355,-0.59782,0.390566
-0.29374,-0.85109,-0.65401,0.295983
-0.30862,-0.94913,-0.31931,0.364445
-0.40526,-1.67961,-0.31631,0.595293
-0.27526,-1.09376,-0.31261,0.382218
-0.16785,-0.97514,-0.63353,0.259837
-0.15526,-1.18894,-0.6082,0.307799
1.03254,-0.95731,-0.7831,-0.414781
0.46526,-1.26521,-0.79715,-0.032284
-0.97362,-0.77897,-0.73351,0.640155
0.70703,-0.79595,-0.37695,-0.232464
0.72002,-0.77488,-0.56227,-0.264871
1.51375,-0.38174,-0.53744,-0.790318
-0.62455,-0.93616,-0.70397,0.491477
-0.61844,-0.05107,-0.18943,0.328714
1.04378,-0.54363,-0.04898,-0.441616
-0.01526,-0.45199,0.05111,0.123944
-0.41199,-0.90671,-0.7687,0.361448
0.75976,-1.27378,-1.04858,-0.218047
0.85762,-1.3471,-0.47732,-0.19124
-0.21959,-0.83442,-1.3291,0.177942
-1.32078,0.70028,-1.03321,0.436423
-0.05053,0.38091,-1.05073,-0.179752
-0.45148,0.46348,-1.43483,-0.023288
0.7225,-0.76747,-0.62518,-0.274884
0.24594,-0.51287,-0.66081,-0.081133
-0.33037,-0.53025,-0.66945,0.236131
-0.38826,-0.90538,-1.23492,0.297378
0.23631,-0.98649,-0.51242,0.055615
-0.47244,-0.92861,-0.92012,0.383209
-0.06657,-0.27602,-0.70921,0.026174
-0.70209,-0.7357,-0.36526,0.521828
0.48571,-0.89051,-1.57593,-0.219552
-0.79516,-1.22112,-0.60838,0.664232
0.10106,-0.7943,-0.72833,0.058967
0.08638,-1.2722,-0.45961,0.212623
-0.89305,-0.72825,-0.51135,0.608125
-0.33391,-1.21604,-1.06293,0.362161
-0.18626,-1.05994,-0.86944,0.264801
-0.33776,0.03876,-1.22499,0.04105
-0.11246,-1.18605,-1.05306,0.235288
-0.15703,-0.57239,-0.87227,0.129849
0.26025,-0.85109,-1.00015,-0.04356
-0.05325,-0.18798,-0.65053,0.003876
0.36433,-0.28075,-1.2571,-0.267148
0.32046,-1.05088,-0.4617,0.030977
-0.11058,-1.30489,-0.68327,0.303508
0.35001,0.66126,-0.58602,-0.415578
0.76335,-1.31337,-0.48953,-0.149426
0.07879,-1.87295,-0.15376,0.396379
0.22939,-1.02385,-0.46559,0.073586
0.61532,-1.19785,-0.22624,-0.06821
-0.43876,-0.63661,-0.79571,0.307319
-0.22114,-0.62684,-1.05641,0.157964
0.23917,-1.24462,-0.42762,0.126155
-1.7933,0.09078,-2.45599,0.687182
0.97962,-0.70889,-0.62208,-0.428889
0.06697,-0.48195,-0.43568,0.03338
0.00367,-0.81013,-0.04862,0.189968
1.82929,-1.378,-0.22255,-0.685312
0.62887,-0.99432,-0.39737,-0.143805
0.16008,-0.77632,-0.52122,0.045009
0.69238,-1.46248,-0.60772,-0.087336
0.86407,-0.86838,-0.64375,-0.329464
-1.07678,-0.79123,-0.83075,0.688742
-0.39745,-0.05016,-1.5354,0.061386
2.52703,-1.76386,-0.77997,-1.032243
1.64206,-1.14622,0.07509,-0.607305
0.63104,-1.44741,-0.79016,-0.077474
-0.33626,-0.96823,-0.31791,0.384306
1.00939,-0.59552,-0.62706,-0.473256
-0.56414,-0.82995,-0.72907,0.429968
-0.44735,0.66515,-0.46613,0.030944
-0.21546,-0.66402,-0.88118,0.183023
-0.37472,-1.25555,-0.66009,0.437924
-0.67023,-0.91636,0.25765,0.616359
0.44014,-1.63448,-0.63303,0.089207
0.45979,-1.4616,-0.79319,0.018948
1.50018,-0.6803,-0.50852,-0.707074
0.0637,-1.24566,-0.50119,0.213985
-0.1917,-0.59573,-0.56564,0.187844
1.19439,-1.6395,-0.7132,-0.329224
0.22077,-0.77969,-0.44532,0.021039
0.94275,-1.52409,-0.66026,-0.214463
1.26435,-1.2675,-0.36059,-0.419486
0.58782,-1.42733,-0.85471,-0.065853
2.98213,-1.32555,-0.46146,-1.352192
2.10858,-1.35707,-0.38952,-0.860766
2.2651,-2.20188,-0.08682,-0.707332
2.44013,-1.32863,0.01983,-1.0037
2.44481,-1.33621,-0.46215,-1.05694
1.92139,-1.32967,-0.80364,-0.810595
2.22767,-1.04223,-0.35676,-0.998738
0.07076,0.16508,-1.27293,-0.217496
-0.79252,0.92152,-1.06119,0.091705
0.74526,-1.75755,-0.24276,-0.004515
-0.68819,-0.38424,-1.06457,0.35245
0.16751,-1.3202,-0.58703,0.166223
1.22702,-1.24567,-0.33634,-0.401821
0.235,-0.53621,-0.52928,-0.055152
0.73582,-1.19407,-1.22708,-0.24387
0.17443,-0.11062,-0.47338,-0.119692
1.19264,-0.18972,-0.87764,-0.699216
0.11796,-0.91845,-1.88718,-0.046325
1.61145,-0.69375,-0.62785,-0.777425
1.07288,-1.50149,-0.74579,-0.300183
1.04857,-0.03203,-0.7763,-0.648078
2.89766,0.22397,-0.259,-1.661413
0.73106,-0.69934,-0.28994,-0.259596
0.80175,-1.18287,-0.69019,-0.223995
1.03647,-0.72799,-0.37524,-0.428304
1.511,0.031,-0.0576,-0.83702
-0.30485,-0.21912,-0.73123,0.139734
-0.97316,1.153,-1.16135,0.122835
0.19863,0.17148,-1.16921,-0.277413
-0.13529,-1.44006,-0.97497,0.318089
-0.17095,-0.15412,-0.84791,0.03824
2.13828,0.15833,-0.02538,-1.206255
-0.29017,-0.54121,-1.17674,0.161605
-0.28107,0.96196,-0.80301,-0.168638
0.09046,-0.64246,-0.35736,0.068204
-0.10018,-0.50985,-0.44916,0.129768
0.47275,-1.20989,-0.68721,-0.037852
1.01014,-1.13163,-0.14731,-0.290829
1.65899,-0.7818,0.14465,-0.697683
0.08025,0.78878,-1.09703,-0.355364
0.92361,1.15538,-1.34172,-0.930765
-0.7545,-0.174,-1.45901,0.294389
2.95009,-1.0019,-0.26893,-1.39256
0.57495,-1.26868,-0.83908,-0.095769
-0.31146,-1.15889,-0.09089,0.441966
-0.38879,-0.76396,-0.65225,0.326742
-0.42075,-1.24613,-0.91736,0.432665
-0.63279,-1.51045,-0.63834,0.64296
-0.89541,-0.77503,-0.64817,0.605889
-0.00889,-0.83333,-0.69243,0.132284
-0.79303,-1.28473,-0.70477,0.668055
-0.89492,-1.26221,-0.85876,0.701296
-1.327,-0.43955,-0.26779,0.800791
-0.59822,-0.7294,-0.33938,0.466527
-0.66728,-1.05962,-0.83792,0.530218
0.82997,-0.11435,-0.75684,-0.506819
-0.28528,-1.47362,-0.79757,0.427312
-0.30723,-0.89863,-0.77782,0.301413
-0.47077,-0.98243,-0.4264,0.44922
-0.98526,-1.05818,-0.89914,0.69643
-0.59727,-0.94066,-0.4228,0.508358
-1.26544,0.84087,0.47751,0.536708
0.12697,-1.1281,-0.86036,0.11174
0.83573,-0.49064,-0.51503,-0.391973
-1.12735,-0.19556,-0.75519,0.579483
0.50039,-0.87701,-0.32444,-0.094424
-0.27639,-0.24424,-0.07251,0.202146
-0.44315,-0.38602,-0.67106,0.262278
-1.18765,0.02379,-0.33693,0.604513
-0.65207,0.40799,0.89191,0.35312
-0.41805,0.84662,0.84622,0.11384
0.20513,-0.12968,-0.21505,-0.103618
-0.37703,-0.22743,-1.0015,0.151622
-0.40581,-0.96108,-1.02011,0.343916
-0.42807,-0.82418,-0.60318,0.368154
