FAC_1,FAC_2,FAC_3,SoRI
-0.02054,0.1952,2.20999,0.204548
-1.38861,1.34543,-0.26319,0.400215
0.67672,-0.16475,2.3369,-0.073838
-0.65006,1.02599,1.63132,0.282138
-1.25832,0.28889,1.87583,0.819653
-0.6441,1.61572,1.16457,0.084416
-0.50775,1.04682,2.12113,0.252925
-0.18719,-0.10236,2.03825,0.349075
-0.30737,0.71729,1.7688,0.185594
-0.06643,2.27946,0.3472,-0.481013
-0.73601,1.40489,1.06969,0.175484
-0.43252,0.29786,0.98527,0.270502
-0.61283,1.45929,1.79827,0.174544
-1.05691,0.87868,1.63226,0.539762
0.05389,0.28048,1.32462,0.046727
0.58019,0.84096,1.70003,-0.335558
-0.83467,1.48941,1.21118,0.224076
-0.69438,1.70719,1.10183,0.082697
-0.57461,0.44623,1.00214,0.313624
0.47424,1.69333,0.73025,-0.591095
-0.61198,0.11987,1.04507,0.418131
1.29653,1.46636,0.83774,-0.972095
-0.04488,0.38546,1.42026,0.085399
0.36997,0.84433,1.65296,-0.226981
0.08961,0.90611,0.64241,-0.199435
0.24437,0.06083,1.17388,-0.019992
0.20771,-0.00552,0.66805,-0.038999
1.81248,0.35589,0.61307,-1.007274
0.02702,0.4378,1.03826,-0.008154
0.74486,0.31017,1.07488,-0.364164
1.17941,-0.05464,1.03455,-0.516472
0.57141,0.11156,1.17073,-0.210859
-0.98289,0.08255,-0.06401,0.5084
0.78333,0.26428,0.41994,-0.445337
-0.52209,1.03105,0.98274,0.140493
0.60337,2.88092,0.9323,-0.928599
0.1591,1.20396,-0.8923,-0.477103
-0.00558,0.08348,-0.06229,-0.024077
-0.22018,1.15927,-0.5167,-0.218648
-0.13446,1.36913,-0.47334,-0.311723
1.01324,1.05011,-0.0332,-0.811334
0.16543,1.68653,-0.92079,-0.601162
0.01814,2.08536,-0.61941,-0.585184
-0.90963,2.16796,-0.44731,-0.081089
-0.71642,1.00433,-1.09228,0.026693
1.20383,1.97781,-0.10723,-1.149131
0.79234,1.54741,-0.38515,-0.850443
0.12753,1.6944,-0.89879,-0.580033
1.61152,0.20798,-0.60186,-0.994202
0.11883,2.11666,-0.43998,-0.628103
-0.05646,2.51805,-1.13414,-0.706007
0.92462,2.07446,-0.80298,-1.096389
0.69687,1.37525,-0.90131,-0.812771
0.29258,1.83808,0.72351,-0.528107
0.07045,1.86431,1.03477,-0.379551
0.40894,1.15642,1.16393,-0.37751
-0.02989,1.54276,1.35723,-0.21144
1.12715,2.25979,1.57232,-0.992947
0.77447,2.33347,0.36373,-0.950485
1.50642,-0.09833,-0.15891,-0.814075
1.05814,-0.61106,-0.23148,-0.452913
1.19821,-0.32022,1.1944,-0.444622
0.33634,0.37023,0.82019,-0.183988
-0.06177,-0.01013,0.7429,0.117095
-0.02769,0.09192,1.20492,0.124039
1.793,-0.16798,-0.288,-0.967315
1.15937,-0.29354,0.08826,-0.550527
0.62982,-0.31526,0.86437,-0.172144
1.3944,-0.30396,0.54035,-0.626757
0.80297,0.47405,0.88327,-0.456613
0.38235,0.34503,0.52601,-0.234984
0.42097,0.85835,0.57478,-0.375702
1.21433,1.73488,0.48726,-1.030899
1.38132,0.50383,0.97856,-0.768563
0.35119,0.97474,0.5817,-0.365272
0.57117,1.00924,1.53461,-0.389651
0.57339,0.78035,0.94584,-0.399302
0.45399,1.18029,-0.44259,-0.582977
0.98875,2.11877,-0.22848,-1.079496
-0.41388,1.37269,-0.93827,-0.21104
-0.87395,2.03472,-0.86193,-0.113277
-0.00558,0.08348,-0.06229,-0.024077
2.88304,-0.35332,1.83441,-1.284696
2.516,0.27735,1.4028,-1.285346
0.77996,1.64566,1.5307,-0.658794
4.28296,0.34539,-1.48967,-2.579833
4.26647,-0.466,2.85656,-1.899537
4.96445,1.08697,-0.287,-3.000593
3.30408,0.36698,-0.79097,-1.975638
3.67974,1.62187,-0.0755,-2.407877
1.33733,4.57216,-1.33922,-1.987873
0.41661,2.8432,-0.53011,-0.97707
2.57524,1.17157,-0.09569,-1.698698
3.4321,2.44486,0.85464,-2.371976
0.20219,-0.25059,-0.1869,-0.069507
-0.39822,0.46278,-0.72063,0.025715
-1.26973,0.99815,0.23266,0.474059
-0.7811,1.45593,-0.42196,0.025031
-0.91309,1.39294,-0.6466,0.087791
-0.51544,0.49262,-1.09225,0.041803
0.00461,0.94844,-0.94121,-0.336049
-0.00558,0.08348,-0.06229,-0.024077
-0.57676,1.72759,-1.05733,-0.221698
-1.53728,1.79268,-0.53641,0.342524
-0.54132,1.24057,0.09059,0.002707
-0.00706,1.43984,0.28938,-0.315212
-0.58861,-0.23386,0.38635,0.419732
-0.12295,-0.30139,-0.0029,0.140056
0.15271,0.00274,-1.24499,-0.219568
-1.08633,1.86958,-0.1455,0.12073
0.10855,2.54104,-0.209,-0.700662
-0.31624,2.12001,-0.11639,-0.356621
0.01002,1.96894,-0.15312,-0.501586
-0.78537,2.55394,0.4644,-0.143395
-0.03645,3.55579,-0.17849,-0.865432
-0.87076,2.08483,-0.71612,-0.111323
-0.05654,1.13245,-0.25818,-0.27309
-0.52187,0.7841,-0.57053,0.031199
0.14802,2.16657,-0.15437,-0.625027
-0.42798,1.52064,-0.70655,-0.214126
-0.81987,1.75909,1.04409,0.132133
-0.6309,1.8032,0.28765,-0.064011
-0.71761,1.46089,-1.10989,-0.085751
0.66673,1.94841,-0.65805,-0.9094
-0.16172,2.04622,-0.39839,-0.453574
-1.16752,1.92625,-0.07959,0.158348
1.85952,2.49379,-0.96424,-1.725407
-0.31524,2.08515,-1.29708,-0.477373
-0.78724,1.2602,-0.59517,0.057156
0.42594,0.65728,-0.6171,-0.459364
-0.39174,1.08733,-0.19339,-0.072424
-0.22007,0.69985,-0.19501,-0.071775
-1.18476,1.84103,-0.28686,0.165899
-0.58,0.8884,0.16798,0.117968
-0.06634,2.21364,0.2001,-0.481068
-0.42245,1.86802,-0.36985,-0.265026
-0.97732,1.47167,-0.70937,0.096771
-0.32375,2.43948,-0.35456,-0.456281
-0.49346,2.44004,0.43429,-0.277975
-0.90484,0.06724,1.39818,0.628986
-1.46862,1.64842,1.16846,0.526076
-1.05765,1.93579,-0.16388,0.08698
-0.41231,0.36688,0.45535,0.184924
-0.9829,1.27286,0.42427,0.271788
-0.50689,2.07191,-1.08254,-0.346353
-0.63478,1.68581,-0.17253,-0.083472
-0.04861,0.43661,-0.02559,-0.082621
-0.75935,1.8661,0.18387,-0.02066
-1.29768,0.9548,0.2517,0.501918
-0.44146,0.60117,1.55072,0.263151
-0.52295,-0.02354,4.73785,0.807061
-0.00558,0.08348,-0.06229,-0.024077
-0.16257,2.54135,-1.29405,-0.671302
-1.44785,1.49497,1.54158,0.592796
-0.76397,0.0442,3.01249,0.73381
-0.42911,-0.02733,2.36955,0.498715
-1.06712,0.31232,2.70476,0.800136
-0.79707,-0.03033,1.88728,0.647343
-0.48474,0.22757,1.51655,0.373977
-0.00171,-0.52507,2.97694,0.453273
-0.36321,0.68295,2.00617,0.250251
0.03407,0.35122,1.27806,0.035225
-0.87119,1.42278,2.39935,0.389707
-0.97423,0.9718,2.04683,0.517232
-0.62121,-0.69102,1.09238,0.625768
-0.56337,-0.06017,1.28687,0.461844
-0.38312,-0.19655,1.27862,0.395953
-0.18699,-0.12442,1.76674,0.324743
-0.84675,0.15549,2.66881,0.714348
-0.78886,-0.03006,1.94069,0.648626
-0.19572,-0.34344,2.72979,0.487803
-0.0839,-0.49304,2.33047,0.419785
-0.80917,-0.24453,2.81639,0.807365
-0.71372,-0.61111,1.77977,0.731635
-1.07621,-0.03284,2.38031,0.85377
-0.05475,0.01194,1.53171,0.193877
-0.8729,-0.44032,3.12433,0.923326
-0.54486,-0.00507,2.89949,0.614119
-0.64177,-0.96808,1.57896,0.75747
-0.64389,-0.59336,2.88335,0.80956
-0.63939,-0.43478,2.42183,0.718188
-0.83324,-0.0676,2.79546,0.775115
-0.68719,-0.38876,2.60176,0.752636
-0.56709,-0.82054,2.18107,0.746489
-0.75691,0.10987,2.25284,0.631171
-1.26085,0.23058,2.10015,0.859681
-0.59109,-1.32932,1.64654,0.825188
-0.69543,0.63868,2.36343,0.480966
1.41185,-0.53836,-0.39708,-0.681367
-0.85913,0.60926,2.29108,0.569427
-0.83528,0.11013,2.40662,0.690565
-0.81999,1.18006,0.88582,0.25594
0.7613,0.07034,0.84699,-0.339562
0.12514,0.13155,1.67257,0.082101
-0.75893,1.01692,1.45981,0.324964
0.79037,-0.37762,1.52044,-0.172915
-0.51164,1.01986,3.21331,0.380656
-1.23919,-0.42003,3.29432,1.136469
-0.92493,-0.74448,2.63469,0.972364
-1.37376,-0.85349,2.70016,1.250567
-0.8228,-0.51799,4.10225,1.021537
-0.42881,0.15738,3.09493,0.532641
-1.26923,-0.22887,2.95865,1.069699
-0.07139,0.0716,3.56186,0.409701
0.82938,1.49345,-0.33475,-0.851989
0.87692,0.15016,4.21593,-0.054774
0.56469,1.1931,-0.59559,-0.663082
2.62048,1.17198,-0.90617,-1.811787
1.42319,0.81156,-1.28089,-1.112586
0.90334,-1.4587,0.12227,-0.123619
-0.00073,-0.68259,3.04843,0.498887
-1.02966,-0.05144,-0.9873,0.465869
0.10722,1.3646,-1.05192,-0.505353
-0.90407,-0.98344,3.97015,1.164751
-1.0179,-1.32553,5.00452,1.422811
-0.54671,-0.02849,2.95904,0.62732
0.02704,0.07959,0.53028,0.023689
0.28657,0.50884,1.84344,-0.079091
-0.95848,0.68061,2.33763,0.611253
-0.13588,0.10505,2.8067,0.354378
-0.57922,0.60296,2.08137,0.395608
0.71622,-0.99195,2.83739,0.160619
-0.61961,0.08656,2.5882,0.5986
-0.72427,0.09235,2.23619,0.61584
-0.48031,0.75736,1.68622,0.261054
0.43161,0.18705,1.36654,-0.131735
0.8316,-0.02076,1.28174,-0.308291
0.99449,-0.73374,1.24396,-0.227541
-0.56864,0.36645,1.9247,0.430357
-0.24463,0.17348,2.11452,0.321515
-0.56317,0.19657,2.47646,0.528884
0.04578,-0.59372,1.97783,0.335213
-0.57021,0.29861,1.78585,0.432597
-0.83108,0.31908,2.23748,0.618962
-0.83061,0.65221,1.73192,0.482482
-0.76128,1.07493,0.54736,0.212662
-0.27583,0.72288,2.75285,0.274312
0.4457,0.25143,0.64331,-0.23392
-0.10711,0.66582,2.37481,0.155081
-0.63396,-0.32593,3.36409,0.791431
-0.75113,-0.12618,2.5042,0.712898
0.25974,-0.11668,2.42621,0.151362
0.43073,0.32462,2.27327,-0.06592
-0.62524,-0.73394,3.00235,0.846601
-0.97988,-0.08433,2.70149,0.848835
-0.33699,-0.49341,3.23199,0.656024
1.4848,-0.90533,1.75909,-0.39673
-0.253,0.32781,0.9911,0.166043
0.31413,0.27926,-0.40789,-0.283598
0.8199,-1.58465,-0.81233,-0.149363
1.01801,-0.84179,-0.74272,-0.430592
0.19477,-1.36374,-0.83284,0.13518
0.45711,0.19937,0.18601,-0.277305
1.47964,-0.99323,-0.62475,-0.632354
0.61102,-1.25532,-0.35151,-0.065528
0.49218,-1.40996,-0.63134,0.00637
0.91059,-1.70781,-0.70811,-0.157422
0.52052,1.64136,1.00598,-0.573599
2.21138,-0.41621,-0.67984,-1.177515
2.27081,0.19359,-0.20479,-1.306599
1.69631,0.50036,0.7798,-0.960989
2.80373,-0.10833,-0.10368,-1.512395
0.88197,-0.81415,-0.42932,-0.329048
1.81077,-1.11977,-0.20181,-0.735841
2.28242,-1.05429,0.04439,-0.981904
0.89336,-0.63635,0.45965,-0.281649
-0.17567,-0.45583,0.14162,0.222136
1.2687,-0.51022,0.0999,-0.55606
-0.07829,-0.91695,-0.6049,0.199996
0.2579,-1.25974,-0.4229,0.120147
0.59743,-1.21472,-0.23845,-0.055687
-0.13246,-1.07809,0.45593,0.384375
0.4605,-0.3024,-0.15852,-0.194525
0.01444,-0.5914,-0.5529,0.075873
0.41616,-1.78601,-0.39771,0.164819
0.80775,-0.67957,0.01959,-0.272452
0.39717,-0.64763,-0.7096,-0.136027
0.34148,-0.55746,-0.23513,-0.075926
0.16594,-1.61139,-0.56129,0.240789
-0.00329,-0.16034,-0.18749,0.020399
0.24571,-1.05368,-0.41393,0.07759
-0.53499,-1.30118,-0.28994,0.576696
-1.11425,-1.63455,-0.49148,0.951485
-0.10285,-0.73582,-0.42133,0.18928
0.35447,-0.37411,-0.20059,-0.123884
-0.0218,-1.25813,0.59169,0.382726
0.85354,-1.33685,-0.1024,-0.150647
0.56545,-0.66752,-0.30747,-0.17903
-0.67773,-0.5695,-1.12214,0.385587
0.83411,-0.41035,-0.79592,-0.441258
-0.20943,0.11544,-0.33567,0.0494
0.56604,-1.02735,-0.11778,-0.071057
0.45419,-0.77683,0.19862,-0.036635
1.06479,-0.2079,0.33867,-0.492559
0.2719,-0.31924,0.24675,-0.0435
-0.05714,-0.14162,-0.48862,0.012355
0.85706,-0.20899,-0.72609,-0.495181
0.14028,-0.02047,-0.97143,-0.177326
0.47897,-0.99937,-0.18303,-0.037547
0.03815,0.01304,-0.99637,-0.132564
1.16476,-0.11451,-0.36562,-0.646531
1.29562,-0.0024,-0.15967,-0.722673
0.6679,-1.30455,0.0633,-0.039314
-0.26459,0.48125,0.53843,0.085653
-0.26866,-1.1675,0.24372,0.457218
0.7188,-0.65225,-0.17015,-0.251326
-0.15661,-0.0562,-0.19127,0.078157
-0.08312,-0.83448,-0.21948,0.224556
-0.10858,0.25121,0.27203,0.027636
0.97751,-1.84218,0.33184,-0.047806
0.18861,-0.69736,-0.2387,0.041034
0.82487,-1.31649,-0.23757,-0.154719
0.43794,-2.12264,0.80855,0.366405
-0.34014,-0.49081,-0.60282,0.239113
-0.95294,-0.62787,-0.16334,0.654244
-0.53297,-0.47469,-0.16518,0.387944
-0.95204,-0.05363,0.15093,0.548182
0.39195,-0.32479,0.75803,-0.051823
0.8088,0.38352,-0.257,-0.562034
0.13985,-0.63102,-1.02921,-0.034721
0.77641,-0.10994,0.24378,-0.369646
-0.02631,-0.92543,0.42305,0.285788
2.01127,0.35632,0.14734,-1.166444
-0.62714,-1.20437,-0.14062,0.619602
0.05191,-0.79571,-0.28101,0.134845
-1.39727,-0.84555,-0.66637,0.89449
1.29236,-0.4568,0.6126,-0.526074
0.05083,-0.21444,0.62867,0.093049
-0.66062,-0.49863,0.96879,0.58692
-0.93432,-1.0799,-1.06153,0.656266
-0.52617,-0.08617,-1.37695,0.157552
-0.47591,-0.54186,-0.0944,0.380929
-1.09785,-1.03498,-0.12239,0.836786
-0.72472,0.30869,-0.7679,0.23596
-0.72499,-0.88881,-0.44037,0.563399
-0.48931,0.30632,-0.73717,0.111636
-0.71376,-0.98642,-0.33935,0.592061
-1.17363,0.79812,0.01516,0.446704
-1.177,-0.846,-0.41624,0.80186
1.48914,-0.31759,-0.75149,-0.815863
0.25878,-0.70136,-0.56802,-0.032116
-0.30435,0.28773,-0.82375,0.005959
-0.96639,-1.03521,-0.32588,0.743042
-0.21403,-1.5719,-0.08399,0.490206
-0.20148,-0.71002,-0.25734,0.254606
-0.79914,-1.31558,0.11305,0.768038
0.07401,-0.97464,-0.428,0.150352
-0.35333,-0.66978,-0.85724,0.262146
-0.22237,-1.5028,-0.13569,0.472289
-0.79916,0.21927,-0.63618,0.312647
-1.11418,-1.2304,-0.06817,0.899177
-0.3179,-1.10808,-0.16889,0.4246
-0.57019,-0.7007,-0.89031,0.384216
-0.93204,-0.75884,-0.6349,0.623349
-0.13747,-1.04882,-0.10714,0.318603
0.15193,-1.62636,-0.23453,0.287683
0.15697,-0.82973,-0.55266,0.056282
1.70098,-1.43924,-0.17656,-0.595484
0.97277,0.32598,0.54929,-0.549469
1.13165,-1.02016,-0.68435,-0.442708
-0.08733,-0.10663,0.52112,0.130344
0.74229,0.53722,-0.21747,-0.558917
1.7523,-1.54975,0.22982,-0.552239
-0.403,-1.03902,0.05522,0.478575
0.64352,-0.41856,-0.44087,-0.296725
1.00115,-0.51417,0.09966,-0.409363
0.0936,-0.53286,0.41399,0.123883
1.28696,-0.33008,-0.82719,-0.710925
2.08624,-0.5069,-0.38414,-1.055025
0.9646,-0.4002,-0.59735,-0.493177
2.46494,-0.0484,-0.40679,-1.375454
2.25432,0.8968,-0.59221,-1.511075
-0.05314,-0.09927,-0.91565,-0.046683
1.10527,0.38562,-0.19595,-0.717408
2.73489,-0.02749,-0.52217,-1.540191
0.72394,0.95822,-1.18572,-0.756973
0.79427,-0.34195,-0.99721,-0.458149
1.0707,-0.41556,-0.78841,-0.568065
0.69968,-0.01122,-1.1933,-0.508523
1.24858,-0.59469,-1.13811,-0.659473
1.69778,-1.1337,-0.43849,-0.69669
0.36299,-1.06929,-0.75857,-0.020069
-0.04482,-0.7735,-0.14575,0.196878
0.24192,-1.39887,-0.29518,0.176652
-0.29378,-1.58637,-0.72384,0.467434
0.28551,-0.57162,-1.23311,-0.150765
0.37212,-0.9604,-0.0854,0.021818
-0.30302,-0.67653,1.09288,0.448944
0.39119,-1.51013,0.16561,0.172648
0.50997,-0.91258,-0.71851,-0.133936
-0.50157,-0.52306,0.01905,0.402697
-0.87364,0.03262,-0.39204,0.425284
-0.31433,-0.43978,-0.72993,0.198771
0.16346,-0.1951,-0.12739,-0.055432
0.72275,-0.09083,-0.23927,-0.397718
-0.18167,-0.06847,0.28337,0.146534
-0.29153,-0.57097,-0.77616,0.213255
-0.6323,-0.62223,-0.75255,0.413962
0.10398,-1.19142,-0.94452,0.13051
0.38228,-0.86352,-0.12534,-0.011661
-0.67298,0.10891,-0.26067,0.311707
0.41472,-0.24118,-0.1438,-0.182886
-0.20837,-0.94922,-0.00376,0.344245
-0.50882,-0.35266,-1.21651,0.230478
0.97213,-1.09331,-0.10375,-0.274704
-0.68196,-0.59212,-0.29653,0.483391
0.27652,-1.33293,-0.94847,0.070537
-0.07594,0.38273,-0.50149,-0.106485
-0.00526,-0.63058,-0.26253,0.127796
0.74229,-1.32075,-0.44045,-0.130806
-0.62116,-0.87792,-0.67643,0.478451
-0.39511,-0.29849,0.32311,0.323157
0.91068,-0.65815,-0.18268,-0.355791
0.53286,-0.59202,-0.29833,-0.178663
0.38178,-1.14065,-0.29956,0.037102
2.27797,0.13864,0.8468,-1.182496
0.74539,0.24261,0.74406,-0.384061
1.45818,-1.02893,-0.04494,-0.54877
1.13749,-1.00641,-0.22688,-0.399374
0.34242,-0.18677,0.02865,-0.137949
2.40809,-0.51036,0.36025,-1.148388
1.13815,-0.1569,0.50052,-0.527302
2.47891,-1.31965,0.01455,-1.027589
1.15026,-0.80779,0.10452,-0.418572
1.25349,-0.59131,0.09006,-0.529101
0.95894,-0.57499,0.28745,-0.351088
1.44531,-0.66806,0.14682,-0.608729
1.01252,-0.78649,0.44653,-0.311439
-0.24771,-0.36383,1.08028,0.341296
0.45163,-0.97838,0.62048,0.05982
0.60619,-0.3257,0.18428,-0.230858
-1.38211,2.84453,-0.43678,0.012721
-0.37202,-0.29802,0.02385,0.277844
-0.66811,1.0939,-1.04333,-0.016101
-0.60069,1.63649,-0.39002,-0.113742
-0.02411,-1.12933,-0.26622,0.259109
-0.63511,-1.19107,-0.50878,0.580576
1.18916,3.11982,-0.89317,-1.504886
0.48659,-0.22339,1.18554,-0.081475
0.40222,-1.1557,0.84461,0.154346
0.20777,-0.07841,0.979,0.012611
0.82273,-0.25997,0.67844,-0.310971
1.71042,-0.60199,0.73246,-0.705414
0.3386,-0.70096,0.56798,0.048124
0.13393,-0.92273,-0.02527,0.148965
0.60603,-0.83422,-0.93155,-0.228572
-0.48345,0.94154,-0.44752,-0.014661
-1.06826,-0.46165,-0.80101,0.60709
-0.64974,0.27104,1.35382,0.435546
-0.64874,1.71942,-0.47503,-0.117023
0.20538,0.78667,-0.73028,-0.383046
-0.53826,0.7658,1.66048,0.287764
-1.2941,-0.07255,0.51805,0.779159
0.33988,-0.21233,1.41388,0.020649
-0.83557,-0.35048,1.76485,0.732929
-0.02734,-0.53723,0.56035,0.206788
-0.76994,-0.04939,0.60376,0.4973
-0.23781,-0.48881,0.79802,0.335568
0.63159,-0.44926,0.18414,-0.214624
0.0132,0.36551,-0.40673,-0.140527
-0.1197,0.75455,-1.20342,-0.249693
0.90981,0.52637,-0.43252,-0.67098
0.88735,-1.39672,-0.50372,-0.198232
0.14455,-1.14933,0.63552,0.270383
1.00698,0.65654,-0.58301,-0.772018
0.90905,-0.0219,-0.12418,-0.503453
3.74003,0.23093,0.12036,-2.080681
1.28956,-0.25402,-0.31087,-0.674583
0.93548,0.31818,0.46659,-0.536268
0.28916,0.10828,0.77096,-0.099866
0.24845,-0.22368,0.29302,-0.04895
2.00819,-0.96102,-0.04413,-0.864864
-0.45282,-0.00459,0.59783,0.312977
0.44024,0.429,0.985,-0.236939
0.03707,-0.64129,0.25294,0.163529
0.25543,-0.00005,0.20689,-0.116595
-0.13682,-0.79166,0.21489,0.290732
0.39924,-0.40883,0.66114,-0.045892
1.04477,-0.29325,0.50094,-0.443182
2.24979,1.24222,-1.225,-1.661691
0.04494,-0.1299,0.43888,0.054985
0.73364,-1.24401,0.16432,-0.07886
1.25143,-0.43182,1.81075,-0.379259
0.04125,0.05933,0.72065,0.041631
0.91209,-0.43205,0.6963,-0.315806
-0.54834,-0.27389,0.4043,0.409497
-0.2128,0.53317,1.10571,0.106629
0.46599,-0.61149,0.30325,-0.071919
-0.1451,-0.72103,-0.69654,0.178698
1.03825,0.01883,-0.03684,-0.574239
1.32745,-0.97262,0.19161,-0.465476
-0.48252,-0.73543,0.68685,0.516821
0.99537,0.55459,1.01387,-0.566808
-0.10315,-0.25493,0.5732,0.18075
1.96175,0.16151,-0.45115,-1.157264
-0.3317,3.08777,0.36859,-0.530986
0.78917,-0.40683,0.16236,-0.313179
1.51022,1.15813,0.21781,-1.081031
0.87953,0.53172,-0.25834,-0.636801
1.15615,1.38081,-1.12883,-1.08914
3.04353,-1.41498,-0.88837,-1.4104
0.76773,0.77632,-0.53316,-0.665408
1.57023,0.18127,-0.60393,-0.965429
0.79878,3.12301,-0.48102,-1.248059
1.4026,0.35008,-0.74711,-0.930816
2.43095,2.13652,-0.66425,-1.917027
3.22677,1.21037,-0.33561,-2.089251
1.26226,1.2517,-0.97877,-1.099154
1.40355,1.87492,0.10142,-1.210142
1.51785,1.18199,-1.09279,-1.233853
0.74056,0.50748,-0.9777,-0.633598
-0.34436,0.83775,-1.32343,-0.160639
0.00275,-0.03534,-1.19324,-0.122956
0.08151,1.54344,-0.32306,-0.455448
1.80887,2.19401,-0.40629,-1.563999
0.36353,-0.4576,-1.17483,-0.214682
1.76089,-0.9942,0.18709,-0.696852
-0.69361,-0.42713,0.94858,0.58528
1.71603,0.40854,0.35704,-0.995455
1.27267,0.17692,0.57572,-0.673677
1.21471,-0.92812,0.35021,-0.397604
0.46829,-0.58388,0.40371,-0.068945
1.38662,-0.64859,0.10407,-0.586155
3.04818,1.69057,0.34366,-2.034843
1.20809,2.24145,-0.48843,-1.257199
0.48449,1.80311,-1.11763,-0.824829
2.08511,0.76572,-0.67325,-1.395805
0.19239,1.36241,-1.27696,-0.57575
2.32598,0.63722,-0.94915,-1.525814
1.33167,1.01104,-0.73313,-1.051593
1.19598,0.43055,0.60601,-0.690354
2.15395,1.13886,0.10055,-1.439824
1.98663,-0.43574,-0.66451,-1.048645
1.70254,2.78187,-1.25107,-1.741296
2.49893,1.41827,1.05808,-1.591435
2.77372,2.7834,-0.13517,-2.203614
1.48543,-0.07081,-0.39398,-0.834964
0.28675,1.24619,-0.99377,-0.56799
0.68645,1.42493,-1.17834,-0.849387
0.15268,1.67448,-0.53472,-0.5492
1.27894,0.74426,0.78652,-0.792263
-0.42323,0.79726,0.39389,0.079377
0.23868,-0.16022,-0.33692,-0.127744
0.88827,-0.43441,0.54446,-0.318805
-0.15713,-0.20508,-1.09129,0.016591
0.76748,0.32667,-0.8383,-0.589042
1.0538,-0.64181,-0.20263,-0.439916
0.60812,-0.76392,-0.53412,-0.203508
-0.11844,-0.00412,0.44535,0.114072
0.73738,0.52124,-0.79316,-0.615101
0.22903,-0.60005,0.33831,0.058212
1.27674,-0.1715,0.00345,-0.653432
0.72065,-0.43016,0.54373,-0.2286
1.56685,-0.57984,0.409,-0.667848
0.9374,-0.1913,0.91401,-0.364487
1.6056,-0.77251,0.46931,-0.63547
0.76274,-0.44703,0.56694,-0.244892
0.99974,-0.73104,-0.03909,-0.370911
1.0806,-0.40876,0.31971,-0.454329
1.397,-0.24709,0.35741,-0.661961
1.31602,-1.01289,0.08507,-0.461056
0.8806,-0.77965,0.50831,-0.2345
0.27366,-0.42142,0.3414,-0.009262
1.31374,-1.05074,0.24259,-0.433428
0.67698,0.11773,0.32667,-0.361879
0.13052,-0.32633,0.63507,0.077577
2.06655,-1.04887,0.80786,-0.7824
0.85551,0.36105,1.1773,-0.425672
-1.15451,0.54312,-0.91978,0.396471
0.09788,0.88192,-0.35336,-0.306589
0.97233,0.86633,-0.02205,-0.74308
-0.49422,0.77346,0.58312,0.144474
0.17347,0.71445,-0.07718,-0.276888
-0.14238,1.02293,0.78839,-0.08558
0.12575,0.51726,0.64906,-0.123714
1.11535,-0.7506,0.42791,-0.378229
0.75711,-0.57687,-0.13293,-0.286495
1.3369,-0.13852,0.08566,-0.685277
-0.42855,0.67002,0.27913,0.100749
-0.6565,0.76246,1.04946,0.286393
0.09669,-0.31253,1.5925,0.197007
-0.19453,-0.73324,0.06544,0.291657
1.40353,0.00722,0.24208,-0.740014
-0.7928,-0.28182,0.54325,0.559755
-1.13546,-0.70073,-1.10307,0.668992
-0.36923,-1.07904,-1.02946,0.351692
0.14513,-0.27686,0.00602,-0.010995
0.17284,-0.71057,-0.61259,0.012088
-0.02451,-0.81185,-0.18069,0.191343
1.37823,-0.55337,-0.30134,-0.64896
1.59765,-1.21574,-0.53529,-0.632714
0.60147,1.36025,-0.79078,-0.745097
-0.54859,1.11336,-1.12513,-0.09487
0.32348,1.78295,-1.35482,-0.758056
-0.72135,-0.63416,-0.07677,0.539042
-0.18743,-0.05847,1.58434,0.289042
0.27537,0.54776,1.82961,-0.083974
0.28987,-0.44535,1.35646,0.098376
-0.6304,1.15349,-0.84005,-0.028998
0.05048,0.11547,-0.66132,-0.127702
1.0347,0.6979,-0.17376,-0.752583
2.18516,2.71181,-1.33211,-1.996001
2.41472,1.04272,0.14325,-1.553828
1.27616,-0.39473,0.19189,-0.578219
1.60988,-0.26327,0.34344,-0.775521
1.09613,-0.17502,0.83784,-0.46323
1.09297,-0.11479,0.90773,-0.468556
1.32825,-0.79126,0.66108,-0.458901
2.17452,-0.49425,1.03845,-0.951138
1.53233,-0.26741,0.60371,-0.703895
1.72995,-0.47903,0.17919,-0.806301
1.23266,0.5369,-0.21518,-0.825743
1.73418,-0.80799,0.12711,-0.734181
0.10246,0.34492,0.87302,-0.044649
0.82727,-0.1948,1.17712,-0.274957
1.40502,-0.10543,0.2623,-0.711192
2.10426,-0.30219,-0.00455,-1.073314
1.07516,-0.00119,0.98013,-0.478623
0.2222,2.01523,0.03724,-0.607704
0.676,0.86505,1.46201,-0.419565
-0.17251,1.47653,-0.39332,-0.308423
0.70187,1.2503,0.8209,-0.597349
-0.28555,0.93633,1.22736,0.061354
0.87697,0.56943,1.1558,-0.490447
1.60843,0.13899,1.47938,-0.748864
1.04478,-0.17208,0.95584,-0.423108
1.28162,0.09153,1.2223,-0.587283
0.97697,0.56119,1.323,-0.524696
0.30471,1.54591,1.91865,-0.333302
0.5303,0.43589,1.12432,-0.272496
0.78431,-0.17827,0.77572,-0.29933
0.11478,0.71108,1.40436,-0.082605
1.47034,0.76553,0.28126,-0.95679
0.87963,-0.23606,-0.06732,-0.42908
1.97892,-1.00181,0.46572,-0.783411
2.0331,-0.34694,0.17673,-1.003889
