ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3
59150004,-1.453514,-0.282851,0.079958,-0.799515,-0.025652,-1.043306,-0.967945,-0.513883,1.153700,-0.106219,-1.21092,0.18432,0.19509
59150005,1.143436,-0.498294,0.267436,-0.525516,-0.022172,0.648325,-0.794084,0.623534,-0.581688,0.303567,-0.20815,0.28390,-0.42145
59150006,-1.453526,-0.033796,-0.738129,-0.373294,-0.025803,-0.439152,-0.762110,0.433964,1.975726,1.058614,-1.35056,0.97899,0.90859
59150007,-1.453509,-0.784525,-0.780738,-0.769070,-0.025551,-0.545767,-0.799005,-0.703453,-0.581688,0.721668,-1.25373,-0.53391,0.55113
59150008,-1.453446,-1.166167,-1.266477,-1.240957,-0.025248,-1.508039,-0.817461,-0.738997,-0.581688,0.202210,-1.71376,-0.93720,0.27864
59150009,-1.453489,-1.166167,-0.235346,-1.149624,-0.025652,-0.990771,-0.744099,0.149610,-0.581688,0.894821,-1.48607,-0.25588,0.66790
59150010,-1.453503,-0.702051,-1.002303,-1.103958,-0.025501,-0.909049,-0.858082,-0.561275,0.575237,0.098318,-1.54812,-0.26005,0.23711
59150012,-1.453497,-1.166167,-0.260912,-1.180069,-0.025601,-0.892267,-0.794084,-0.496650,-0.581688,-0.836707,-1.25563,-0.72656,-0.52680
59150013,-1.453489,-1.166167,-0.968216,-1.347512,-0.025601,-0.990771,-0.967945,-0.798237,-0.581688,-0.836707,-1.54578,-0.92486,-0.55531
59150014,-1.453500,-1.166167,-0.465433,-0.997403,-0.025702,-0.662606,-0.568221,-0.561275,-0.102960,-0.836707,-1.12368,-0.67777,-0.46793
59150015,-1.453497,-1.166167,-1.147173,-0.951736,-0.025601,-1.251635,-0.775390,-0.561275,-0.581688,0.013316,-1.52670,-0.83989,0.07713
59150016,-1.453412,-1.166167,-1.232390,-1.423623,-0.024845,-1.091638,-0.757267,-0.238146,-0.581688,0.614194,-1.78379,-0.60657,0.49502
59150017,-1.453497,-1.166167,-1.027868,-1.043069,-0.025450,-0.870690,-0.967945,-0.397225,-0.581688,1.594358,-1.70599,-0.45112,1.09565
59150018,-1.453446,-1.166167,0.318567,-1.362735,-0.025097,-1.345383,-0.967945,-0.053500,-0.581688,1.229046,-1.57378,-0.22434,0.96105
59150019,-1.453494,-1.166167,-0.405781,-0.906070,-0.025601,-1.106901,-0.816185,-0.538344,0.680412,1.394603,-1.50446,-0.18189,1.17212
59150020,-1.453520,-1.166167,0.463436,-0.632071,-0.025450,-1.043306,-0.738360,-0.603092,-0.581688,-0.836707,-0.85690,-0.72366,-0.48841
59150021,-1.453475,-1.166167,-1.096042,-1.210513,-0.025652,-0.318321,-0.967945,-0.703453,-0.581688,0.981397,-1.58364,-0.58263,0.62948
59150022,-1.453503,-1.166167,-1.078999,-0.281961,-0.025450,-1.398690,-0.967945,-1.272161,-0.581688,-0.836707,-1.19374,-1.23499,-0.55160
59150023,-1.453492,-1.166167,-0.329086,-1.164847,-0.025450,-0.892267,-0.813569,-0.561275,-0.581688,0.047776,-1.34353,-0.65524,0.10665
59150024,-1.453494,-0.840181,-1.419868,-1.210513,-0.025652,-0.933460,-0.967945,-0.268558,-0.581688,0.632618,-1.78551,-0.46116,0.43148
59150025,-1.453466,-0.750015,-0.891521,-1.286624,-0.025501,-0.764466,-0.967945,-0.218997,0.304467,0.687790,-1.69915,-0.05734,0.55986
59150027,-1.453523,0.083445,-1.070477,-0.144962,-0.025601,-0.848417,-0.967945,1.002673,3.467551,0.397006,-1.62333,1.55157,0.44065
59150028,-1.453514,-0.548510,-1.419868,-0.632071,-0.025652,0.648325,-0.749559,0.451198,-0.581688,1.201168,-1.33761,0.20179,0.58501
59150029,-1.453492,-0.245737,0.028828,-0.997403,-0.025551,0.337617,-0.967945,0.065977,-0.581688,1.913367,-1.21148,0.42422,1.27240
59150030,-1.453511,-0.774984,0.182219,-0.951736,-0.025400,-0.594506,-0.650995,-0.561275,-0.581688,1.500856,-1.10115,-0.28700,1.22262
59150031,-1.453506,-1.166167,-1.121608,-0.723404,-0.025349,-0.902805,-0.594869,-0.582817,0.268298,1.453150,-1.47002,-0.43700,1.17388
59150032,-1.453463,-1.166167,0.412306,-1.240957,-0.024794,-0.439152,-0.556275,-0.397225,-0.581688,1.141231,-1.10619,-0.34765,0.94436
59150033,-1.453463,-1.166167,-0.192738,-1.180069,-0.025198,-0.103511,-0.783330,-0.397225,-0.581688,0.671398,-1.23930,-0.37478,0.44591
59150034,-1.453494,-0.454925,-0.618825,-1.134402,-0.025198,-1.177562,-0.582834,-0.324314,-0.581688,1.088344,-1.42240,-0.33887,1.01207
59150035,1.326304,0.074169,0.531610,-0.129740,-0.025551,-0.299732,0.362339,0.331889,-0.581688,-0.442420,0.53524,-0.18306,-0.39252
59150036,-1.453489,-1.166167,0.250393,-1.301846,-0.025248,-0.180229,-0.384000,-0.268558,-0.581688,1.123829,-1.06877,-0.31826,0.93385
59150037,-1.453511,-1.166167,0.165175,-1.103958,-0.025299,-0.511650,-0.135030,-0.134744,-0.581688,1.005009,-0.98354,-0.40413,0.93431
59150038,-1.453514,-1.166167,-0.286477,-1.103958,-0.025450,-0.439152,-0.752190,-0.397225,-0.581688,1.166918,-1.32659,-0.39025,0.84652
59150039,-1.453497,-0.315769,-0.942651,-0.982181,-0.025601,-0.439152,-0.490407,-0.865941,-0.581688,0.992690,-1.17569,-0.50585,0.92460
59150040,-0.342778,2.329509,1.665002,4.726128,-0.025652,-0.439152,-0.725950,3.356862,-0.581688,0.158000,1.36506,2.41220,-0.54326
59150041,-1.453509,-0.383801,-0.465433,-1.210513,-0.025501,0.068337,-0.371023,-0.134744,0.806622,1.189181,-1.20751,0.32627,1.09384
59150042,-1.453520,-1.166167,-1.215347,-0.373294,-0.025400,-0.990771,-0.749559,-0.561275,-0.581688,1.834793,-1.43948,-0.60997,1.30073
59150043,0.042754,0.099425,0.838393,1.118477,-0.023281,0.270072,-0.792380,2.065911,1.868271,-0.561700,-0.03320,1.75778,-0.86002
59150044,-0.037565,2.040249,2.559785,0.372591,-0.023887,2.044591,0.214637,2.883786,1.011455,0.236272,0.91380,2.87332,0.05958
59150045,0.413268,0.715472,0.199262,0.418258,-0.023080,0.748322,-0.371023,1.517730,0.472725,-0.481634,0.11884,1.20007,-0.71838
59150046,0.045299,-0.731519,0.616828,1.879585,-0.023887,0.900493,-0.357457,1.870702,0.960879,-0.581700,0.48712,1.08383,-1.05834
59150047,-0.337065,0.644865,1.826915,3.264801,-0.022172,0.165002,-0.350439,2.416759,0.189595,0.202210,1.09827,1.70205,-0.35509
59150048,-1.453511,-0.409039,-0.218303,-1.073514,-0.025652,-0.511650,-0.759717,0.149610,-0.581688,2.028692,-1.40419,0.20389,1.50300
59150049,-1.453503,-0.590898,-1.419868,-1.103958,-0.025601,0.248333,-0.785214,-0.053500,-0.581688,1.288350,-1.52559,-0.07307,0.79551
59150050,-1.453526,-1.166167,-0.030825,-0.312406,-0.025551,0.248333,-0.054289,-0.134744,-0.581688,1.638359,-0.63737,-0.27349,1.22357
59150051,-1.453526,-1.166167,0.003262,0.189925,-0.025501,-0.698075,-0.590942,-0.640263,-0.581688,2.138373,-0.81319,-0.45045,1.55329
59150052,-1.453520,-1.166167,-0.235346,-0.708182,-0.025652,0.384694,-0.967945,-0.640263,-0.581688,1.220348,-1.08402,-0.30901,0.69541
59150053,-1.453520,-1.166167,-0.380216,-0.236295,-0.025601,-0.343759,-0.380809,-0.589711,-0.581688,1.781363,-0.88906,-0.51545,1.33087
59150054,-1.453514,-1.166167,-1.010825,-0.616849,-0.025601,-0.933460,-0.700667,-0.134744,-0.581688,2.579731,-1.57306,-0.30165,1.82765
59150055,-1.453523,0.449588,-0.269433,-0.875626,-0.025652,-0.054691,-0.806615,-0.589711,-0.581688,2.147415,-1.10086,0.23693,1.68922
59150056,0.289735,1.131256,0.216306,0.707479,-0.025601,0.970540,-0.279189,2.002221,0.313996,-0.243040,0.22787,1.55175,-0.57433
59150059,0.802646,0.828098,1.332654,0.798812,-0.021869,0.358331,-0.128523,1.717204,-0.173362,-0.653369,0.70906,1.12794,-0.80751
59150062,-0.032616,0.334260,0.301523,0.951033,-0.024694,1.263463,0.011380,1.466065,1.129927,-0.836707,0.45236,1.20139,-0.88511
59150064,1.234983,0.029114,-0.968216,-0.692960,-0.022525,-0.103511,-0.594869,0.149610,-0.581688,2.409908,-0.68001,0.15261,1.32381
59150067,1.180231,-0.705952,-0.738129,-0.708182,-0.023231,1.373309,-0.729176,1.255432,-0.581688,0.125819,-0.47294,0.43911,-0.77640
59150068,0.612765,-0.253407,-0.882999,-0.540738,-0.022071,-0.990771,-0.371023,0.149610,-0.581688,0.068156,-0.63465,-0.36936,-0.11545
59150069,0.844870,0.594156,0.097001,-0.160184,-0.022575,0.270072,-0.371023,2.993153,-0.581688,0.799587,-0.39037,1.58189,-0.03008
59150070,-1.453520,-1.166167,-0.081955,-0.723404,-0.022373,-0.020892,-0.766736,0.278862,0.719853,3.400125,-1.44389,0.63039,2.38307
59150071,-1.453528,-0.764954,-0.116042,-0.038407,-0.022676,-0.751645,-0.785214,0.244395,0.879691,3.119168,-1.28904,0.63186,2.27314
59150072,0.851516,-0.810546,-0.286477,0.403036,-0.021718,-0.318321,-0.626847,0.823081,0.680412,1.607108,-0.43839,0.50871,0.66331
59150073,0.781605,-0.475844,-0.320564,0.205148,-0.023029,0.384694,-0.367688,-0.459720,0.439128,-0.286692,0.11245,-0.20870,-0.49908
59150074,0.671986,1.115733,0.829871,-0.358072,-0.023382,1.794812,-0.720943,0.623534,-0.581688,-0.836707,0.37336,0.93143,-1.08189
59150075,-1.453503,-1.166167,-0.729607,-0.632071,-0.021718,-0.360349,-0.483954,0.149610,-0.581688,1.860481,-1.29116,-0.18889,1.28161
59150076,-1.453528,-0.514195,-0.439868,-0.906070,-0.021919,-0.180229,-0.781407,-0.324314,-0.581688,1.500856,-1.24250,-0.08222,1.08553
59150077,-1.453523,-0.327918,-0.985260,-0.784293,-0.021970,-0.990771,-0.741266,-0.603092,-0.581688,1.333887,-1.39429,-0.37908,1.10579
59150078,0.606260,0.995633,-0.175694,-0.495072,-0.022676,0.855463,-0.794084,-0.703453,-0.581688,1.131767,-0.12981,0.27161,0.55964
59150079,-1.453526,0.137776,0.079958,-0.068851,-0.021869,-0.251656,-0.436034,-0.703453,-0.581688,1.254796,-0.53133,-0.11631,1.10738
59150080,1.000814,2.000551,-0.772216,-0.692960,-0.022878,0.165002,-0.696617,-0.134744,2.889088,0.332074,-0.47042,1.49267,0.36345
59150081,-1.453526,0.264990,-1.249434,-1.149624,-0.022323,1.373309,-0.430715,1.002673,-0.581688,1.278231,-1.22862,0.78398,0.73848
59150082,0.793568,-0.241553,-0.618825,0.113815,-0.023887,0.648325,-0.814888,0.823081,0.680412,-0.836707,-0.28401,0.56635,-1.19904
59150083,0.637087,-0.092332,0.097001,0.007260,-0.023433,0.248333,-0.792380,1.255432,0.507183,-0.275692,-0.32575,0.86805,-0.70652
59150084,-0.254879,0.870127,2.091089,0.463924,-0.024189,0.748322,-0.459926,1.669435,-0.581688,-0.580536,0.49514,1.33093,-0.69389
59150085,0.391180,0.192107,-0.226825,0.129037,-0.024038,0.554778,-0.531173,1.663109,0.189595,-0.836707,-0.22834,0.93525,-1.09795
59150086,0.049145,1.488288,0.114045,0.692257,-0.024492,1.957974,-0.698657,2.436807,0.071634,-0.011685,0.09477,2.08688,-0.67559
59150087,0.159810,2.132041,-0.712564,-0.571182,-0.024340,1.891155,-0.781407,2.790043,1.020208,0.421980,-0.68149,2.68554,-0.20791
59150088,0.030452,1.980303,-0.354651,0.342147,-0.024088,1.043771,-0.764449,1.887331,1.577906,0.484524,-0.34752,2.29664,0.04675
59150089,0.887943,1.228830,0.182219,-0.342850,-0.022424,0.433514,-0.790642,1.165161,-0.581688,-0.073421,-0.15366,1.01029,-0.49379
59150090,1.179241,0.238079,-0.363173,-0.829959,-0.022020,-0.103511,-0.623567,-0.324314,0.842220,0.122293,-0.38481,0.22736,-0.07970
59150091,-0.109117,1.794135,-0.269433,0.524813,-0.024542,0.748322,-0.541572,1.435975,0.343852,-0.026352,-0.08162,1.54082,-0.26282
59150092,0.103163,1.907412,0.863958,-0.388516,-0.024794,1.530914,-0.598715,1.977602,1.897438,-0.262569,-0.08766,2.51973,-0.37041
59150093,0.479786,0.789747,0.301523,0.083370,-0.022726,0.648325,-0.475074,1.165161,0.989984,-0.490402,0.01226,1.23634,-0.62270
59150094,0.579506,0.915935,-0.175694,-0.327628,-0.023382,1.586540,-0.685935,0.505053,-0.581688,-0.465666,0.04427,0.68354,-0.82934
59150095,0.727559,0.029114,-0.201259,1.088033,-0.022071,0.748322,-0.785214,-0.798237,-0.581688,1.890449,0.30031,-0.05237,0.83578
59150096,1.131389,0.202973,-1.078999,-0.601627,-0.022020,0.467078,-0.642351,0.040243,-0.581688,0.799587,-0.44557,0.05898,0.10664
59150097,-1.453528,-0.514195,-0.772216,0.144259,-0.022474,0.099688,-0.694546,-0.008364,-0.581688,1.987848,-0.95938,0.07449,1.26468
59150098,1.278735,-1.166167,-0.542129,-0.601627,-0.023836,2.791757,-0.759717,1.571381,-0.581688,0.174131,-0.21611,0.68394,-1.05911
59150099,0.751344,-0.188210,-0.831868,-0.053629,-0.023786,2.581616,-0.512666,0.352720,4.401990,-0.135438,-0.13144,1.68485,-0.49031
59150100,0.970496,0.590164,-0.397260,0.494369,-0.022726,0.970540,-0.824684,0.307585,-0.581688,0.785275,0.09346,0.51207,-0.06161
59150101,-1.453494,-1.166167,-1.215347,-0.936514,-0.022172,-0.103511,-0.766736,-0.134744,-0.581688,3.215068,-1.67618,-0.10275,2.16830
59150102,-1.453509,-1.166167,-0.746651,-0.753848,-0.025753,-0.990771,-0.732318,-0.205833,-0.581688,2.155373,-1.52841,-0.34613,1.55671
59150103,-1.453520,-0.905378,-0.797781,-0.662515,-0.025753,-0.801644,-0.967945,-0.640263,-0.581688,2.903393,-1.54975,-0.28535,2.06785
59150104,-1.453520,-1.166167,-0.482477,-0.692960,-0.025702,-0.318321,-0.803655,-0.205833,-0.581688,1.834793,-1.31990,-0.22650,1.21874
59150105,-1.453509,-1.166167,-0.976738,-0.662515,-0.025652,-0.801644,-0.735378,-0.008364,-0.581688,2.212288,-1.55937,-0.25330,1.52412
59150106,-1.453517,-0.834656,-0.618825,-0.692960,-0.025753,-0.801644,-0.760920,-0.291629,1.065460,2.332869,-1.51771,0.25513,1.83269
59150107,-1.453469,-1.166167,-1.164216,-1.240957,-0.021819,-1.215921,-0.967945,-0.798237,-0.581688,1.274640,-1.78368,-0.73787,0.97321
59150108,-1.453511,-0.564347,0.403784,-0.951736,-0.025753,-0.274383,-0.967945,-0.134744,-0.581688,0.961418,-1.12155,0.07301,0.67198
59150109,-1.453517,-0.711303,-0.780738,-0.753848,-0.021617,-0.292196,-0.817461,-0.008364,-0.581688,1.881389,-1.41371,-0.01574,1.26452
59150110,1.073779,-1.166167,-0.499520,-0.221073,-0.021365,-1.284967,-0.613338,0.149610,-0.581688,2.399918,-0.75606,-0.35056,1.32594
59150111,-1.453523,0.438686,-1.096042,-1.012625,-0.022020,-0.892267,-0.967945,-0.008364,-0.581688,0.481918,-1.53148,0.10121,0.44328
59150112,-1.453523,-0.607334,0.122567,-0.769070,-0.025753,-0.902805,-0.847760,0.885009,0.657875,1.667824,-1.48672,0.77624,1.23724
59150113,-1.453526,-0.653140,0.531610,-0.251517,-0.025702,0.769155,-0.646251,0.081907,0.101087,1.048424,-0.60280,0.42319,0.65004
59150114,-1.453523,-0.664650,-0.576216,-0.616849,-0.021819,-0.318321,-0.645285,0.040243,-0.581688,1.033343,-1.17139,-0.10329,0.71141
59150115,-1.453489,-1.166167,-0.959694,-1.317068,-0.025652,-0.990771,-0.967945,-0.561275,-0.581688,1.389543,-1.76388,-0.55376,1.01613
59150116,-1.453514,-0.441754,-0.891521,-0.692960,-0.021617,-0.439152,-0.967945,0.040243,-0.581688,1.241126,-1.43845,0.01890,0.79001
59150117,-1.453520,-1.166167,-1.240912,-0.281961,-0.025803,-1.177562,-0.967945,-0.134744,3.501578,3.150900,-1.95667,0.89702,2.46064
59150118,-1.453520,-1.166167,-0.252390,-0.342850,-0.025601,-0.764466,-0.837232,-0.703453,-0.581688,1.990113,-1.16484,-0.46708,1.42131
59150119,1.322401,-0.342624,0.131088,0.433480,-0.021919,-0.525460,-0.589614,0.182675,0.136403,0.147530,0.07375,0.03647,-0.30519
59150120,-1.453523,-0.818449,0.114045,-0.479849,-0.025702,-0.439152,-0.839113,-0.008364,0.364887,0.825560,-1.08923,0.18718,0.60268
59150121,-1.453523,-1.166167,-0.209781,-0.251517,-0.025753,-0.380686,-0.630065,-0.283103,-0.581688,1.184969,-0.95899,-0.36445,0.79733
59150122,-1.453520,-0.719101,0.284480,-0.799515,-0.021768,0.165002,-0.626847,0.149610,-0.581688,0.766193,-0.91556,0.08661,0.50404
59150123,-1.453523,-0.354278,-0.371694,-0.586405,-0.021718,0.068337,-0.642351,-0.419098,0.446690,0.029057,-0.90768,0.04399,0.12195
59150124,-1.453517,-1.166167,-0.269433,-0.601627,-0.021314,-0.990771,-0.636322,-0.178491,-0.581688,2.753121,-1.36446,-0.22599,2.02473
59150125,-1.453500,-0.342624,-0.704042,-0.814737,-0.025803,0.748322,-0.598715,-0.561275,-0.581688,0.639648,-0.90680,-0.17760,0.42705
59150126,-1.453506,-0.921677,-0.337607,-0.906070,-0.025803,-0.902805,-0.967945,-0.703453,0.286006,2.474840,-1.53831,-0.07747,1.89694
59150127,-1.453511,-0.761495,-0.678477,-0.890848,-0.025702,-1.157297,-0.762110,-0.603092,0.359539,0.668842,-1.42687,-0.31403,0.69139
59150129,-1.453503,-1.166167,-0.959694,-1.043069,-0.025652,-1.316149,-0.633223,-0.561275,1.051618,2.235518,-1.74860,-0.14297,1.88137
59150130,-1.453452,-1.166167,-1.419868,-1.301846,-0.021264,-0.902805,-0.715725,-0.283103,0.806622,1.313851,-1.87189,-0.16722,1.07745
59150131,-1.453523,-0.531816,-0.226825,-0.205851,-0.025803,-0.054691,-0.465861,-0.397225,-0.581688,0.805904,-0.70879,-0.25054,0.62246
59150132,-1.453514,-1.166167,-1.240912,-0.236295,-0.025753,-1.345383,-0.850902,-0.717324,-0.581688,-0.252317,-1.29766,-0.96142,-0.18246
59150133,1.354670,-1.166167,-0.704042,-0.373294,-0.025753,-1.136252,-0.752190,-0.324314,-0.581688,1.425450,-0.67164,-0.66073,0.57862
59150134,-1.453500,-1.166167,-1.164216,-0.875626,-0.025753,-0.801644,-0.609792,-0.074880,-0.581688,1.300493,-1.54076,-0.44624,0.92750
59150135,-1.453514,-0.421057,-1.053434,-1.180069,-0.021415,-0.494075,-0.967945,0.244395,-0.581688,2.168731,-1.77529,0.20550,1.48186
59150136,-1.453528,-0.336385,-0.482477,-0.418961,-0.021617,-0.180229,-0.666976,-0.134744,-0.581688,0.813337,-0.98392,-0.06502,0.57587
59150137,1.371950,0.324053,-0.550651,-0.312406,-0.022626,-0.020892,-0.764449,0.795870,-0.581688,0.610355,-0.37677,0.42639,-0.11902
59150140,-1.453526,0.619668,-0.013781,-0.738626,-0.022878,-0.180229,-0.805148,0.795870,1.190623,-0.040941,-1.11798,1.16232,0.11756
59150141,0.546191,0.012095,-0.686999,-0.160184,-0.023735,0.648325,-0.415239,1.255432,0.079412,-0.386093,-0.33530,0.63355,-0.75036
59150142,0.872614,0.736885,0.122567,0.479146,-0.021869,0.165002,-0.456298,-0.755153,-0.581688,1.184969,0.35940,-0.01682,0.65481
59150143,0.696619,0.137776,-0.243868,-0.190628,-0.022424,0.433514,-0.586931,-0.205833,-0.581688,0.679550,-0.12214,0.02350,0.14049
59150145,-1.453523,-0.618511,-0.542129,-0.799515,-0.022121,-0.640537,-0.623567,-0.459720,-0.581688,0.594454,-1.15539,-0.41313,0.53517
59150146,-1.453523,-0.840181,-0.610303,-0.601627,-0.021617,-0.054691,-0.196063,-0.755153,-0.581688,-0.836707,-0.66443,-0.82300,-0.45074
59150147,0.823829,0.099425,-0.286477,-0.129740,-0.022121,0.068337,-0.536435,0.040243,-0.581688,0.263322,-0.13081,-0.01120,-0.15702
59150148,0.880391,-0.065965,-0.354651,-0.373294,-0.022676,-0.076660,-0.270244,1.721042,0.719853,1.500856,-0.59418,1.09940,0.72424
59150152,-0.129480,1.688410,1.486045,0.342147,-0.023433,2.791757,-0.546588,0.860496,1.294407,-0.204933,0.71217,2.05051,-0.42163
59150153,0.533011,0.618176,0.506045,0.829256,-0.022474,0.099688,-0.578648,1.571381,-0.581688,0.533588,0.12382,1.00221,-0.11096
59150157,-1.453520,-0.467626,-1.419868,-0.738626,-0.021869,-1.043306,-0.762110,-0.703453,1.897438,-0.836707,-1.46067,-0.10013,-0.29606
59150158,1.183426,-1.166167,1.017349,-0.190628,-0.021516,-0.494075,-0.808055,-0.459720,-0.581688,-0.204933,0.05825,-0.56035,-0.58238
59150159,-1.453528,-0.644590,-0.789260,-0.266739,-0.022020,-0.439152,-0.704597,-0.603092,-0.581688,0.617776,-1.01093,-0.47379,0.44591
59150160,-1.453523,-0.060650,-0.661434,-0.723404,-0.022020,-0.483358,-0.836271,-0.397225,-0.581688,1.094323,-1.22413,-0.08135,0.85251
59150161,1.315868,-0.840181,-0.831868,-0.418961,-0.022020,-0.684079,-0.967945,-0.893022,-0.581688,0.429473,-0.53649,-0.81617,-0.15735
59150162,-1.453526,-0.787603,-0.559173,-0.753848,-0.021667,-1.091638,-0.967945,-0.703453,-0.581688,-0.233465,-1.27723,-0.65778,-0.10869
59150163,-1.453520,-0.754395,-1.206825,-0.966958,-0.021919,-0.439152,-0.967945,-0.134744,-0.581688,0.516619,-1.55732,-0.28551,0.26016
59150164,-1.453528,-0.033796,-0.601781,-0.297184,-0.022020,0.013963,-0.810860,-0.397225,-0.581688,0.122293,-0.86938,-0.11699,0.05694
59150165,-1.453523,-0.692006,-1.078999,-0.677737,-0.021919,-0.251656,-0.787060,-0.205833,-0.581688,-0.411696,-1.21177,-0.41373,-0.37968
59150166,-1.453520,-1.166167,-1.002303,-0.571182,-0.021970,-0.725330,-0.967945,-1.272161,-0.581688,-0.135438,-1.21776,-1.03224,-0.10768
59150167,-1.453520,-1.166167,-1.232390,-0.921292,-0.022525,-0.578572,-0.967945,1.165161,-0.581688,-0.836707,-1.69536,-0.02029,-0.91604
59150174,-1.453511,-1.166167,-1.206825,-1.210513,-0.022222,-0.990771,-0.967945,-0.238146,-0.581688,1.500856,-1.85077,-0.43040,1.02993
59150175,-1.453528,-1.166167,-1.419868,0.052926,-0.022172,-0.640537,-0.764449,-0.893022,-0.581688,1.968368,-1.24484,-0.72061,1.33045
59150176,0.774987,0.074169,0.770219,-0.799515,-0.023483,1.564094,-0.835296,-1.272161,-0.581688,-0.836707,0.33307,-0.27258,-0.95811
59150177,0.808217,-1.166167,1.758741,1.194588,-0.023180,-2.251613,-0.616815,0.823081,4.466713,-0.836707,-0.00904,1.12130,-0.53208
59150178,-1.453526,-0.208168,-0.763694,-0.479849,-0.022172,-0.439152,-0.841835,-0.561275,-0.581688,-0.455064,-1.01144,-0.39665,-0.29929
59150179,-1.453523,-1.166167,-0.312042,0.342147,-0.022020,-0.698075,-0.582834,-0.893022,-0.581688,0.098318,-0.62069,-0.85351,0.08382
59150180,-1.453526,-1.166167,-0.934129,0.311703,-0.021314,-0.020892,-0.967945,-0.397225,-0.581688,1.646953,-1.05097,-0.32436,0.88613
59150181,-1.453526,0.208259,0.250393,-0.753848,-0.021617,0.433514,-0.967945,0.149610,-0.581688,2.322161,-1.05607,0.69882,1.58707
59150182,-1.453526,-0.140114,-0.686999,-0.555960,-0.021617,0.003894,-0.849351,-0.324314,0.783863,1.033343,-1.18157,0.37042,0.80754
59150183,0.880787,0.370623,0.028828,0.007260,-0.022121,0.037811,-0.589614,1.122401,-0.581688,0.332074,-0.16362,0.61908,-0.22692
59150184,-0.050320,2.585994,0.685002,0.052926,-0.024542,1.564094,-0.565526,1.571381,-0.581688,0.098318,0.24424,1.88393,-0.19198
59150185,1.075024,0.364548,-0.780738,-0.586405,-0.022626,0.384694,-0.846948,0.735045,-0.581688,-0.362419,-0.46955,0.37148,-0.82834
59150186,-0.240654,2.402518,1.920654,0.737923,-0.024794,1.373309,-0.408331,2.248415,0.392565,-0.111257,0.64044,2.47073,-0.26516
59150187,0.347033,1.510347,0.437871,0.220370,-0.023887,-0.129707,-0.763286,1.648234,1.610381,-0.467618,-0.24303,1.84289,-0.49872
59150188,0.421979,0.587411,-0.320564,0.281258,-0.024088,-1.136252,-0.408331,1.571381,-0.581688,-0.836707,-0.34557,0.49720,-0.84986
59150189,0.611040,2.045035,0.650915,-0.708182,-0.022726,-0.180229,-0.328386,1.165161,0.470062,-0.348261,-0.09881,1.40417,-0.16362
59150190,0.097365,1.627996,0.642393,-0.099296,-0.023887,-0.054691,-0.538161,2.140090,-0.581688,-0.375779,-0.20018,1.50350,-0.50576
59150191,0.100646,1.842931,0.258915,-0.845181,-0.024694,0.248333,-0.685935,2.519229,1.198197,-0.363277,-0.71767,2.28705,-0.41464
59150192,0.603347,-0.308310,0.139610,-1.103958,-0.024492,0.833427,-0.776419,2.045305,-0.216343,-0.631658,-0.67799,1.02341,-1.10309
59150193,-0.174192,0.366847,1.000306,0.494369,-0.024542,0.648325,-0.803655,2.319682,0.543969,-0.836707,-0.11635,1.66469,-1.11019
59150194,-0.106883,1.423353,0.770219,0.098593,-0.024391,-0.103511,-0.805148,1.571381,1.539342,-0.573320,-0.30247,1.83544,-0.49638
59150195,-1.453523,-0.669427,-0.661434,-0.647293,-0.022979,-0.228401,-0.839113,0.211426,-0.581688,-0.465666,-1.16785,-0.15135,-0.46745
59150196,1.264481,-0.165467,-0.618825,-0.890848,-0.023332,0.337617,-0.967945,-0.008364,1.071062,-0.836707,-0.53829,0.30905,-1.03764
59150197,-0.491283,2.506161,3.437524,0.220370,-0.024996,0.467078,-0.757267,2.346893,0.806622,0.565830,0.39405,2.92554,0.44150
59150198,0.305544,1.643738,-0.363173,-0.708182,-0.023987,1.131648,-0.967945,1.255432,1.599942,-0.112392,-0.61299,1.90724,-0.36399
59150199,0.238433,0.261122,1.111089,-0.632071,-0.024542,0.337617,-0.816185,2.140090,0.168750,-0.836707,-0.41300,1.41214,-1.03993
59150200,0.362503,0.696608,-0.465433,0.113815,-0.022777,0.722682,-0.717488,0.149610,1.401612,0.647460,-0.26940,0.97529,0.22795
59150201,0.976633,0.789747,-0.755173,-0.936514,-0.023382,0.433514,-0.794084,1.571381,0.927345,0.281258,-0.81337,1.39082,-0.23414
59150202,0.644497,0.531419,0.361175,-0.190628,-0.022172,0.722682,-0.725950,0.433964,0.204148,0.961418,-0.11676,0.85811,0.33168
59150203,1.042444,0.137776,-1.002303,-0.297184,-0.022020,-0.119306,-0.823529,-0.053500,1.153700,2.669637,-0.77469,0.66693,1.60319
59150204,-1.453523,0.116400,-0.763694,-1.058291,-0.022172,0.055155,-0.842717,-0.074880,0.101087,1.422937,-1.37864,0.42702,1.07647
59150205,1.298843,-0.021242,-0.789260,-0.221073,-0.021718,-0.119306,-0.671951,-0.324314,1.071062,2.470089,-0.51670,0.41992,1.47993
59150206,-1.453523,-0.607334,-1.189781,-0.738626,-0.021466,0.554778,-0.967945,0.400511,-0.581688,3.040226,-1.58377,0.45428,1.87127
59150207,1.099798,-0.514195,-0.908564,0.159481,-0.021516,-0.801644,-0.609792,-0.397225,-0.581688,2.101943,-0.46169,-0.41000,1.13261
