ID,Z_HAI,Z_DR,Z_LI,Z_GT,Z_DAV,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3
59150871,-0.249675,2.330770,1.579784,-0.403739,-0.025702,0.648325,-0.967945,2.519229,0.890762,0.792503,-0.38397,2.82489,0.39401
59150872,-1.453492,-0.036083,-0.661434,-1.225735,-0.025198,-0.251656,-0.967945,-0.134744,-0.581688,1.805755,-1.51897,0.20839,1.31144
59150873,-1.453528,0.892690,-0.593260,-0.753848,-0.025702,-0.578572,-0.799005,1.352647,0.615131,1.377826,-1.49587,1.36815,1.08635
59150874,0.253309,1.577193,-0.294999,-0.906070,-0.023634,-0.360349,-0.967945,1.165161,1.221312,0.438327,-0.96308,1.59003,0.24211
59150875,0.348787,1.903113,0.318567,-1.164847,-0.023533,-1.488472,-0.785214,2.140090,0.936776,0.332074,-1.09149,1.90335,0.32170
59150876,0.570343,1.983617,-0.542129,-0.997403,-0.022626,-0.076660,-0.800584,2.863901,0.860712,1.316311,-1.14616,2.44091,0.64533
59150877,0.344799,2.745661,-0.755173,-0.921292,-0.026308,-2.251613,-0.967945,3.602483,0.507183,-0.103354,-1.58850,2.44517,-0.13927
59150878,0.556174,1.698834,1.162219,-0.662515,-0.022575,-1.488472,-0.967945,2.140090,0.211632,0.085149,-0.67640,1.74870,-0.03504
59150879,1.063570,0.418371,-0.627347,-0.632071,-0.022474,-1.561152,-0.802134,2.367573,1.527138,0.050975,-1.18368,1.46915,-0.26547
59150880,0.411826,0.957397,0.565697,-0.860403,-0.023281,-0.511650,-0.805148,2.140090,1.203282,0.565830,-0.86076,1.87850,0.22426
59150881,-1.453517,-0.040846,-0.763694,-1.043069,-0.022273,-0.318321,-0.967945,1.122401,-0.581688,0.764363,-1.59808,0.62227,0.38731
59150882,1.346779,1.128772,-0.652912,-1.027847,-0.025652,0.165002,-0.844444,0.065977,0.343852,2.591718,-0.70336,0.90132,1.59306
59150883,-1.453472,-0.644590,-0.593260,-1.317068,-0.025147,-0.698075,-0.775390,0.537366,-0.581688,1.968368,-1.70638,0.22337,1.40461
59150884,-1.453478,0.686804,-0.320564,-1.454068,-0.025652,0.307155,-0.967945,1.002673,1.610381,1.869944,-1.65304,1.70942,1.44439
59150885,-0.560318,2.745661,1.903611,4.634795,-0.026308,2.279539,-0.749559,2.931337,6.768191,-0.566988,1.56505,4.78596,-0.70478
59150886,-1.453523,0.345221,0.071436,-1.149624,-0.021466,-0.578572,-0.788869,0.915179,2.969804,1.075844,-1.55034,1.70670,1.11716
59150887,-1.453500,0.029114,-1.257955,-1.210513,-0.025248,-0.180229,-0.446363,-0.268558,-0.581688,2.539772,-1.47070,0.04815,1.99161
59150888,-1.453526,-0.799433,-0.243868,-0.525516,-0.025501,-0.020892,0.267066,-0.561275,-0.581688,2.669637,-0.66909,-0.37584,2.21771
59150889,-1.453483,-1.166167,-0.201259,-1.286624,-0.025248,-0.698075,0.285591,-0.755153,-0.581688,2.325878,-1.01634,-0.71359,2.12452
59150890,-1.453509,-0.438385,-0.192738,-1.058291,-0.025501,-0.494075,-0.209146,0.352720,-0.581688,2.098837,-1.19350,0.15455,1.70225
59150891,-1.453523,0.029114,-0.397260,-1.103958,-0.025501,-0.698075,-0.251639,0.278862,-0.581688,2.020314,-1.25628,0.21676,1.72131
59150892,-1.453514,-0.913791,-0.192738,-0.677737,-0.025248,-0.698075,-0.237020,-0.865941,-0.581688,1.939149,-0.94642,-0.59858,1.66075
59150893,-1.453523,-0.212062,-0.917086,-0.753848,-0.025551,0.013963,-0.345070,-0.324314,-0.581688,2.552759,-1.15521,-0.01229,1.95791
59150894,-1.453526,0.708251,0.216306,-0.829959,-0.025652,0.307155,-0.221792,-0.134744,-0.581688,1.013863,-0.59001,0.35823,1.01297
59150895,1.339766,-0.620330,-1.113086,-0.084073,-0.025601,-0.318321,-0.161294,0.040243,-0.581688,1.990113,-0.33519,-0.34171,1.04106
59150896,-1.453509,-0.342624,-0.848912,-1.210513,-0.025551,-1.284967,-0.636322,0.278862,-0.581688,3.100241,-1.81109,0.17522,2.39209
59150897,-1.453503,-0.141640,-0.465433,-0.601627,-0.025501,-0.640537,-0.355717,-0.530367,-0.581688,1.329814,-0.95874,-0.26665,1.20814
59150898,-1.453494,-0.426091,0.710567,-1.286624,-0.025601,-0.511650,-0.787060,-0.238146,-0.581688,1.943097,-1.18224,0.15082,1.55154
59150899,-1.453526,-0.256439,-0.848912,-0.860403,-0.025450,-0.751645,0.075220,0.735045,0.740512,2.207561,-1.34722,0.55876,1.93224
59150900,-1.453526,-0.626604,-0.098999,-0.738626,-0.025501,-0.439152,-0.759717,-0.008364,-0.581688,1.903884,-1.22520,0.06877,1.36884
59150901,-1.453517,-0.787603,-1.232390,-0.966958,-0.025450,-0.578572,-0.582834,0.149610,-0.581688,2.481124,-1.64266,-0.06244,1.78105
59150902,-1.453511,-0.310454,-0.627347,-0.784293,-0.025551,-0.578572,-0.343259,-0.324314,1.153700,1.576261,-1.21899,0.27036,1.47978
59150903,-1.453492,-0.160268,0.173697,-0.982181,-0.025450,-0.801644,-0.298500,-0.397225,1.798273,1.834793,-1.13471,0.56227,1.85430
59150904,-1.453520,-1.166167,-0.584738,-1.043069,-0.025400,-0.511650,-0.180795,-0.053500,-0.581688,2.226306,-1.29714,-0.31377,1.74115
59150905,-1.453514,-1.166167,-0.917086,-0.723404,-0.025299,-0.494075,-0.189351,-0.640263,0.842220,1.920418,-1.23445,-0.26414,1.65098
59150906,-1.453511,-0.454925,-0.252390,-0.951736,-0.025450,-0.698075,-0.265684,-0.324314,-0.581688,2.188374,-1.13563,-0.17165,1.84501
59150907,-1.453511,-0.141640,-0.414303,-0.982181,-0.025349,0.087046,-0.479554,-0.134744,-0.581688,1.389543,-1.07101,0.07735,1.10157
59150908,-1.453517,-0.363740,-0.192738,-1.043069,-0.025551,-0.380686,-0.328386,-0.324314,1.198197,1.131767,-1.12441,0.30299,1.18386
59150909,-1.453478,-1.166167,-0.260912,-1.164847,-0.025299,-1.345383,-0.479554,-0.188907,-0.581688,1.321043,-1.43265,-0.48573,1.15259
59150910,-1.453497,-0.921677,-0.934129,-1.012625,-0.025400,-1.177562,-0.598715,-0.374200,-0.581688,2.280043,-1.60792,-0.41277,1.78295
59150911,-1.453511,-1.166167,-0.567694,-0.738626,-0.025450,-0.933460,0.000037,-0.238146,-0.581688,0.122293,-0.96959,-0.76218,0.33672
59150912,-1.453449,-0.245737,-0.618825,-1.377957,-0.025147,-0.698075,-0.408331,-0.603092,-0.581688,2.188374,-1.38193,-0.23379,1.88124
59150913,-1.453506,-1.166167,0.369697,-1.027847,-0.024996,-1.316149,-0.146493,-0.459720,-0.581688,0.916465,-0.99312,-0.65577,1.02163
59150914,-1.453497,-0.432699,0.966219,-1.043069,-0.025147,-1.251635,-0.436034,-0.561275,3.001048,2.085246,-1.17889,0.83947,2.18218
59150915,-1.453523,-0.065965,-0.388738,-0.708182,-0.025400,-1.177562,-0.180795,-0.053500,1.153700,1.939149,-1.21793,0.41044,1.87938
59150916,-1.453506,-0.156663,-0.499520,-1.088736,-0.025400,-0.020892,-0.565526,-0.324314,-0.581688,2.179503,-1.22825,0.07701,1.68490
59150917,-1.453511,-0.160268,-0.891521,-0.921292,-0.025299,-0.103511,0.065189,0.352720,-0.581688,2.050870,-1.11035,0.12980,1.68662
59150918,-1.453511,-0.661415,-0.618825,-0.860403,-0.025450,-0.640537,-0.771158,-0.561275,-0.581688,1.354758,-1.31487,-0.35322,1.04508
59150919,-1.453506,-1.166167,-0.431347,-1.073514,-0.025400,-1.714588,-0.213938,-0.053500,-0.581688,0.973019,-1.38763,-0.61800,1.00422
59150920,-1.453526,0.063265,1.392306,-0.753848,-0.025400,-0.180229,-0.098641,-0.134744,-0.581688,2.669637,-0.49344,0.39530,2.28915
59150921,0.181304,0.422393,2.568306,-0.388516,-0.022474,1.094469,0.742534,0.149610,-0.227527,-0.836707,1.19333,0.36024,-0.32947
59150922,-1.453506,0.019236,-0.695520,-0.982181,-0.025501,-1.091638,-0.777438,0.433964,-0.581688,2.421714,-1.64674,0.36641,1.84285
59150923,-1.453511,-0.383801,-1.138651,-1.088736,-0.025400,-0.892267,-0.516491,-0.188907,-0.581688,2.669637,-1.61538,-0.11233,2.09237
59150924,0.722808,1.348580,2.031437,-0.464627,-0.025652,0.648325,-0.360906,1.069580,-0.581688,0.523329,0.44500,1.25914,0.21726
59150925,0.603319,1.015429,0.812828,-0.084073,-0.025601,-0.640537,-0.131138,0.823081,0.507183,0.421980,0.05514,0.90495,0.38437
59150926,-1.453523,0.412290,0.224828,-1.043069,-0.025652,0.165002,-0.456298,-0.053500,-0.581688,0.393589,-0.77570,0.26995,0.48276
59150927,-1.453526,0.498441,-0.277955,-0.632071,-0.025551,-0.439152,-0.366007,0.244395,-0.581688,2.147415,-1.02157,0.44716,1.76354
59150928,-1.453514,0.175031,-0.397260,-1.134402,-0.025349,-1.136252,-0.384000,-0.865941,-0.581688,2.101943,-1.21733,-0.27381,1.96163
59150929,-1.453503,-0.087042,-0.431347,-1.225735,-0.025400,-0.439152,-0.551488,-1.272161,-0.581688,2.709940,-1.22010,-0.32100,2.27384
59150930,-1.453492,-1.166167,0.003262,-1.301846,-0.025198,-1.136252,-0.172049,-0.238146,-0.581688,2.747556,-1.35998,-0.34952,2.28659
59150931,-1.453492,-0.590898,-0.729607,-1.149624,-0.025198,-0.180229,-0.551488,-0.640263,-0.581688,1.775863,-1.28856,-0.31288,1.39833
59150932,-1.453438,-0.799433,-1.419868,-1.393179,-0.025097,-1.043306,-0.531173,-0.374200,-0.581688,0.916465,-1.68766,-0.59104,0.83034
59150933,-1.453486,-1.166167,0.284480,-1.027847,-0.024391,-1.043306,-0.746863,-0.459720,-0.581688,1.680668,-1.29065,-0.37596,1.33286
59150934,-1.453466,-0.607334,-1.010825,-1.347512,-0.024794,-1.043306,-0.541572,-0.513883,-0.581688,1.834793,-1.60920,-0.42508,1.54835
59150935,-1.453494,-0.661415,-0.934129,-1.271402,-0.025299,-1.671626,-0.144604,-0.513883,-0.581688,2.028692,-1.52607,-0.61262,1.89452
59150936,-1.453517,-0.099305,-1.078999,-0.921292,-0.024845,-0.545767,-0.375956,-0.615959,2.258038,2.457131,-1.46967,0.57384,2.23732
59150937,0.131784,2.400500,2.057002,-0.616849,-0.026308,0.536788,0.128443,-1.272161,-0.581688,-0.149189,0.96910,0.35966,0.44534
59150938,0.315019,2.093690,2.900654,-0.266739,-0.025349,0.307155,0.242032,-0.134744,-0.581688,1.968368,0.97532,1.05581,1.84102
59150939,-0.413962,0.964666,3.446046,-0.281961,-0.023332,2.076652,0.513140,0.915179,-0.581688,-0.836707,1.34958,1.14594,-0.46146
59150940,-0.871102,2.595206,4.477176,0.189925,-0.026308,-0.801644,-0.692443,0.000000,-0.581688,-0.836707,0.94333,1.29536,-0.05579
59150941,-0.176766,2.745661,4.221524,1.011922,-0.026308,-0.870690,0.225899,-1.272161,3.039991,0.179624,1.62978,1.55752,1.24454
59150942,-0.335820,2.567850,2.491611,-0.510294,-0.026308,-1.316149,-0.244403,0.000000,0.049362,-0.517949,0.33295,1.01422,0.31132
59150945,-1.453523,-1.166167,0.241871,-0.236295,-0.021718,-0.698075,0.542340,-0.397225,-0.581688,-0.836707,-0.19545,-0.95297,-0.19512
59150946,-1.039857,2.619473,5.815090,-0.297184,-0.026308,-2.251613,-0.856718,0.000000,-0.581688,-0.836707,0.75303,1.32242,0.24195
59150947,1.273276,0.122435,1.341176,-0.860403,-0.025450,-0.531311,0.822822,-0.603092,-0.581688,0.332074,0.71275,-0.52831,0.59695
59150948,-1.453506,-0.731519,1.665002,-0.997403,-0.025450,-0.076660,0.955026,-0.134744,0.703784,0.808244,-0.02412,0.05248,1.31934
59150952,-0.187372,-0.700473,-1.419868,1.240254,-0.026308,3.460385,-0.967945,-0.561275,3.292666,-0.619260,0.11761,0.94675,-1.15706
59150953,-1.453497,-0.263437,-0.951173,-1.286624,-0.025198,-0.439152,-0.479554,-0.134744,-0.581688,0.362043,-1.33595,-0.23298,0.41841
59150954,-1.453410,-1.166167,-0.652912,-1.454068,-0.025147,-1.091638,-0.560953,-0.268558,-0.581688,1.500856,-1.63133,-0.48780,1.23727
59150955,-1.453492,-1.166167,0.667958,-1.225735,-0.025349,0.013963,0.171634,-0.459720,-0.581688,0.851533,-0.60586,-0.49800,0.93284
59150956,-1.453503,-0.557660,-0.201259,-0.921292,-0.025601,-0.933460,-0.065038,0.477711,-0.581688,1.288350,-1.12345,-0.03354,1.18126
59150957,-1.453523,-0.644590,-0.712564,-0.373294,-0.025349,-1.091638,0.746619,-0.324314,-0.581688,1.500856,-0.64402,-0.71581,1.62868
59150958,-1.453520,0.137776,0.327088,-0.845181,-0.025551,-0.870690,-0.508774,-0.703453,-0.581688,2.626349,-1.00492,0.01679,2.24878
59150959,-1.453514,-0.065965,0.250393,-1.134402,-0.025299,-0.180229,-0.035254,-0.459720,-0.581688,1.713361,-0.77912,-0.07171,1.61943
59150960,-1.453489,0.182739,-0.465433,-1.332290,-0.025248,-0.511650,-0.364316,-0.134744,-0.581688,2.709940,-1.35201,0.21551,2.24543
59150961,-1.453486,-0.692006,-0.525086,-1.362735,-0.025400,-1.177562,-0.402440,-0.324314,-0.581688,2.085246,-1.51099,-0.32882,1.78717
59150962,-1.453514,-0.677188,-0.150129,-0.753848,-0.025349,-0.698075,-0.237020,-0.834693,1.209680,3.107930,-1.15031,0.13608,2.67966
59150963,-1.453509,-1.166167,-1.249434,-1.164847,-0.025450,-1.714588,-0.430715,0.040243,-0.581688,1.288350,-1.76957,-0.59076,1.11209
59150964,1.162555,0.994096,0.369697,0.433480,-0.025299,-0.180229,0.042971,1.994888,-0.581688,0.558853,0.27846,1.06381,0.07699
59150965,-1.453514,-0.327918,0.616828,-0.540738,-0.025551,0.648325,0.589243,-0.134744,-0.581688,1.097827,-0.07691,-0.08109,1.15492
59150966,1.031725,-0.495568,1.221871,-0.723404,-0.025551,0.087046,1.078645,-0.459720,-0.581688,0.591803,0.79116,-0.61120,0.70497
59150967,1.199264,-0.363740,0.471958,-0.464627,-0.025551,-0.933460,0.562625,-0.324314,-0.581688,1.321043,0.25050,-0.55808,1.10708
59150968,-1.453514,-0.426091,0.028828,-0.921292,-0.025349,-0.751645,0.396448,0.149610,-0.581688,1.690388,-0.80467,-0.15343,1.66756
59150969,-1.453509,-1.166167,-0.235346,-1.027847,-0.025248,-0.545767,0.122087,-0.134744,-0.581688,1.557869,-1.00549,-0.46763,1.39165
59150970,-1.453506,-0.754395,-0.755173,-1.027847,-0.025450,0.467078,0.161367,-0.419098,-0.581688,2.701226,-0.96107,-0.25081,2.14791
59150971,-1.453500,-0.840181,-0.150129,-1.027847,-0.025349,-0.972229,-0.339606,-0.374200,-0.581688,1.943097,-1.22325,-0.35608,1.65241
59150972,-1.453517,-0.320366,-0.712564,-1.119180,-0.025551,-0.318321,0.008837,0.040243,-0.581688,1.437678,-1.10924,-0.12616,1.30447
59150973,-1.453520,0.704707,-0.951173,-0.906070,-0.025551,-1.043306,-0.828042,-0.798237,0.625538,2.313921,-1.50396,0.34213,2.05631
59150974,1.363041,0.498441,-0.201259,-0.982181,-0.025551,-0.698075,-0.626847,0.352720,-0.581688,1.602489,-0.58956,0.31970,0.89976
59150975,0.955167,0.528959,-0.831868,-0.769070,-0.021566,0.307155,-0.831246,0.795870,1.038007,0.955424,-0.78588,1.04563,0.31116
59150976,-1.453514,-0.570889,-0.993781,-0.890848,-0.025400,-0.933460,0.085447,-0.419098,0.927345,1.864476,-1.25426,-0.10190,1.82776
59150977,-1.453523,0.056279,-0.064912,-0.875626,-0.025551,-0.439152,-0.623567,0.081907,0.286006,1.315335,-1.15601,0.47410,1.14841
59150978,-1.453509,-0.661415,-0.312042,-1.256179,-0.025299,-0.180229,-0.189351,-0.459720,-0.581688,0.770367,-1.00894,-0.41073,0.79504
59150979,-1.453520,-1.166167,0.471958,-0.464627,-0.025047,-1.136252,0.424873,-0.513883,0.761838,1.968368,-0.64903,-0.30115,2.00446
59150980,-1.453509,-0.475844,-0.448390,-1.043069,-0.025248,-0.251656,0.065189,-0.324314,-0.581688,0.125819,-0.81996,-0.46633,0.40182
59150981,-1.453506,-1.166167,-0.559173,-1.180069,-0.024946,-0.933460,0.506804,-0.238146,-0.581688,1.860481,-1.05936,-0.68127,1.79876
59150982,-1.453520,-0.554944,-0.593260,-0.540738,-0.025450,-0.020892,-0.153960,-0.513883,2.105364,1.939149,-1.02194,0.44957,1.77212
59150983,-1.453497,-1.166167,-0.959694,-1.103958,-0.025400,-0.684079,0.003789,-0.496650,-0.581688,2.138373,-1.29207,-0.64907,1.80260
59150984,-1.453497,-1.166167,-0.925608,-0.951736,-0.025248,-0.251656,0.065189,-0.603092,-0.581688,1.939149,-1.09128,-0.66803,1.61994
59150985,-1.453452,-0.593704,-0.363173,-1.195291,-0.025299,-0.292196,0.281427,-0.419098,-0.581688,1.215787,-0.85779,-0.46737,1.28015
59150986,1.273078,-1.166167,1.792828,-0.555960,-0.025248,-0.801644,1.228278,-0.324314,-0.581688,0.202210,0.91333,-0.93016,0.47038
59150987,-1.453523,1.055365,-0.312042,-0.525516,-0.025400,-0.001661,-0.350439,0.749914,0.960879,-0.259531,-0.81339,1.05664,0.09092
59150992,0.312077,-0.821005,0.429349,0.631368,-0.022928,0.307155,1.679275,-0.865941,2.591593,-0.836707,1.16903,-0.40290,0.03686
59150993,1.152006,-0.514195,-0.448390,0.479146,-0.022827,-0.221657,1.634913,-0.817194,0.989984,-0.836707,1.08229,-0.95993,-0.16551
59150994,-1.453528,-1.166167,1.102567,-0.114518,-0.022121,-0.439152,1.494359,-0.798237,-0.581688,-0.836707,0.59023,-1.23027,0.16760
59150995,-1.453528,-1.166167,-0.201259,-0.555960,-0.021819,0.536788,0.606355,-0.834693,-0.581688,-0.836707,-0.10928,-1.03071,-0.28192
59150996,0.728379,-0.464044,0.540132,0.022482,-0.022928,0.368812,1.262314,-1.272161,-0.581688,-0.836707,1.19028,-1.22974,-0.26168
59150997,1.157662,-0.383801,-0.414303,0.387814,-0.022121,-0.990771,2.374819,-0.798237,2.889088,-0.836707,1.13951,-0.68945,0.35591
59150998,1.149064,-1.166167,-0.431347,0.022482,-0.022474,-0.372024,2.099114,-1.272161,-0.581688,-0.836707,1.19595,-1.94927,-0.09560
59151002,-0.447079,1.650349,3.292654,0.509591,-0.024441,1.062601,1.056400,-0.238146,-0.026364,-0.836707,1.84700,0.67087,0.04965
59151008,0.170840,0.961318,0.855436,0.007260,-0.022878,0.099688,1.607815,-0.134744,-0.581688,0.803688,1.04785,-0.11821,1.21556
59151013,0.096743,1.621010,1.315610,0.661812,-0.021768,0.946848,1.364566,-0.615959,-0.061072,-0.602951,1.66062,0.10825,0.16312
59151014,0.491127,-0.413892,1.017349,1.225032,-0.021869,0.536788,1.590293,-0.755153,-0.581688,-0.117457,1.72020,-0.89899,0.22721
59151015,1.175055,-0.409039,0.267436,0.631368,-0.022222,-0.640537,1.643590,-0.937627,1.209680,-0.836707,1.27432,-0.89252,-0.03861
59151016,0.678519,-0.607334,0.523089,-0.038407,-0.021667,-0.137075,2.146432,-0.937627,-0.581688,-0.645886,1.35867,-1.41334,0.18734
59151017,0.260209,-0.586637,1.767263,0.814034,-0.025601,-0.380686,3.011537,-0.397225,-0.581688,-0.836707,2.15169,-1.27473,0.35497
59151018,-1.453526,-0.564347,1.792828,-0.479849,-0.025702,0.433514,1.643590,-0.755153,-0.581688,-0.836707,0.90989,-0.81961,0.24373
59151019,0.598200,-1.166167,2.389350,0.235592,-0.025501,-0.751645,2.080168,-0.397225,-0.581688,-0.836707,1.66884,-1.19860,0.06554
59151020,0.992216,-1.166167,0.855436,-0.297184,-0.021667,-0.119306,0.822822,-0.513883,0.806622,-0.836707,0.68230,-0.65619,-0.40645
59151022,1.338465,-0.764954,-0.439868,-0.434183,-0.021365,-0.343759,0.595423,-0.513883,0.806622,-0.836707,0.27539,-0.69327,-0.51301
59151023,0.971882,-0.607334,1.051436,-0.205851,-0.025652,0.234048,1.487138,-0.834693,-0.581688,-0.836707,1.29105,-1.09978,-0.22867
59151024,0.802080,-1.166167,1.988828,0.007260,-0.025753,-0.684079,0.988355,-0.937627,-0.581688,-0.836707,1.15898,-1.20480,-0.26582
59151025,-1.453528,-1.166167,-0.993781,-0.510294,-0.022020,-0.933460,1.138839,-0.362228,0.514346,-0.836707,-0.47186,-0.98971,0.07303
59151026,0.896088,-0.770032,0.489002,0.144259,-0.022474,-0.413624,0.421443,-0.503636,0.999931,-0.602951,0.50019,-0.43289,-0.31357
59151027,0.954687,-1.166167,0.037349,-0.023185,-0.021566,-0.494075,1.110623,-1.272161,-0.581688,-0.836707,0.81121,-1.63150,-0.34179
59151028,1.136027,-1.166167,0.471958,-0.129740,-0.021819,-0.054691,0.538307,-0.834693,1.209680,-0.836707,0.59193,-0.66651,-0.49731
59151029,-1.453528,-0.626604,-1.232390,-0.251517,-0.022474,-0.698075,0.863521,-0.798237,-0.581688,-0.836707,-0.33690,-1.24309,-0.05159
59151030,1.139505,-0.317374,0.173697,-0.007963,-0.022222,0.263639,0.745443,-0.625901,1.382902,-0.836707,0.74000,-0.29667,-0.40723
59151031,0.075475,-1.166167,2.253002,1.514253,-0.022827,0.800953,0.348795,-0.703453,-0.581688,-0.836707,1.54920,-0.65063,-0.72913
59151032,1.044084,-1.166167,0.923610,-0.464627,-0.022222,-0.640537,0.842943,-0.755153,-0.581688,-0.836707,0.68558,-1.22740,-0.39499
59151033,-1.453526,-1.166167,0.523089,-1.012625,-0.021415,-1.215921,0.641733,-0.703453,-0.581688,-0.836707,-0.40094,-1.14534,0.03919
59151034,1.207154,-1.166167,0.250393,-0.464627,-0.021667,-0.892267,0.721457,-0.755153,-0.581688,-0.836707,0.45059,-1.33479,-0.46385
59151035,-1.453557,-1.166167,-1.419868,-1.682400,-0.022575,-1.345383,-0.221792,-1.272161,-0.581688,-0.836707,-1.45343,-1.44569,-0.19621
59151036,-1.453517,-1.166167,-1.419868,-0.571182,-0.022273,-0.870690,0.242032,-0.561275,-0.581688,-0.836707,-0.88424,-1.19422,-0.30844
59151037,-1.453528,-1.166167,-0.576216,-0.784293,-0.022121,-1.398690,0.311174,-0.755153,-0.581688,-0.836707,-0.77375,-1.26297,-0.12103
59151038,1.141372,-1.166167,-0.073433,-0.449405,-0.025753,-0.251656,1.489970,-0.865941,1.333223,-0.836707,0.70672,-0.99717,-0.14248
59151039,-1.453526,-1.166167,-0.559173,-0.692960,-0.025753,-0.587714,0.935285,-1.035199,-0.581688,-0.836707,-0.28060,-1.42811,0.00086
59151040,0.787827,-0.764954,-0.294999,0.281258,-0.022172,-0.640537,0.512027,-0.268558,1.153700,-0.357207,0.24992,-0.41544,-0.13257
59151041,0.494407,-0.249332,-0.567694,-0.023185,-0.024290,1.292755,-0.251639,0.705955,0.069082,-0.836707,0.01919,0.31786,-1.07335
59151042,0.683949,0.151949,0.719089,-0.084073,-0.023029,-0.237767,0.151284,-0.662831,1.229152,-0.836707,0.46228,-0.02298,-0.37067
59151043,0.683921,0.345221,0.744654,0.098593,-0.021314,-0.054691,0.737547,1.447749,-0.581688,1.033343,0.44798,0.58211,0.74357
59151044,0.633608,-1.166167,1.903611,0.722701,-0.025702,-0.439152,2.569372,-0.755153,0.486243,-0.836707,1.98355,-1.22040,0.23110
59151045,1.278735,-0.351203,0.395262,0.037704,-0.021768,0.055155,1.901873,-0.937627,-0.581688,-0.544512,1.43836,-1.27588,0.07646
59151046,1.042331,-1.166167,1.136654,0.296481,-0.025702,-0.640537,0.134065,-0.238146,-0.581688,0.409993,0.51944,-0.64392,0.14451
59151048,0.861641,-0.774984,0.241871,-0.205851,-0.025803,0.037811,2.128870,-0.916718,-0.581688,-0.369195,1.24929,-1.43969,0.30687
59151049,1.194145,0.327440,-0.516564,0.174703,-0.022071,-0.764466,0.293158,0.860496,-0.581688,-0.576978,0.17815,-0.07243,-0.55161
59151050,0.307270,0.137776,1.145176,0.129037,-0.023029,0.165002,1.197879,-0.538344,1.963548,-0.719829,1.00843,0.10735,0.10403
59151051,0.252743,0.037473,0.097001,0.220370,-0.023180,0.722682,0.623847,0.894347,-0.581688,-0.836707,0.53117,0.09523,-0.69597
59151053,-1.453523,-1.166167,0.497523,-0.510294,-0.025753,0.108801,2.234088,-0.937627,1.401612,-0.836707,0.61320,-0.92793,0.51557
59151057,0.256052,-0.405533,0.642393,-0.510294,-0.024290,0.685033,0.297614,0.623534,1.907696,-0.836707,0.12564,0.68836,-0.52126
59151058,0.244768,0.789747,2.005871,0.996700,-0.021768,-0.511650,0.957610,-0.238146,-0.581688,-0.191862,1.41881,-0.12616,0.31446
59151059,0.840288,-1.166167,1.315610,-0.586405,-0.025803,-0.180229,0.868739,-0.703453,-0.581688,-0.836707,0.78212,-1.07315,-0.38832
59151061,1.168381,-0.622857,2.534219,-0.084073,-0.025702,0.467078,0.900681,-0.324314,-0.581688,0.202210,1.38802,-0.37244,0.26902
59151062,0.976520,-0.607334,0.190741,-0.753848,-0.025803,0.165002,0.693591,-0.865941,-0.581688,-0.836707,0.52365,-1.02249,-0.46973
59151063,1.082801,-0.573465,0.352654,-0.053629,-0.021718,-0.318321,0.538307,-0.513883,-0.581688,-0.836707,0.63618,-0.88260,-0.57308
59151064,1.010853,-0.320366,0.471958,0.996700,-0.025753,0.037811,0.464668,-0.419098,-0.581688,-0.836707,1.06605,-0.68138,-0.70986
59151065,-1.453520,-0.805867,-0.525086,-0.784293,-0.021869,-0.066729,0.706349,-0.916718,-0.581688,-0.836707,-0.29435,-1.11017,-0.10585
59151066,1.034666,-0.441754,0.966219,0.250814,-0.021718,-0.578572,0.957610,-0.834693,-0.581688,-0.836707,1.08958,-1.05448,-0.33142
59151067,0.998692,-1.166167,0.344132,-0.175406,-0.021415,-0.578572,1.322570,-1.272161,-0.581688,-0.836707,0.92338,-1.65865,-0.23564
59151068,1.326445,-1.166167,-0.473955,-0.205851,-0.021365,-0.640537,1.474009,-0.798237,-0.581688,-0.836707,0.75543,-1.62381,-0.33138
59151072,-1.453526,-1.166167,0.284480,-0.099296,-0.021869,-1.043306,0.660025,-0.561275,-0.581688,-0.836707,-0.12111,-1.10790,-0.09972
59151073,-1.453520,-1.166167,-1.053434,-0.845181,-0.025501,-1.345383,1.474009,-0.865941,-0.581688,-0.836707,-0.39534,-1.67586,0.24766
59151074,0.950558,-0.426091,0.199262,-0.373294,-0.023029,0.138445,0.139746,-0.183145,0.162050,-0.836707,0.28102,-0.31098,-0.68594
59151075,-1.453523,-1.166167,-1.419868,0.144259,-0.021314,-0.990771,-0.025436,-0.865941,-0.581688,-0.836707,-0.71764,-1.29175,-0.41268
59151076,-1.453523,-1.166167,-0.738129,-0.677737,-0.025753,-0.380686,0.285591,-0.916718,-0.581688,-0.252317,-0.63292,-1.12642,0.15416
59151077,1.104069,-0.245737,1.741698,-0.373294,-0.025753,-0.892267,-0.279189,-0.972841,-0.581688,-0.035257,0.47032,-0.56728,0.02155
59151078,-1.453526,-0.360790,0.105523,-0.510294,-0.025753,0.013963,0.737547,-0.798237,-0.581688,1.363352,-0.17264,-0.56636,1.52941
59151079,0.697637,0.730477,0.872480,-0.007963,-0.021718,1.131648,0.524360,-0.640263,0.719853,-0.836707,1.01689,0.16560,-0.40791
59151080,0.323673,-1.033562,-0.243868,1.148921,-0.023987,0.330523,-0.163928,1.118063,0.960879,-0.556999,0.13479,0.39061,-0.86262
59151081,1.198500,-1.166167,1.042915,-0.449405,-0.025652,-0.990771,1.357726,-0.703453,-0.581688,-0.836707,0.90870,-1.38707,-0.20240
