ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3
59090397,0.155971,-0.596721,-0.376522,-0.839827,-0.476662,0.872816,-0.941087,-0.780292,-0.811144,0.432732,-0.028083,-0.199679,-1.102,0.00246,0.16199
59090398,0.104332,0.116671,-0.392044,-0.682332,-0.31195,-0.119444,-0.734301,0.294266,-0.811144,-0.99695,-1.024909,-0.361861,-0.53069,-0.73353,-0.47883
59090399,0.383924,-1.270481,-0.410006,-1.484807,-0.513265,0.727994,-0.39496,-0.462779,-0.437785,1.147573,-0.315048,0.058206,-1.2453,0.12024,0.15799
59090400,-0.141851,-0.165095,-0.198748,-0.554836,-0.128936,0.432299,-0.941087,-0.890286,-0.406672,-0.99695,0.208008,0.220391,-0.40965,-0.42844,0.27284
59090403,2.456229,-1.270481,-1.243168,-1.484807,-0.860992,1.152851,-0.941087,-0.790007,-0.811144,-0.425077,-0.078427,-0.703108,-1.54616,-1.08042,0.53294
59090404,0.056569,-0.363497,-0.790586,-1.117319,0.218791,0.690156,-0.527515,-0.843605,-0.496991,0.367746,1.144111,-0.236064,-0.78859,-0.00378,0.1583
59090461,-0.749678,-0.62441,-0.126313,-0.524837,0.273695,-0.466935,-0.941087,0.298026,-0.593978,0.289764,0.234522,0.051579,-0.68938,0.41329,-0.57777
59090462,-0.053899,-1.270481,-0.8254,-0.952324,-0.568169,0.187052,-0.691977,-0.950012,-0.811144,-0.99695,-0.202964,0.074009,-1.00807,-0.71544,-0.11634
59090465,-0.775159,-0.363497,-0.914681,-0.029853,0.456709,-1.481096,-0.941087,1.392038,-0.811144,0.671012,1.74584,-0.458693,-0.79803,0.95293,-1.21572
59090466,0.55246,-0.38061,-0.385645,-1.042321,0.07238,0.26159,-0.659913,-0.295446,-0.811144,-0.282109,1.851897,-0.01748,-0.87826,0.28383,0.30932
59150004,0.5999,-1.270481,-0.259973,-0.75733,-0.751184,1.937015,-0.941087,-0.255705,-0.811144,-0.139141,0.052122,-0.345578,-1.11446,-0.19439,0.68216
59150005,0.327589,-0.230117,-0.051001,0.187641,-1.062308,0.387826,-0.941087,0.880901,-0.811144,-0.99695,-0.263107,0.574296,-0.54609,0.05978,0.49389
59150006,0.503082,-0.287915,-0.252381,-0.652333,-0.9708,1.061188,-0.941087,-0.654847,-0.811144,0.718669,-0.18075,0.458262,-1.12337,0.31663,0.7337
59150007,1.029092,0.516002,-0.7803,-0.794829,-0.641375,2.332402,-0.34945,-1.567173,-0.811144,-0.99695,0.039883,0.879942,-0.42449,-0.75937,1.82402
59150008,7.599254,0.301624,-0.965447,-1.034821,-1.391733,5.194208,-0.941087,-0.760116,-0.811144,-0.337097,0.394813,0.674508,-1.20499,-1.13374,4.77614
59150009,2.162723,1.409243,-1.243168,-1.484807,-0.751184,1.443443,-0.941087,0.111506,-0.811144,-0.99695,-1.024909,0.160923,-0.65774,-1.27707,1.09679
59150010,3.057509,-1.270481,-1.243168,-1.297313,-1.080609,1.789532,-0.401873,-0.474283,-0.811144,-0.109561,-1.024909,0.044038,-1.37009,-1.08129,1.25778
59150012,2.88865,0.015787,-1.003566,-0.487338,-0.860992,2.371604,-0.216633,-1.567173,-0.143974,-0.46082,-0.106265,-0.703108,-0.54929,-1.33738,1.52331
59150013,-2.227249,-1.270481,-1.243168,0.720124,-1.501541,2.520127,0.242188,-1.567173,-0.811144,-0.99695,-1.024909,-0.968964,-0.39529,-1.10986,-0.0701
59150014,1.606975,-0.803519,-0.796786,1.15511,-0.751184,1.721697,1.056805,-0.707194,-0.648542,-0.99695,-0.383117,-0.783229,0.01018,-1.04196,0.79554
59150015,3.08575,0.355834,-1.243168,-1.06482,-1.172116,2.384517,0.130558,-0.255705,-0.811144,-0.99695,0.313686,1.097115,-0.63742,-0.80128,2.46617
59150016,4.319868,-0.091402,-0.80675,-0.982323,-1.410034,4.503721,-0.941087,0.181451,-0.379707,-0.077869,0.090587,0.806573,-0.9187,-0.60163,3.58493
59150017,4.102513,2.197397,-0.734014,-0.839827,-1.135513,3.663087,-0.529513,-0.13648,-0.811144,-0.282109,-1.024909,1.561983,-0.32366,-0.73681,3.54238
59150018,-2.227249,-0.533557,-0.872874,-0.802328,-1.629651,5.1262,-0.682918,-1.567173,-0.811144,-0.251029,-0.315048,0.777225,-0.70289,-0.30816,2.10023
59150019,3.127583,-0.544894,-1.243168,-0.922325,-1.044006,2.901744,-0.34945,0.531176,-0.811144,-0.43751,0.672585,1.29081,-0.90867,-0.29012,2.72706
59150020,-2.227249,-0.12016,-0.941447,-1.484807,-1.556446,3.711077,-0.941087,-1.567173,-0.811144,-0.384229,0.131902,-0.634183,-1.02423,-0.59748,0.74569
59150021,-2.227249,-1.270481,-0.564295,-1.484807,-1.721158,-1.964099,-0.941087,-1.567173,-0.811144,-0.99695,0.812379,1.157882,-1.5208,0.24473,-0.88223
59150022,-2.227249,-1.270481,-1.243168,-0.937324,-1.519843,2.731553,0.373663,0.284312,-0.811144,-0.99695,-1.024909,0.094459,-0.58537,-0.7821,0.38119
59150023,5.572334,-0.471105,-1.243168,-1.034821,-1.281924,3.572573,-0.696272,-1.567173,-0.811144,-0.99695,0.276503,0.252536,-1.22388,-1.48212,3.22501
59150024,8.443078,0.077038,-1.243168,-0.869826,-1.556446,3.785055,0.210208,-0.567959,-0.811144,0.289764,0.090587,0.967985,-1.23343,-0.9798,4.43122
59150025,3.658789,-1.270481,-0.89651,-0.959823,-1.263623,4.690943,-0.497359,-0.517999,-0.811144,-0.172134,0.304193,0.377284,-1.18745,-0.67656,3.18691
59150027,1.718559,-1.270481,0.468772,0.637626,-0.751184,3.402642,-0.187142,-0.867724,-0.524792,0.5757,-0.345911,-0.248456,-0.54413,0.03103,1.84875
59150028,3.150598,0.077038,-0.720958,-0.487338,-1.044006,1.7047,-0.941087,-1.567173,-0.811144,0.534852,0.146362,0.838855,-1.17807,-0.15418,2.04678
59150029,3.136654,-1.270481,-0.40043,-0.11235,-1.172116,2.284915,-0.941087,0.181451,-0.811144,-0.99695,-1.024909,1.836273,-0.83861,-0.49935,2.58562
59150030,2.966093,-0.457323,-0.929842,-0.76483,-1.117212,2.853047,-0.691977,0.531176,-0.811144,-0.52039,0.176395,1.855754,-0.85397,-0.17189,2.93128
59150031,2.448068,-0.471105,-0.763964,0.600128,-0.714581,3.758353,2.676569,-0.255705,-0.398943,-0.629318,-0.424257,0.769324,0.60952,-0.84487,2.77461
59150032,5.882721,0.077038,-0.903732,0.037645,-1.410034,5.150174,-0.586105,-0.567959,-0.811144,0.075311,0.276503,1.29081,-0.82524,-0.50105,4.64796
59150033,6.806159,-1.270481,-0.821799,-0.11235,-1.391733,4.916679,-0.330364,0.111506,-0.811144,0.432732,-1.024909,0.989507,-1.14276,-0.78629,4.28579
59150034,2.566874,-1.270481,-0.988591,-0.809828,-0.787786,3.364687,-0.941087,-0.692861,-0.811144,-0.568046,0.486408,2.138226,-0.99391,-0.24049,3.21223
59150035,1.115106,0.355834,0.372081,0.51763,-0.915896,2.294165,0.741793,0.181451,-0.571457,0.357486,-0.217136,-0.356144,-0.03942,0.15898,1.23357
59150036,3.085398,-0.497314,-0.763964,-0.862327,-1.281924,2.384336,0.094279,-0.401424,-0.470536,-0.139141,-0.132512,2.259285,-0.71711,-0.19094,3.01034
59150037,2.526743,-1.270481,-0.988591,1.185109,-1.336829,2.540656,3.465593,0.375743,-0.811144,0.432732,-1.024909,1.855754,0.26029,-0.03901,2.62205
59150038,1.387975,-1.270481,-0.952223,-0.322343,-1.062308,2.601383,-0.603008,0.181451,-0.811144,-0.99695,0.052122,1.93646,-0.71536,-0.22387,2.41385
59150039,1.65876,0.736461,-0.773179,-0.299844,-1.300226,2.247637,-0.203461,-1.567173,-0.385384,1.147573,0.777046,2.333783,-0.6285,0.66907,2.89131
59150040,-0.017318,0.000315,0.159949,-0.009344,-0.011557,-0.015272,0.073781,0.007786,0.015863,0.13304,0.018189,-0.119297,-0.00558,0.08348,-0.06229
59150041,3.751115,-1.270481,-0.079386,-1.124818,-1.281924,2.789409,-0.941087,-1.567173,-0.811144,0.432732,0.090587,1.29081,-1.54274,-0.05085,2.8503
59150042,2.488257,0.004199,-0.790586,-0.959823,-0.934198,1.840115,-0.941087,-0.517999,-0.811144,-0.46082,-1.024909,2.507612,-0.81924,-0.38951,2.57436
59150043,-0.929956,-0.287915,0.45908,-0.472339,1.518191,-0.188748,-0.941087,0.531176,-0.500012,1.362026,0.373624,-0.092037,-0.37829,0.97545,-0.61742
59150044,-1.058244,-1.270481,2.13969,0.375135,1.24367,-0.621274,0.605371,2.367232,-0.493911,1.054333,0.827949,-0.202939,0.1191,1.90317,-0.78345
59150045,-0.626556,0.226762,0.532345,0.037645,0.822738,0.18449,-0.139514,0.181451,-0.811144,1.290542,-0.624474,-0.737192,-0.24939,0.56833,-0.70484
59150046,-0.836045,0.004199,-0.370332,0.247639,1.719507,-0.617141,-0.629015,0.930862,-0.811144,1.092585,0.344999,-0.484727,-0.1786,0.67635,-1.03965
59150047,-0.880021,0.250911,1.246032,1.267607,0.566518,-0.137347,-0.310007,0.089418,-0.451613,1.711922,-0.446504,0.370161,0.09513,1.42905,-0.13409
59150048,4.244246,-1.270481,-0.848984,-1.06482,-1.48324,2.480951,-0.941087,-0.692861,-0.811144,-0.043829,-1.024909,1.217914,-1.50026,-0.74115,2.58325
59150049,0.687646,-1.270481,-0.564295,-0.697332,-1.080609,2.032443,-0.941087,-0.213399,0.267448,0.534852,0.276503,1.29081,-0.80705,0.22131,1.73536
59150050,1.11129,0.641538,-1.243168,-0.817328,-0.074031,1.749222,-0.941087,-0.790007,-0.01021,-0.43751,-0.132512,2.001025,-0.14169,-0.54131,2.08772
59150051,0.90509,-1.270481,-0.749442,-0.149849,-0.110634,1.89994,0.636613,-0.168274,0.267448,-0.568046,-0.04885,1.855754,0.19736,-0.3706,1.99361
59150052,0.358824,-1.270481,-0.616516,-0.42734,-0.238744,1.136842,0.044975,2.298208,-0.811144,-0.077869,-1.024909,2.85527,-0.34728,0.56735,1.61577
59150053,3.358384,0.543486,-0.467314,-0.869826,-1.22702,2.527431,1.503055,-0.984299,-0.811144,-0.46082,0.090587,1.398419,-0.30332,-0.48747,2.85826
59150054,1.299729,1.471562,-0.323405,-0.914825,-0.421758,2.269312,-0.222135,0.45047,-0.811144,0.146796,-0.017364,3.113209,-0.12657,0.63547,2.97327
59150055,0.835985,-0.665825,0.086868,-0.74233,-0.732882,1.503096,-0.941087,-0.33285,-0.811144,-0.139141,1.786142,1.5214,-0.96993,0.87913,1.84177
59150056,-0.373474,2.019971,1.319029,-0.059852,0.456709,1.516028,0.546459,0.603533,-0.811144,0.921834,-0.26925,0.197371,0.44033,0.95489,0.74629
59150059,-0.14599,0.203367,0.71802,1.537598,0.182188,0.913059,1.023596,-0.14937,-0.607636,1.415639,-0.253702,-0.742987,0.27361,0.78985,0.02647
59150064,-0.208637,0.450802,0.076862,0.165141,-0.128936,-0.478018,2.242613,0.072162,-0.666042,0.491086,-0.301902,-0.383097,0.26017,0.19662,-0.51265
59150067,-0.082492,0.116671,-0.524362,-0.652333,-0.403457,-0.329465,-0.248438,2.209856,-0.416537,0.075311,-1.024909,0.360315,-0.34677,0.0661,-0.33203
59150068,0.151362,-1.270481,0.114577,-0.307344,-0.9708,0.158208,0.813883,-0.255705,-0.811144,1.862415,-1.024909,0.085597,-1.02958,0.69652,-0.15554
59150069,-0.602748,-1.270481,0.68626,0.390134,-0.110634,-0.031925,0.729419,-1.567173,-0.811144,1.79093,-0.202964,0.189895,-0.66919,1.02829,-0.18641
59150070,0.353452,-1.270481,-1.243168,-0.629834,-0.531567,0.204759,-0.941087,-0.654847,-0.811144,1.147573,0.016221,3.399933,-1.21777,0.96678,1.66548
59150071,0.394756,-0.38061,-0.814406,-1.162317,-0.366854,0.26765,-0.642154,-0.583572,-0.811144,-0.217124,2.673842,3.672735,-0.85674,1.30559,2.32494
59150072,0.32386,-1.270481,-0.039712,-0.082351,-0.586471,0.597565,0.38595,0.531176,-0.508735,0.952617,-1.024909,1.188093,-0.55703,0.54282,0.66469
59150073,0.516615,-1.270481,-1.058021,-0.794829,-1.208719,-0.197195,0.697294,-0.401424,-0.317133,1.385854,0.039883,-0.249945,-1.15047,0.14741,-0.27186
59150074,0.03646,-0.69532,0.708591,-0.907325,-1.190417,-0.406061,-0.041131,1.123018,-0.811144,3.292097,1.252562,-0.968964,-1.70089,2.16361,-0.74947
59150075,-0.597699,0.158705,-0.773179,0.907618,0.969149,0.323774,-0.323726,-0.462779,0.126762,0.322756,0.176395,2.211459,0.5525,0.43773,1.13846
59150076,2.467238,-0.198591,-0.749442,-0.952324,-1.080609,0.551363,-0.610871,-0.727834,-0.811144,-0.99695,-0.106265,0.892027,-0.9719,-0.67533,1.28822
59150077,-0.375206,0.039607,-0.515804,-0.412341,0.218791,0.483039,0.165352,-0.255705,-0.811144,-0.99695,0.648335,1.613635,-0.02728,0.08326,0.94492
59150078,-0.257927,-1.270481,0.835014,-0.277345,-0.44006,0.423173,-0.941087,1.518635,-0.811144,-0.00717,0.88737,0.322336,-0.84417,1.11353,0.21255
59150079,-0.317139,0.337354,1.084396,0.930117,-0.275347,0.56842,1.741003,0.817315,-0.455564,-0.139141,1.206083,0.709725,0.64784,1.1335,0.85264
59150080,-0.441376,0.750797,1.472323,1.447601,0.20049,0.366237,1.277554,0.764326,0.200036,0.952617,0.276503,0.349238,0.95588,1.25106,0.49327
59150081,-0.119217,-0.497314,0.043117,-0.697332,-0.421758,0.119852,-0.343222,1.430469,-0.811144,0.075311,-0.202964,0.815068,-0.64793,0.57686,0.20235
59150082,-0.473727,0.626887,0.04669,0.20264,-0.604772,-0.612723,0.379778,0.231412,-0.434891,1.147573,-0.244062,-0.592335,-0.31117,0.56277,-0.73138
59150083,-0.290835,-1.270481,0.086868,-0.052352,0.035777,-0.236321,0.87159,1.430469,-0.470536,-0.192754,-0.387483,-0.784493,-0.1625,-0.02287,-0.85744
59150084,-0.863464,0.367128,1.429893,1.065113,0.969149,-0.548468,1.516484,-0.613378,-0.603723,2.066655,-0.699556,-0.874807,0.36652,1.07073,-0.99498
59150085,-0.91927,-0.091402,0.337491,1.380103,0.98745,-0.83743,0.849816,-0.356587,0.792168,1.227,-0.558731,-0.834052,0.82867,0.19283,-1.04053
59150086,-0.975987,0.873298,0.892797,0.885119,-0.696279,-1.041123,1.087385,-0.295446,-0.567853,2.219835,0.480339,-0.369988,-0.20349,1.65591,-0.72653
59150087,-0.970996,-1.270481,1.951527,0.352635,0.401805,-1.072958,1.232275,0.950846,-0.811144,2.066655,1.424808,-0.09982,-0.42264,2.39479,-0.77086
59150088,-1.107856,0.835017,1.963423,1.012615,1.280273,-1.212148,0.321073,2.064586,0.986509,0.432732,-0.360358,1.050409,1.42891,1.23103,-0.1868
59150089,-0.848462,-0.029345,1.472323,0.165141,0.639724,0.256724,1.046815,-0.727834,0.149977,-0.425077,0.568657,0.414571,0.7244,0.43242,0.33748
59150090,0.445573,-1.270481,0.298057,-0.877326,-0.824389,0.744811,-0.654233,0.306353,-0.811144,-0.282109,-0.18075,1.107585,-0.97993,0.36281,0.83563
59150091,-1.070486,0.767433,2.004413,0.435133,-0.000826,-1.078387,0.915745,2.135797,-0.811144,1.385854,0.66341,-0.358214,0.05723,2.06893,-0.87269
59150092,-0.969705,-0.165095,1.44931,0.315137,0.914245,-0.937032,-0.941087,2.707243,-0.811144,0.769128,0.298561,-0.267655,-0.231,1.59309,-1.01581
59150093,-0.569458,0.601072,0.79345,-0.232346,-0.05573,-0.314357,0.253247,0.727897,-0.508735,1.054333,1.577916,-0.132011,-0.27313,1.42581,-0.17619
59150094,-0.600723,-0.045464,0.79345,0.337636,-0.293648,-0.302409,0.293635,-0.843605,-0.529772,1.504994,1.206083,0.080217,-0.46537,1.41741,-0.0547
59150095,0.094997,-0.245195,-0.45115,0.000146,-0.458361,0.607904,-0.053631,1.49292,-0.477559,-0.99695,3.746936,2.044069,-0.13655,1.39313,1.79462
59150096,-0.014708,-1.270481,-0.407632,-0.697332,0.108983,0.938871,-0.26493,1.055764,-0.811144,-0.384229,-1.024909,1.647617,-0.4564,0.02691,0.82968
59150097,0.69158,-1.270481,-0.636516,-0.502338,-0.641375,0.371186,-0.724304,0.531176,-0.313333,-0.99695,-0.360358,2.108176,-0.538,-0.12666,1.23902
59150098,-0.303899,0.374745,-1.243168,0.322636,0.108983,0.153861,-0.610871,2.994456,-0.811144,1.862415,0.24133,0.130386,-0.5338,1.19306,-0.26424
59150099,-0.838393,0.727957,0.636787,1.78509,0.529915,-0.674021,2.457036,2.329762,0.583586,-0.99695,-1.024909,-0.157763,1.93478,-0.16709,-0.55274
59150100,0.097052,-0.555888,0.616353,0.000146,-0.751184,0.361875,-0.025003,0.701313,-0.550194,0.322756,-0.345911,0.406551,-0.46715,0.6233,0.30823
59150101,2.10489,0.736461,-0.848984,-1.252314,-1.190417,0.906247,-0.06278,-0.01284,-0.811144,0.289764,0.486408,2.675834,-0.81953,0.51367,2.35733
59150102,3.621271,-1.270481,-1.243168,-1.484807,-1.09891,1.114254,-0.941087,-1.567173,-0.811144,0.075311,-1.024909,2.465893,-1.57027,-0.60031,2.39033
59150103,1.228716,0.455,-0.609554,-0.772329,-0.769485,1.268564,-0.008286,0.99179,-0.811144,-0.353593,0.016221,2.546241,-0.35159,0.39208,2.1265
59150104,1.412224,-1.270481,-0.524362,-0.367342,-0.513265,1.128591,2.292417,-1.567173,-0.811144,-0.282109,-0.078427,2.885945,-0.12242,0.04154,2.30881
59150105,2.878699,-1.270481,-0.534779,0.075144,-1.336829,1.406864,-0.152237,-1.567173,-0.361731,-0.99695,1.012084,2.371572,-0.67537,-0.09948,2.84024
59150106,1.80839,-0.147549,-0.962255,-1.39481,-0.879293,1.460362,-0.774036,-1.567173,-0.620804,0.121931,-0.486394,1.52458,-1.07405,-0.45463,1.77404
59150107,1.566932,-1.270481,-0.848984,0.375135,-0.751184,1.183806,0.745959,-1.567173,-0.811144,-0.99695,0.990181,1.509498,-0.41259,-0.22355,1.85271
59150108,-2.227249,0.455,-0.055141,-0.517337,-1.538144,0.932127,-0.039544,-0.517999,-0.811144,-0.99695,1.691082,0.799555,-0.41907,0.63864,0.58707
59150109,0.708049,-1.270481,-0.661277,-0.959823,-0.952499,0.872933,-0.691977,-0.33285,-0.811144,0.17279,0.462419,1.506027,-1.2295,0.39219,1.21473
59150110,0.110057,-1.270481,-0.912906,-0.43484,0.438408,0.573857,-0.373115,0.463488,0.321377,-0.139141,-1.024909,1.962635,-0.00519,-0.31421,0.95588
59150111,0.926197,1.966205,-0.616516,-0.809828,-0.531567,0.368326,-0.519326,1.140375,-0.811144,-0.46082,0.977264,0.653438,-0.29627,0.26122,0.86394
59150112,1.494128,-1.270481,-0.946933,-0.224847,-1.190417,1.003433,-0.742495,-0.984299,-0.811144,1.4775,-0.467161,1.742765,-1.41066,0.54702,1.51162
59150113,1.457726,-0.372135,-0.345675,-0.809828,-1.025705,0.647576,0.891081,0.140786,-0.811144,-0.282109,0.32138,0.901194,-0.61064,0.07152,1.10373
59150114,1.293095,-0.198591,-0.912906,-0.412341,-1.025705,0.435234,-0.670624,0.603533,-0.811144,-0.99695,-1.024909,1.596185,-0.62802,-0.4444,1.11628
59150115,2.137124,-0.061169,-0.734014,-1.484807,-1.410034,0.91756,-0.941087,-1.567173,-0.811144,0.432732,0.276503,2.17507,-1.43765,0.22686,2.08159
59150116,0.516204,-1.270481,-0.848984,-0.44234,-0.568169,0.544202,-0.941087,0.181451,-0.196756,-0.00717,-1.024909,1.072123,-0.74245,-0.29445,0.61131
59150117,0.714214,-0.397089,-0.644163,-1.087319,-0.824389,0.836898,-0.941087,-0.48182,-0.811144,-0.46082,0.313686,2.130155,-0.94354,0.19317,1.58613
59150118,2.679926,-0.314471,-1.243168,-0.592335,-1.336829,2.123193,-0.729157,-0.222077,-0.571457,-0.425077,0.42783,1.907113,-0.87616,-0.21112,2.65723
59150119,2.28326,-0.363497,-0.138562,-0.712331,-0.9708,0.908404,-0.554712,0.029397,-0.480963,-0.016597,-0.217136,-0.202939,-0.91669,-0.30167,0.81675
59150120,1.527477,0.390193,-1.053715,-0.292344,-0.952499,1.426123,0.564899,-0.984299,-0.56601,0.583225,-1.024909,0.607623,-0.45415,-0.49582,1.22928
59150121,0.661372,0.954196,-1.243168,-0.464839,-0.147237,1.291347,0.622139,-0.843605,-0.811144,0.115025,-1.024909,1.229735,-0.07229,-0.53087,1.20488
59150122,0.982503,-0.471105,-1.243168,-0.967323,-0.696279,0.856589,-0.659913,-1.567173,-0.811144,-0.99695,-1.024909,0.811464,-0.85489,-1.16069,0.8167
59150123,1.072422,-0.62441,-0.843831,0.592628,-0.915896,0.942624,-0.315961,0.218656,-0.20062,-0.99695,0.812379,-0.082778,-0.27827,-0.38987,0.79209
59150124,1.198127,-0.186271,-0.551486,-1.07232,-0.44006,1.135647,-0.768974,-0.45103,-0.811144,-0.653827,-1.024909,2.69784,-0.61555,-0.22627,1.9659
59150125,0.536871,2.241668,-0.564295,-0.547336,-0.275347,0.833306,-0.451456,0.181451,-0.811144,-0.24006,0.536786,1.140159,-0.06434,0.22923,1.23425
59150126,0.929984,-0.105959,-0.734014,-1.169817,-0.659677,0.999274,-0.345312,-0.799485,-0.811144,-0.282109,0.276503,2.32654,-0.75586,0.14138,1.83422
59150127,1.861407,0.267448,-1.036054,-0.967323,-0.641375,1.328351,-0.779731,-0.401424,-0.811144,-0.737008,-0.495521,0.180074,-0.78081,-0.92087,1.01416
59150129,3.691727,-1.270481,-1.243168,-1.484807,-1.245322,1.38242,-0.941087,-0.613378,-0.811144,-0.568046,-0.106265,2.221306,-1.48136,-0.51858,2.52097
59150130,1.66469,0.845814,-0.711876,-0.937324,-0.769485,0.842966,-0.422864,-0.543588,-0.811144,-0.99695,-0.006412,1.880317,-0.47401,-0.34147,1.8003
59150131,1.374119,-0.230117,-0.921597,-0.509838,-0.421758,1.163334,-0.076782,-0.93131,-0.527304,-0.361536,-0.22404,0.339326,-0.50887,-0.68607,0.96569
59150132,1.727307,-0.198591,-1.020992,-1.102319,-0.604772,1.638522,-0.48888,-1.147503,-0.811144,-0.417349,-0.467161,-0.147228,-0.91852,-0.99638,0.93565
59150133,0.768494,-1.270481,-0.681342,-1.484807,-0.476662,1.104399,-0.941087,-0.727834,-0.811144,0.075311,-1.024909,1.836273,-1.18535,-0.19609,1.24695
59150134,1.61995,-1.270481,-1.003566,-0.622334,-0.769485,1.079463,-0.941087,0.306353,-0.811144,-0.282109,-1.024909,0.892027,-1.07511,-0.48619,0.9885
59150135,1.411871,-0.198591,-0.467314,0.292637,-1.044006,1.085444,-0.941087,-0.911439,-0.811144,-0.217124,-1.024909,1.897091,-0.66723,-0.07269,1.73118
59150136,0.601485,-0.397089,-0.586194,-0.802328,-0.769485,0.486721,-0.941087,0.111506,-0.811144,0.289764,-0.017364,2.238458,-0.96801,0.60546,1.3671
59150137,-0.031207,-1.270481,0.202174,-0.007353,-0.220443,0.600698,0.366743,-0.068352,-0.385384,-0.043829,-1.024909,0.725867,-0.22944,-0.01556,0.40228
59150138,-0.38824,0.203367,-0.971619,-1.199816,0.584819,-0.513816,-0.941087,-0.517999,-0.811144,1.504994,1.751437,-0.366358,-1.12909,0.7722,-0.59879
59150139,-0.128582,0.355834,0.001432,-0.854827,-0.677978,0.052595,-0.642154,-0.01284,-0.470536,0.075311,-0.157301,1.792983,-0.53064,0.52863,0.86717
59150140,-0.586045,0.275852,0.490124,0.240139,-0.458361,-0.019392,-0.657101,2.209856,-0.487567,1.34253,0.304193,0.761927,-0.40436,1.62005,0.16484
59150141,-0.806982,-0.590243,-0.11444,0.300137,0.237093,-0.461239,0.365597,0.218656,-0.811144,1.260443,-0.272285,-0.206631,-0.44143,0.70003,-0.76656
59150142,-0.112906,-0.230117,-0.064073,-0.11985,-0.421758,0.3519,0.091589,1.055764,-0.811144,0.17279,-0.22404,1.171875,-0.34997,0.63831,0.5717
59150143,0.325064,-0.245195,0.114577,-0.76483,0.218791,0.764198,0.569477,0.603533,-0.294797,-0.139141,1.206083,1.541896,-0.00776,0.66971,1.2867
59150145,0.548115,-0.673479,-0.538185,-0.494838,-0.897595,0.651991,-0.287172,-0.851827,-0.385384,0.343377,-0.424257,0.595495,-0.78833,-0.10682,0.62664
59150146,0.940641,0.413917,-0.996305,-0.494838,-0.623074,0.890498,-0.941087,-1.567173,0.124824,-0.425077,-1.024909,-0.968964,-0.44175,-1.43591,0.08183
59150147,0.484264,0.873298,-0.790586,-0.727331,0.237093,0.618503,-0.941087,0.45047,-0.196756,-0.99695,-1.024909,-0.132011,-0.01124,-1.06939,0.12715
59150148,-0.4626,1.011607,-0.323405,-0.044852,0.273695,-0.160953,-0.357554,1.055764,-0.811144,1.260443,-1.024909,0.197371,-0.26164,0.5509,-0.39282
59150152,-0.415102,1.087676,1.288844,0.982616,0.035777,-0.89009,2.522157,0.006589,-0.811144,-0.043829,0.61898,-0.724664,0.72966,0.70758,-0.61508
59150153,-0.250294,-1.270481,0.301853,0.547629,0.969149,0.319529,-0.941087,0.417752,-0.567853,1.054333,-0.202964,0.199885,-0.42854,0.76984,-0.09841
59150157,0.647751,0.543486,-1.243168,-0.374842,-0.824389,0.62462,-0.248438,0.181451,-0.811144,0.432732,-1.024909,-0.273649,-0.68812,-0.45299,0.05441
59150158,1.413662,-1.270481,-1.003566,-1.027321,-0.989102,0.62521,-0.941087,-1.567173,-0.385384,-0.99695,0.353057,0.227387,-1.14982,-0.90272,0.72254
59150159,0.14687,0.394101,-0.790586,-0.674832,-0.732882,0.565441,-0.290737,-0.18668,-0.562238,0.289764,-1.024909,-0.065054,-0.60147,-0.41066,0.04443
59150160,0.614813,-0.566553,-0.769536,-0.832327,-0.641375,0.590821,-0.608291,0.134191,-0.558349,-0.139141,-1.024909,-0.023012,-0.81772,-0.58148,0.10184
59150161,0.776068,-0.497314,-0.958989,-0.667333,-0.293648,0.58978,-0.280654,0.181451,-0.811144,-0.568046,-0.298539,0.777225,-0.6096,-0.39075,0.63256
59150162,0.658525,-1.270481,-0.40043,-0.524837,-1.062308,0.721535,-0.445763,0.111506,-0.811144,0.432732,0.590637,0.589501,-1.18199,0.53777,0.6991
59150163,0.449653,0.058058,-0.472556,-0.592335,-0.494964,0.50027,-0.708312,-0.950012,-0.280689,-0.99695,-0.18075,0.252536,-0.39535,-0.71735,0.46922
59150164,0.103481,0.543486,-0.472556,0.427633,-0.769485,0.575499,0.607928,-0.867724,-0.222821,0.718669,0.66341,0.741135,-0.08379,0.49186,0.87899
59150165,1.765617,-1.270481,-0.996305,-1.484807,-0.586471,0.751908,-0.941087,-0.33285,-0.811144,-0.99695,-0.078427,-0.284184,-1.28412,-0.99882,0.37677
59150166,2.465917,-1.270481,-0.790586,-1.484807,-1.22702,0.839198,-0.941087,-1.567173,-0.811144,-0.99695,-1.024909,-0.466792,-1.5122,-1.46344,0.50144
59150167,0.651538,-0.050744,-0.962255,-1.484807,-1.373431,0.333344,0.105177,0.764326,-0.811144,1.862415,-1.024909,-0.657271,-1.41524,0.16495,-0.41808
59150174,0.335133,0.203367,-0.790586,-0.644833,0.548217,0.456225,-0.941087,-0.13648,-0.811144,-0.282109,-1.024909,1.709287,-0.33955,-0.25218,0.83992
59150175,0.460838,-0.222411,-0.952223,-1.484807,-0.421758,0.249642,-0.567421,-0.692861,-0.390914,0.075311,-1.024909,1.93646,-0.74732,-0.31085,0.93387
