ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
59151771,1.727072,0.158705,-0.224859,-0.412341,-1.135513,1.953764,1.206706,-0.667881,-0.541496,-0.217124,0.24133,-0.592335,-0.15284,0.27337,1.22823,-1.37357
59151772,0.554074,0.722328,0.187969,-0.412341,-0.787786,1.02746,-0.045636,-0.93131,-0.377781,-0.99695,-0.157301,-0.592335,-0.04647,-0.34193,0.45023,-0.76416
59151774,0.679603,-0.428282,-0.265591,-1.259814,-0.677978,0.978065,-0.39496,-0.517999,-0.396301,-0.043829,0.224447,-0.245836,-0.80092,-0.28208,0.45817,-0.23813
59151775,1.213568,-1.270481,-0.357682,-1.199816,0.017476,0.271558,-0.941087,0.224101,-0.313333,-0.405358,-0.006412,-0.084705,-0.86912,-0.8319,0.12392,0.27834
59151776,0.914836,-0.210635,-0.851511,-0.847327,-0.604772,-0.030569,-0.941087,-1.567173,-0.613841,0.024251,-0.43559,-0.273649,-0.99253,-0.41129,-0.01778,-0.74157
59151777,2.617426,-0.606211,-1.243168,-0.674832,-1.080609,-0.194163,-0.941087,0.917714,-0.811144,-0.043829,-1.024909,-0.737192,-1.25093,-0.66733,-0.12791,-0.63152
59151778,0.129667,-0.457323,-0.903732,0.135142,-0.110634,-0.25377,1.243421,0.764326,-0.396301,-0.99695,-1.024909,-0.717878,0.28395,-0.5078,-0.7201,-0.9836
59151779,0.112728,-0.443057,-0.379148,-0.592335,-0.549868,-0.420572,-0.665373,-0.843605,-0.811144,-0.99695,-1.024909,-0.968964,-0.7243,-0.67099,-0.87319,-0.87051
59151780,0.271224,-0.222411,-1.243168,-1.05732,-0.513265,-0.29201,-0.941087,-1.567173,-0.811144,0.075311,-1.024909,-0.968964,-1.12502,-0.58826,-0.82363,-1.10068
59151781,1.04879,-0.007182,-0.759903,-1.124818,-0.366854,-0.143441,-0.941087,-0.63041,-0.119,-0.99695,-0.495521,-0.815759,-0.54509,-1.25432,-0.38218,-0.46362
59151782,0.396958,-1.270481,-0.917309,-0.74233,0.3286,-0.603447,-0.415187,-1.567173,-0.411666,-0.043829,-1.024909,-0.968964,-0.74572,-0.56186,-0.99846,-1.2186
59151783,0.218324,-0.091402,-0.929842,-0.352343,-0.860992,-0.770188,-0.704432,-0.641431,-0.811144,0.432732,-1.024909,-0.737192,-1.04161,-0.01701,-0.86238,-0.87042
59151784,-0.588863,-0.091402,-0.929842,-0.157349,1.024053,-0.671233,-0.408613,-0.567959,-0.811144,-0.99695,-1.024909,-0.968964,-0.08779,-1.11528,-1.3659,-0.3811
59151785,-0.044916,-0.576905,-1.028787,-1.004822,-0.421758,-0.725463,-0.941087,0.400029,-0.811144,1.683704,-0.202964,-0.136416,-1.52567,0.27918,-0.71346,0.32209
59151786,-0.790689,0.616045,-0.40043,0.315137,0.420107,-0.930096,-0.941087,2.015375,-0.811144,0.98261,-1.024909,-0.968964,-0.51024,0.04836,-1.52196,0.64944
59151787,-0.409083,-1.270481,-0.8254,-0.247346,0.383504,-0.017397,-0.665373,-0.551843,-0.811144,-0.384229,-1.024909,-0.737192,-0.64342,-0.62955,-0.90264,-0.55805
59151788,0.262124,-1.270481,-0.338004,-0.847327,-0.330251,-0.614741,-0.941087,0.284312,-0.811144,-0.99695,-1.024909,-0.968964,-0.97804,-0.88838,-1.1072,-0.31988
59151789,0.255078,0.116671,-0.835844,-0.847327,-0.275347,-0.532872,-0.20664,-0.255705,-0.811144,-0.99695,-1.024909,-0.968964,-0.49725,-0.92346,-0.96629,-0.73265
59151790,-0.232974,-1.270481,-0.894034,-0.952324,-0.074031,-0.562291,-0.361524,0.603533,-0.811144,0.718669,-0.132512,-0.194184,-1.17974,-0.0937,-0.78347,0.29183
59151791,-0.691229,-1.270481,0.340868,-0.10485,0.218791,-1.127545,-0.941087,1.625967,-0.811144,0.583225,2.274446,-0.587031,-1.23879,0.12625,-1.03018,2.3205
59151792,-0.352866,-1.270481,-0.917309,-0.179848,-0.275347,-0.82511,-0.941087,0.089418,-0.342191,-0.99695,0.849125,-0.6074,-0.7724,-1.04468,-0.9148,0.75005
59151793,-0.163869,-0.752204,-0.99999,-0.982323,-0.220443,-0.803439,-0.941087,0.901473,-0.811144,0.343377,0.140535,-0.42114,-1.25094,-0.52189,-0.96476,0.76325
59151794,-0.358825,-0.363497,-0.079386,-1.117319,0.639724,-0.661754,-0.594763,0.181451,-0.021931,-0.99695,-1.024909,-0.968964,-0.15116,-1.14467,-1.26205,-0.14166
59151795,-0.064908,-1.270481,-1.243168,-0.194847,-1.080609,-0.823003,-0.941087,1.383631,-0.811144,-0.99695,-0.106265,-0.558096,-1.09275,-0.96262,-0.99275,0.52042
59151796,0.230742,-1.270481,-0.50258,-1.199816,-0.549868,-0.623882,-0.941087,-0.790007,-0.811144,1.147573,-1.024909,-0.695052,-1.59952,0.26096,-0.90049,-0.80764
59151797,-0.435651,-1.270481,-0.75438,-0.382342,0.401805,-0.682117,-0.941087,0.950846,-0.385384,-0.99695,0.224447,0.658073,-0.49062,-1.10651,-0.43365,1.268
59151798,0.167038,-0.412969,-0.19201,-0.412341,-0.147237,-0.365638,-0.080523,0.801931,-0.811144,-0.99695,1.997726,0.386901,-0.55268,-0.58932,0.12841,1.64187
59151799,-0.656764,0.116671,-0.941447,-0.307344,-0.403457,-0.828075,-0.941087,0.431255,-0.811144,0.718669,-1.024909,2.044069,-0.7761,0.18407,0.19648,0.6299
59151800,-0.367162,-0.665825,0.063342,-0.74983,-0.348553,-0.874288,-0.941087,0.701313,-0.811144,-0.043829,-0.424257,-0.447478,-1.04359,-0.1948,-0.98899,0.41983
59151801,-0.518172,0.004199,0.010135,-0.457339,0.182188,-0.897003,-0.615912,0.99179,-0.811144,-0.282109,-0.424257,-0.260015,-0.53937,-0.34776,-0.95359,0.64446
59151802,-0.486908,-1.270481,0.177728,0.877619,0.127284,-0.563561,-0.493865,1.055764,-0.811144,0.432732,-0.298539,-0.023012,-0.58415,0.48823,-0.61232,0.48149
59151803,0.190347,-0.363497,-0.971619,-0.854827,-0.366854,-0.655201,-0.941087,-0.692861,-0.811144,-0.99695,0.016221,-0.667661,-0.91393,-1.08957,-0.78741,0.01426
59151804,-0.098345,0.780091,-0.681342,0.105143,-0.147237,-0.5624,-0.941087,0.257478,-0.811144,-0.99695,0.016221,-0.667661,-0.33959,-0.92404,-0.7398,0.49211
59151805,0.269169,-0.222411,-1.119737,-0.824828,-0.293648,-0.439173,-0.691977,-1.171258,-0.811144,-0.231049,-0.078427,-0.092037,-0.91147,-0.61058,-0.3411,-0.21871
59151806,-2.227249,-1.270481,-0.479436,-1.484807,-1.721158,-1.964099,-0.941087,2.804388,-0.811144,0,2.879328,2.420698,-1.84408,-0.05882,-0.24404,3.83751
59151807,-0.69757,-1.270481,-0.338004,-0.517337,0.054078,-1.20203,0.185842,1.930076,-0.811144,1.147573,0.777046,1.207115,-0.99052,0.59428,-0.37033,1.57383
59151808,-0.331876,0.158705,-0.790586,-0.224847,-0.165538,-0.654743,-0.941087,-1.567173,-0.811144,1.147573,0.276503,0.412009,-1.02108,0.3602,-0.18321,0.11987
59151809,-0.240606,0.116671,-0.637687,0.322636,-0.494964,-0.741702,-0.743875,0.294266,-0.811144,0.075311,0.224447,0.175988,-0.6783,-0.05067,-0.37003,0.59428
59151810,0.235556,-0.155136,-1.152652,-0.157349,-0.696279,-0.148803,-0.288822,-1.073444,-0.296622,-0.077869,-1.024909,-0.867401,-0.48575,-0.34868,-0.58573,-1.29769
59151811,-0.039426,-1.270481,-0.894034,-1.117319,-0.238744,-0.600065,-0.941087,-1.567173,-0.811144,0.075311,1.271701,-0.581574,-1.47262,-0.50434,-0.64497,0.35271
59151813,-0.027449,-1.270481,-0.965447,-1.244815,-0.31195,-0.278518,-0.941087,-0.967645,-0.811144,-0.99695,-1.024909,-0.76353,-1.05492,-1.1072,-0.92565,-0.71655
59151815,-0.293331,-0.245195,-0.19201,0.142642,-0.019127,-0.752489,0.749306,-1.567173,-0.425933,1.453934,-1.024909,-0.968964,-0.4007,1.08123,-0.96126,-1.71211
59151816,-0.89555,1.724004,0.913251,1.207608,3.805867,-0.967577,-0.091556,4.006568,-0.811144,-0.337097,2.955882,-0.968964,1.06403,-0.85924,-1.33311,4.2617
59151817,-0.269846,-1.270481,-1.243168,-0.959823,0.621422,-0.784868,-0.941087,-0.198685,-0.137024,-0.384229,-1.024909,-0.646139,-0.6301,-1.21135,-1.27109,-0.20961
59151818,-0.063029,0.250911,-1.243168,-0.337343,-0.037429,-0.541533,-0.941087,-1.567173,-0.811144,0.718669,1.317633,-0.968964,-1.09081,-0.2782,-0.7086,0.32927
59151819,-0.857299,1.111496,1.319767,1.005115,0.749532,-1.135724,-0.018133,1.735784,-0.649355,1.778316,0.905275,-0.968964,-0.15004,1.36479,-1.12419,1.32921
59151820,0.171324,-0.471105,-1.044474,-0.884826,-0.000826,-0.680231,-0.941087,-0.890286,-0.811144,0.583225,-1.024909,-0.968964,-1.13323,-0.36142,-1.11799,-0.72132
59151821,0.106593,-0.298045,-0.090365,-0.772329,-0.403457,-0.396278,-0.773048,-0.654847,-0.811144,-0.139141,-1.024909,-0.968964,-0.89893,-0.229,-0.86726,-0.73414
59151822,-0.820104,1.772302,-0.224859,0.52513,2.231946,-1.198709,-0.941087,1.193813,-0.811144,1.312537,-0.330822,-0.968964,0.08024,-0.1118,-1.60828,1.25176
59151824,0.397487,-1.270481,-1.003566,-0.787329,-0.696279,-0.085938,-0.410272,-1.567173,-0.055122,-0.043829,-0.132512,-0.581574,-0.87082,-0.41273,-0.31438,-0.95071
59151825,-2.227249,-1.270481,-1.243168,-1.484807,-1.721158,-1.964099,-0.941087,-1.567173,-0.811144,-0.217124,-1.024909,-0.968964,-1.77869,-0.36712,-2.2408,-0.92432
59151827,-0.525981,0.077038,-0.342768,-0.832327,0.090681,-0.73982,-0.080523,0.649393,-0.460952,0.688032,-0.367353,-0.588371,-0.588,0.02605,-1.01208,0.13675
59151828,0.324359,0.722328,-0.952223,-1.177317,-0.403457,-0.002443,-0.591924,-0.491097,-0.413303,0.024251,0.834251,-0.000489,-0.69665,-0.62105,0.08963,0.50955
59151829,0.27507,0.203367,-0.945126,-0.877326,-0.696279,-0.375625,-0.597556,-0.716491,-0.811144,-0.99695,-0.263107,-0.968964,-0.7613,-0.96386,-0.73473,-0.44318
59151830,-0.183097,-0.471105,-1.243168,-0.997322,-0.44006,-1.044268,-0.941087,-0.213399,-0.811144,-0.139141,-1.024909,-0.737192,-1.11982,-0.7418,-1.29194,-0.38431
59151831,0.488022,-0.902019,-0.996305,-1.07982,-0.604772,-0.461735,-0.941087,-1.014976,-0.811144,-0.99695,-0.551668,-0.695052,-1.09193,-1.04667,-0.70578,-0.57352
59151832,-2.227249,0.203367,-0.763964,-1.484807,-1.721158,-1.964099,-0.941087,-1.567173,-0.811144,-0.99695,-1.024909,-0.968964,-1.28027,-0.64862,-2.10403,-0.75428
59151833,-2.227249,4.935195,-0.370332,-1.484807,-1.721158,-1.964099,0,0.681058,-0.811144,-0.99695,2.32158,-0.968964,-0.26936,-0.69797,-1.46608,1.9372
59151838,0.463891,0.463458,-0.692731,-0.824828,-0.476662,0.795337,-0.713898,-1.000052,-0.422851,-0.99695,-1.024909,-0.731093,-0.30222,-0.98072,-0.04577,-0.94217
59151839,-0.039397,0.543486,0.527804,-0.397341,-0.110634,1.462007,-0.941087,0.817315,-0.811144,-0.99695,1.012084,0.406551,-0.25029,-0.56404,0.90322,1.44315
59151840,1.178193,-0.287915,-0.988591,-1.484807,-1.025705,0.130263,-0.645268,-0.843605,-0.310766,-0.99695,-1.024909,-0.968964,-0.8134,-1.1308,-0.34524,-1.18965
59151841,0.467326,-0.68822,-0.7803,-1.027321,-0.897595,-0.27978,-0.458118,0.315961,-0.592511,0.718669,-1.024909,-0.968964,-1.18928,-0.01044,-0.79923,-0.77955
59151842,-0.178136,-0.68822,-0.580083,-0.509838,0.420107,-0.178461,-0.064587,-0.13648,0.087682,-0.99695,0.791015,-0.968964,-0.08232,-1.06916,-0.71662,0.30929
59151843,-0.295063,-0.798849,-0.317433,-0.074851,-0.604772,-0.433402,-0.941087,-0.543588,-0.593978,0.228492,0.394813,-0.558096,-1.01735,0.02249,-0.58069,0.14957
59151844,0.217472,-1.270481,-0.988591,-0.817328,0.383504,-0.118494,-0.941087,-0.213399,-0.522236,-0.337097,-1.024909,-0.968964,-0.78841,-0.98733,-0.96616,-0.45648
59151845,-0.515589,-0.915871,0.007033,-0.134849,1.188766,-0.541521,-0.54251,-0.625606,-0.469337,0.150823,-0.251793,-0.968964,-0.38028,-0.2697,-1.14243,-0.02783
59151846,0.349489,1.087676,-0.582643,-0.652333,-0.092333,0.428843,0.215893,0.853999,0.626978,-0.217124,-0.18075,-0.968964,0.4032,-0.73451,-0.25262,-0.17047
59151847,-0.15333,-1.270481,-1.243168,1.515099,-0.348553,-0.344508,-0.941087,-0.817763,-0.325778,-0.217124,0.016221,-0.968964,-0.48938,-0.33576,-0.75131,-0.42225
59151848,-0.226868,0.084782,-0.684096,-0.12735,-0.05573,-0.62313,0.066605,-0.591197,0.449547,0.516831,0.777046,-0.968964,-0.15483,-0.13058,-0.73278,-0.09328
59151849,-0.121801,-0.061169,-0.681342,-1.07232,-0.05573,-0.539883,-0.651305,-0.790007,-0.811144,0.611442,-1.024909,-0.968964,-0.99401,-0.1718,-1.07615,-0.72798
59151850,-0.658144,-1.270481,-1.089461,-0.224847,1.646301,-0.990597,-0.519326,0.340417,-0.493911,0.652683,-0.123931,-0.968964,-0.54721,-0.60172,-1.62153,0.4896
59151851,0.564173,-0.182101,-0.777655,-0.41984,-0.732882,-0.390841,-0.382059,-0.401424,-0.046788,-0.99695,-1.024909,-0.452444,-0.26669,-0.82229,-0.41408,-0.86891
59151852,-0.039426,-1.270481,-0.632183,-0.487338,0.475011,-0.418809,-0.941087,-0.462779,-0.373877,-0.99695,-1.024909,0.458262,-0.40544,-1.00298,-0.36496,-0.06884
59151853,-0.397693,0.772017,-0.180585,-0.11235,1.335177,-0.496158,0.805652,0.649393,0.472894,-0.667024,0.353057,-0.836036,0.92538,-0.80123,-0.8393,0.37253
59151854,0.021987,0.455,-0.564295,-0.944824,-0.293648,-0.545722,-0.323726,-0.255705,-0.576668,-0.99695,0.090587,-0.968964,-0.46583,-0.94327,-0.84249,-0.01672
59151855,-0.404797,0.116671,0.567159,-0.067351,0.127284,-0.568302,0.703043,1.49292,-0.129928,-0.99695,0.131902,-0.447478,0.35702,-0.28103,-0.64708,0.47593
59151857,-0.043213,-0.245195,-0.917309,-0.292344,-0.128936,-0.598904,-0.594763,0.181451,0.358413,-0.99695,-1.024909,-0.968964,-0.00438,-1.18871,-1.03579,-0.49875
59151858,-1.117251,0.930466,-0.428521,1.342604,2.9274,-1.169355,1.949789,0.181451,1.417084,0.808964,-0.365038,-0.968964,2.08224,-0.00031,-1.42871,-0.42364
59151860,-1.081582,0.849211,2.266082,1.80759,1.884219,-1.346838,0.005533,2.958679,-0.181966,-0.99695,0.927209,-0.968964,1.13325,0.0187,-1.35307,2.20069
59151861,-0.562882,-0.259842,-0.855241,0.015146,0.07238,-0.936179,1.528357,0.08153,-0.040721,-0.24006,-0.467161,-0.968964,0.28085,-0.11303,-1.20527,-0.96738
59151862,-0.916276,1.677215,-0.319901,0.795121,4.263403,-1.075591,-0.941087,0.284312,-0.233327,0.1099,1.473803,-0.968964,0.99566,-1.3135,-1.48733,2.39473
59151865,-1.331054,1.916218,2.681951,2.047582,2.469865,-1.964099,0.833826,0.375743,-0.182838,1.760294,-0.45702,-0.558096,1.23213,1.99972,-1.36795,0.37223
59151866,-0.774161,-0.680941,0.015832,1.537598,-0.257045,-1.095861,1.920788,0.592892,0.693867,0.228492,0.110869,-0.64027,0.78105,0.85853,-0.8526,-0.76553
59151871,-0.745568,2.357453,2.710268,1.530098,2.909098,-1.964099,1.518634,2.155705,0.590176,-0.99695,2.190345,-0.703108,2.20351,0.10805,-1.08082,2.37857
59151872,-0.08076,-1.270481,-0.988591,-0.802328,-0.019127,-0.647969,-0.216633,-0.168274,-0.315872,-0.99695,-1.024909,1.149574,-0.37886,-0.86278,-0.11384,-0.15721
59151873,-0.753876,0.32827,-0.156972,0.277638,0.163887,-1.375028,0.073149,1.257528,-0.430465,1.453934,3.728075,-0.968964,-0.78767,0.5706,-0.98649,2.47202
59151874,-0.361203,1.168992,-0.888974,0.112643,0.20049,-0.953368,0.065163,-0.024269,-0.811144,-0.217124,2.09848,-0.968964,-0.31531,-0.48773,-0.86544,1.17846
59151880,-0.391029,-0.287915,-0.476916,0.240139,-0.238744,-1.012036,0.821913,0.160879,-0.429824,0.024251,-0.087892,-0.968964,-0.1935,0.16898,-1.12116,-0.5198
59151881,0.206992,-1.270481,-0.70007,-0.059852,-0.074031,-0.421751,-0.442866,-0.168274,-0.253252,-0.99695,-1.024909,-0.366358,-0.32017,-0.80552,-0.63136,-0.59844
59151882,1.751526,0.275852,-0.606725,-0.209847,0.493312,-0.25534,0.39847,-0.213399,0.409903,-0.99695,-1.024909,-0.686492,0.56008,-1.00199,-0.17856,-1.07835
59151883,-0.001468,0.02166,-1.028787,-0.382342,-0.31195,-0.557373,0.636613,-0.109986,0.025694,-0.99695,-0.22404,-0.737192,0.10719,-0.82259,-0.72895,-0.60839
59151884,-0.016499,-0.345713,-0.711876,0.277638,-0.238744,-0.374825,-0.064587,-0.517999,0.786769,0.718669,1.012084,-0.968964,-0.13495,-0.00474,-0.49368,-0.08293
59151885,-0.285522,0.413917,0.298057,0.172641,0.401805,-0.346793,-0.126373,-0.024269,-0.021931,-0.99695,-0.157301,-0.968964,0.34603,-0.58532,-0.75004,-0.04947
59151886,0.194398,-1.270481,-1.028787,-0.43484,0.108983,-0.430554,-0.941087,-0.738878,-0.431952,-0.99695,-1.024909,-0.968964,-0.62963,-1.17163,-1.0218,-0.69634
59151887,-0.519405,0.802624,0.015832,0.675125,0.456709,-0.303044,1.224908,0.375743,0.552244,-0.282109,-1.024909,-0.804617,1.10019,0.02408,-0.7114,-0.94935
59151888,-0.05569,0.203367,-0.292746,-0.074851,1.591397,-0.220534,-0.18041,0.181451,-0.522236,-0.99695,0.016221,-0.094213,0.35149,-1.0249,-0.43527,0.66128
59151889,0.065964,0.767433,-0.57815,-0.322343,-0.000826,-0.169226,0.165352,0.48556,0.232654,-0.99695,-0.387483,-0.498178,0.41645,-0.92302,-0.40866,-0.13158
59151890,0.387359,-0.62441,-1.243168,-0.292344,-0.513265,-0.413516,0.636613,-0.462779,-0.169125,-0.99695,-1.024909,-0.968964,-0.09989,-0.76747,-0.79863,-1.41188
59151891,0.401626,-0.26701,-0.894034,0.030145,-0.44006,-0.291337,0.493186,-0.517999,-0.320875,-0.217124,1.206083,-0.968964,-0.37233,-0.25407,-0.4018,-0.14915
59151892,0.024747,-1.270481,-1.044474,-0.179848,-0.165538,-0.092498,0.386905,-1.029135,-0.112775,-0.99695,-1.024909,-0.968964,-0.11736,-0.75015,-0.77049,-1.4676
59151893,-0.032469,-1.270481,-0.734014,0.20264,-0.604772,-0.427857,0.123861,-0.198685,0.402272,-0.99695,-1.024909,-0.968964,0.00076,-0.65126,-0.85948,-1.17973
59151897,-0.169182,-1.270481,-0.773179,-0.517337,-0.110634,-0.14009,-0.272885,1.430469,-0.811144,-0.99695,0.176395,-0.968964,-0.69671,-0.97719,-0.95673,0.55064
59151898,0.168036,0.011126,-1.052235,0.450132,-0.586471,0.137946,-0.08791,-0.87919,0.30464,-0.492357,-0.292865,-0.968964,0.09004,-0.53487,-0.34421,-0.97386
59151899,0.134834,-0.018362,-0.717589,0.20264,-0.220443,0.295062,0.523415,-0.583572,0.422223,-0.99695,-1.024909,-0.968964,0.54149,-0.68055,-0.3959,-1.38717
59151900,-0.096965,-0.484428,-0.19201,-0.247346,-0.019127,-0.643347,-0.941087,-0.168274,-0.811144,-0.99695,0.43918,1.855754,-0.53631,-0.52999,0.5303,1.23217
59151901,-0.561502,1.559308,-0.156972,-0.772329,0.090681,-0.622251,-0.941087,0.111506,0.151884,0.075311,0.016221,-0.366358,-0.10691,-0.55289,-0.63257,0.64008
59151902,-0.217679,3.264436,-0.09757,-1.109819,-0.074031,-0.735469,0.349758,0.375743,-0.811144,-0.00717,0.43918,1.008339,0.11347,-0.07603,0.23512,0.98372
59151903,-0.735146,0.173289,0.427903,0.795121,2.469865,-0.817078,-0.696272,0.592892,0.30464,-0.568046,0.576829,1.001096,0.91019,-0.7313,-0.20925,1.86106
59151904,-0.037019,-0.165095,-0.479436,-0.959823,-1.007403,-0.669899,0.062904,-0.790007,0.005971,-0.99695,1.997726,0.197371,-0.54809,-0.62042,0.06507,0.73865
59151905,-0.448333,-0.214589,-0.150349,0.247639,0.3286,-0.660818,-0.334279,0.400029,-0.534582,-0.425077,-0.244062,0.612878,-0.11432,-0.22276,-0.27319,0.55533
59151906,-0.321836,1.527333,-0.600026,-0.314844,-0.586471,-0.70212,1.012945,-0.843605,-0.068994,0.652683,1.029952,0.458262,0.0285,0.49956,0.13754,0.00205
59151907,-0.674437,-1.270481,-0.142293,0.120143,0.20049,-0.748551,-0.361524,0.531176,-0.315872,0.289764,0.66341,0.618986,-0.54813,0.13018,-0.3133,0.99995
59151908,-0.577795,0.267448,-0.132285,-0.217347,1.847617,-0.57907,-0.941087,0.111506,-0.811144,-0.99695,0.394813,1.359288,0.11657,-1.03981,-0.00955,1.7636
59151909,-0.255843,1.230595,-0.079386,0.352635,-0.842691,-0.409251,-0.941087,-0.890286,-0.493911,-0.99695,0.313686,1.024955,-0.13187,-0.2972,0.49114,0.52091
59151910,-0.693166,-0.428282,-0.564295,0.225139,0.694628,-0.635687,-0.659913,0.603533,-0.811144,-0.99695,0.710307,0.412009,-0.24134,-0.85751,-0.46491,1.39352
59151911,-0.016117,-1.270481,-0.734014,-0.682332,0.20049,-0.478014,-0.941087,-0.347203,-0.373877,-0.99695,0.276503,0.160923,-0.66245,-1.09211,-0.38191,0.5592
59151912,-0.242074,0.301624,0.589788,-0.11235,0.127284,-0.364447,0.360516,-0.790007,-0.811144,-0.99695,0.146362,-0.178043,-0.00487,-0.07056,-0.26275,-0.13708
59151913,-0.017318,0.000315,0.159949,-0.009344,-0.011557,-0.015272,0.073781,0.007786,0.015863,0.13304,0.018189,-0.119297,-0.01214,0.13756,-0.05159,-0.05104
59151914,-0.212659,-0.484428,-0.338004,-0.929824,-0.037429,0.113551,-0.638974,0.531176,-0.466913,0.17279,0.276503,0.863285,-0.68841,-0.25015,0.25167,0.91531
59151915,-0.467297,-0.397089,-0.252381,0.780122,1.463287,-0.693967,-0.673176,0.400029,0.113363,-0.337097,0.66341,0.374686,0.33036,-0.62732,-0.37861,1.29751
59151916,-0.559418,0.873298,-0.428521,0.142642,1.408383,-0.595527,0.264514,-1.567173,-0.811144,0.652683,0.146362,1.464639,0.15491,0.32562,0.27684,0.32586
59151917,-1.126615,1.041438,1.543783,3.142548,4.025484,-0.109206,2.853554,0.45047,1.158458,-0.99695,0.61898,0.101455,3.51426,0.25054,-0.09526,0.40365
59151918,-0.860733,-0.307968,0.79345,1.185109,1.664603,-0.785029,-0.662669,0.801931,-0.170397,-0.99695,0.812379,1.556666,0.63601,-0.37971,0.1555,2.04113
59151919,-0.808215,0.463458,0.265438,-0.269845,0.584819,-1.005742,0.272528,1.580351,-0.532198,-0.179989,0.421105,0.704943,0.04199,-0.05533,-0.44503,1.38495
59151920,-1.048233,0.516002,-0.320926,1.687593,0.383504,-1.31157,0.522758,1.152909,-0.310766,1.34253,-1.024909,-0.968964,0.25925,0.94419,-1.50695,-0.38737
59151921,-1.054604,1.873729,1.281091,1.620096,1.49989,-1.040443,-0.761349,1.469912,-0.401552,0.289764,-0.374203,-0.466792,0.73746,0.35981,-1.02234,1.23742
59151922,-0.63278,0.641538,0.205094,1.635095,0.090681,-0.468054,0.199003,0.984873,-0.220674,0.432732,1.104675,0.437118,0.34194,0.68161,0.06971,1.1106
59151923,-0.407586,0.722328,-0.632183,-0.547336,-0.275347,-0.548029,0.064173,0.681058,-0.381616,0.432732,0.536786,0.951844,-0.32881,0.0412,0.10394,0.90662
59151924,-0.27695,1.256116,0.691619,-0.067351,0.932546,-0.304003,-0.271309,0.531176,0.562534,-0.99695,-0.244062,0.951844,0.96595,-0.64657,0.27338,0.85923
59151925,-0.542861,-0.397089,0.314246,-0.187348,0.310298,-0.456711,0.493186,0.125044,-0.320875,0.075311,-1.024909,1.355375,0.08905,0.42582,0.15457,-0.13972
59151926,-0.665131,0.940291,1.007831,1.102612,1.298574,-0.707147,-0.30719,0.400029,-0.095265,-0.00717,1.851897,0.220391,0.52079,0.18781,-0.12615,1.87372
59151927,-0.256694,-0.287915,-0.156972,-0.869826,0.163887,0.083464,0.507821,-0.654847,0.50958,2.005383,0.016221,0.745348,-0.27142,0.94077,0.36104,-0.2999
59151929,-1.163781,0.064325,2.74521,2.880056,3.348332,-1.964099,0.721894,3.303995,-0.082366,1.862415,2.297846,-0.29584,1.08726,1.7934,-1.21006,3.11536
59151931,-0.754786,-0.287915,0.24844,0.585128,0.273695,-1.200588,-0.255604,0.578866,-0.587987,-0.99695,-0.157301,-0.523375,-0.04564,-0.35249,-1.13978,0.42994
59151932,-0.017318,0.000315,0.159949,-0.009344,-0.011557,-0.015272,0.073781,0.007786,0.015863,0.13304,0.018189,-0.119297,-0.01214,0.13756,-0.05159,-0.05104
59151933,-0.934037,-0.354692,-0.362468,1.4776,1.920822,-1.264523,0.379778,0.817315,-0.246765,0.879508,-0.18075,-0.724664,0.44878,0.26083,-1.4605,0.40522
59151934,-0.883896,-0.029345,1.132887,1.297606,1.536493,-0.669227,1.538156,2.752958,0.216086,0.075311,0.333086,0.349238,1.22882,0.61066,-0.42802,1.18886
59151935,-0.368102,-0.428282,0.250352,0.495131,-0.31195,-0.68991,0.934292,0.764326,-0.505882,0,0.590637,0.745348,-0.06005,0.65718,0.04446,0.46065
59151936,-0.513358,-0.466563,-0.162514,0.322636,0.786135,-0.973638,-0.137353,0.365517,-0.606348,-0.282109,-0.387483,-0.968964,-0.15798,-0.3138,-1.3328,0.07762
59151937,-0.718648,0.912998,2.268243,0.172641,-0.110634,-0.663087,0.703043,1.805174,-0.811144,0,-1.024909,-0.657271,0.17036,1.11762,-0.83858,0.00052
59151938,-0.871155,-0.182101,-0.72318,2.10008,2.085535,-0.628375,-0.42662,-0.43293,-0.224953,-0.607037,-0.028083,-0.199679,0.8451,-0.66104,-0.80462,0.49902
59151939,-0.895638,-1.270481,2.151196,0.84012,1.463287,-0.739925,1.017437,1.169804,-0.811144,-0.337097,-0.157301,-0.215706,0.36746,0.8877,-0.82517,0.45579
59151940,-0.186708,-1.270481,-0.75438,-1.484807,-0.44006,-0.5741,-0.941087,0.181451,-0.811144,0.718669,0.224447,-0.968964,-1.63891,-0.26961,-1.10943,0.30199
59151941,-0.2222,1.409243,-0.036283,0.105143,-0.330251,-0.685183,0.228267,0.713641,-0.425933,-0.99695,0.131902,-0.323314,0.25226,-0.41941,-0.47537,0.36363
59151942,-0.404651,0.374745,-0.292746,-0.029853,1.005752,-0.588335,0.7132,-0.790007,0.131315,-0.99695,-1.024909,-0.366358,0.78757,-0.67327,-0.73375,-0.83796
59151943,-0.214244,1.087676,-0.44839,-0.862327,-0.293648,-0.713644,-0.941087,0.241749,-0.811144,0.432732,-0.263107,-0.968964,-0.85454,-0.27954,-1.0308,0.26322
