ID,Z_HAI,Z_LU,Z_DR,Z_LI,Z_GT,Z_DAV,Z_I,Z_LP,Z_NL,Z_LA,Z_DMR,Z_1960C,FAC_1,FAC_2,FAC_3,FAC_4
59090397,0.155971,-0.596721,-0.376522,-0.839827,-0.476662,0.872816,-0.941087,-0.780292,-0.811144,0.432732,-0.028083,-0.199679,-1.08476,-0.03539,0.21703,-0.14322
59090398,0.104332,0.116671,-0.392044,-0.682332,-0.31195,-0.119444,-0.734301,0.294266,-0.811144,-0.99695,-1.024909,-0.361861,-0.49335,-0.8225,-0.5015,-0.16041
59090399,0.383924,-1.270481,-0.410006,-1.484807,-0.513265,0.727994,-0.39496,-0.462779,-0.437785,1.147573,-0.315048,0.058206,-1.22232,0.29701,0.25132,-0.44347
59090400,-0.141851,-0.165095,-0.198748,-0.554836,-0.128936,0.432299,-0.941087,-0.890286,-0.406672,-0.99695,0.208008,0.220391,-0.37824,-0.77355,0.23342,0.28641
59090403,2.456229,-1.270481,-1.243168,-1.484807,-0.860992,1.152851,-0.941087,-0.790007,-0.811144,-0.425077,-0.078427,-0.703108,-1.40493,-0.98954,0.56943,-0.75256
59090404,0.056569,-0.363497,-0.790586,-1.117319,0.218791,0.690156,-0.527515,-0.843605,-0.496991,0.367746,1.144111,-0.236064,-0.80178,-0.4505,0.14991,0.50224
59090461,-0.749678,-0.62441,-0.126313,-0.524837,0.273695,-0.466935,-0.941087,0.298026,-0.593978,0.289764,0.234522,0.051579,-0.78582,-0.17194,-0.58719,0.88323
59090462,-0.053899,-1.270481,-0.8254,-0.952324,-0.568169,0.187052,-0.691977,-0.950012,-0.811144,-0.99695,-0.202964,0.074009,-0.9492,-0.81234,-0.11235,-0.24426
59090465,-0.775159,-0.363497,-0.914681,-0.029853,0.456709,-1.481096,-0.941087,1.392038,-0.811144,0.671012,1.74584,-0.458693,-1.0191,-0.34032,-1.27284,2.08621
59090466,0.55246,-0.38061,-0.385645,-1.042321,0.07238,0.26159,-0.659913,-0.295446,-0.811144,-0.282109,1.851897,-0.01748,-0.9372,-0.6107,0.27079,1.21541
59150004,0.5999,-1.270481,-0.259973,-0.75733,-0.751184,1.937015,-0.941087,-0.255705,-0.811144,-0.139141,0.052122,-0.345578,-1.05634,-0.26916,0.72481,-0.17744
59150005,0.327589,-0.230117,-0.051001,0.187641,-1.062308,0.387826,-0.941087,0.880901,-0.811144,-0.99695,-0.263107,0.574296,-0.5473,-0.34496,0.48184,0.48567
59150006,0.503082,-0.287915,-0.252381,-0.652333,-0.9708,1.061188,-0.941087,-0.654847,-0.811144,0.718669,-0.18075,0.458262,-1.09811,0.35659,0.81738,-0.19354
59150007,1.029092,0.516002,-0.7803,-0.794829,-0.641375,2.332402,-0.34945,-1.567173,-0.811144,-0.99695,0.039883,0.879942,-0.25773,-0.68733,1.82,-0.49894
59150008,7.599254,0.301624,-0.965447,-1.034821,-1.391733,5.194208,-0.941087,-0.760116,-0.811144,-0.337097,0.394813,0.674508,-0.83162,-0.82461,4.83004,-1.23917
59150009,2.162723,1.409243,-1.243168,-1.484807,-0.751184,1.443443,-0.941087,0.111506,-0.811144,-0.99695,-1.024909,0.160923,-0.4928,-1.3694,1.05646,-0.42085
59150010,3.057509,-1.270481,-1.243168,-1.297313,-1.080609,1.789532,-0.401873,-0.474283,-0.811144,-0.109561,-1.024909,0.044038,-1.16397,-0.54809,1.33737,-1.40017
59150012,2.88865,0.015787,-1.003566,-0.487338,-0.860992,2.371604,-0.216633,-1.567173,-0.143974,-0.46082,-0.106265,-0.703108,-0.30725,-0.66412,1.56222,-1.55193
59150013,-2.227249,-1.270481,-1.243168,0.720124,-1.501541,2.520127,0.242188,-1.567173,-0.811144,-0.99695,-1.024909,-0.968964,-0.23428,-0.12042,0.00355,-1.83502
59150014,1.606975,-0.803519,-0.796786,1.15511,-0.751184,1.721697,1.056805,-0.707194,-0.648542,-0.99695,-0.383117,-0.783229,0.20327,-0.08312,0.85054,-1.74343
59150015,3.08575,0.355834,-1.243168,-1.06482,-1.172116,2.384517,0.130558,-0.255705,-0.811144,-0.99695,0.313686,1.097115,-0.43902,-0.83301,2.46153,-0.43022
59150016,4.319868,-0.091402,-0.80675,-0.982323,-1.410034,4.503721,-0.941087,0.181451,-0.379707,-0.077869,0.090587,0.806573,-0.67327,-0.57595,3.61609,-0.55799
59150017,4.102513,2.197397,-0.734014,-0.839827,-1.135513,3.663087,-0.529513,-0.13648,-0.811144,-0.282109,-1.024909,1.561983,-0.05744,-0.4454,3.56462,-0.87907
59150018,-2.227249,-0.533557,-0.872874,-0.802328,-1.629651,5.1262,-0.682918,-1.567173,-0.811144,-0.251029,-0.315048,0.777225,-0.54439,-0.04411,2.15788,-0.70311
59150019,3.127583,-0.544894,-1.243168,-0.922325,-1.044006,2.901744,-0.34945,0.531176,-0.811144,-0.43751,0.672585,1.29081,-0.76177,-0.68564,2.72381,0.19173
59150020,-2.227249,-0.12016,-0.941447,-1.484807,-1.556446,3.711077,-0.941087,-1.567173,-0.811144,-0.384229,0.131902,-0.634183,-0.91925,-0.51654,0.77981,-0.51259
59150021,-2.227249,-1.270481,-0.564295,-1.484807,-1.721158,-1.964099,-0.941087,-1.567173,-0.811144,-0.99695,0.812379,1.157882,-1.61111,-0.36194,-0.85981,0.73477
59150022,-2.227249,-1.270481,-1.243168,-0.937324,-1.519843,2.731553,0.373663,0.284312,-0.811144,-0.99695,-1.024909,0.094459,-0.47317,-0.47979,0.406,-0.79514
59150023,5.572334,-0.471105,-1.243168,-1.034821,-1.281924,3.572573,-0.696272,-1.567173,-0.811144,-0.99695,0.276503,0.252536,-0.89407,-1.08482,3.26626,-1.39766
59150024,8.443078,0.077038,-1.243168,-0.869826,-1.556446,3.785055,0.210208,-0.567959,-0.811144,0.289764,0.090587,0.967985,-0.85951,-0.21038,4.546,-1.84774
59150025,3.658789,-1.270481,-0.89651,-0.959823,-1.263623,4.690943,-0.497359,-0.517999,-0.811144,-0.172134,0.304193,0.377284,-0.93806,-0.42633,3.25256,-0.9328
59150027,1.718559,-1.270481,0.468772,0.637626,-0.751184,3.402642,-0.187142,-0.867724,-0.524792,0.5757,-0.345911,-0.248456,-0.39279,0.83275,1.97632,-1.34022
59150028,3.150598,0.077038,-0.720958,-0.487338,-1.044006,1.7047,-0.941087,-1.567173,-0.811144,0.534852,0.146362,0.838855,-1.03147,0.09223,2.13582,-0.71057
59150029,3.136654,-1.270481,-0.40043,-0.11235,-1.172116,2.284915,-0.941087,0.181451,-0.811144,-0.99695,-1.024909,1.836273,-0.65077,-0.42996,2.61974,-0.52645
59150030,2.966093,-0.457323,-0.929842,-0.76483,-1.117212,2.853047,-0.691977,0.531176,-0.811144,-0.52039,0.176395,1.855754,-0.70739,-0.56957,2.93186,0.22979
59150031,2.448068,-0.471105,-0.763964,0.600128,-0.714581,3.758353,2.676569,-0.255705,-0.398943,-0.629318,-0.424257,0.769324,0.89975,0.3998,2.84707,-2.09401
59150032,5.882721,0.077038,-0.903732,0.037645,-1.410034,5.150174,-0.586105,-0.567959,-0.811144,0.075311,0.276503,1.29081,-0.51153,-0.125,4.72271,-1.07289
59150033,6.806159,-1.270481,-0.821799,-0.11235,-1.391733,4.916679,-0.330364,0.111506,-0.811144,0.432732,-1.024909,0.989507,-0.78569,0.10123,4.41904,-1.93754
59150034,2.566874,-1.270481,-0.988591,-0.809828,-0.787786,3.364687,-0.941087,-0.692861,-0.811144,-0.568046,0.486408,2.138226,-0.82489,-0.62621,3.21886,0.15338
59150035,1.115106,0.355834,0.372081,0.51763,-0.915896,2.294165,0.741793,0.181451,-0.571457,0.357486,-0.217136,-0.356144,0.05556,0.83037,1.32435,-0.99432
59150036,3.085398,-0.497314,-0.763964,-0.862327,-1.281924,2.384336,0.094279,-0.401424,-0.470536,-0.139141,-0.132512,2.259285,-0.52857,-0.02594,3.06672,-0.57222
59150037,2.526743,-1.270481,-0.988591,1.185109,-1.336829,2.540656,3.465593,0.375743,-0.811144,0.432732,-1.024909,1.855754,0.50169,1.55567,2.7955,-2.41088
59150038,1.387975,-1.270481,-0.952223,-0.322343,-1.062308,2.601383,-0.603008,0.181451,-0.811144,-0.99695,0.052122,1.93646,-0.58994,-0.58684,2.40654,0.21372
59150039,1.65876,0.736461,-0.773179,-0.299844,-1.300226,2.247637,-0.203461,-1.567173,-0.385384,1.147573,0.777046,2.333783,-0.52463,0.76226,2.98051,-0.18694
59150040,-0.017318,0.000315,0.159949,-0.009344,-0.011557,-0.015272,0.073781,0.007786,0.015863,0.13304,0.018189,-0.119297,-0.01214,0.13756,-0.05159,-0.05104
59150041,3.751115,-1.270481,-0.079386,-1.124818,-1.281924,2.789409,-0.941087,-1.567173,-0.811144,0.432732,0.090587,1.29081,-1.35546,0.26316,2.97454,-0.88083
59150042,2.488257,0.004199,-0.790586,-0.959823,-0.934198,1.840115,-0.941087,-0.517999,-0.811144,-0.46082,-1.024909,2.507612,-0.64977,-0.44375,2.59926,-0.31007
59150043,-0.929956,-0.287915,0.45908,-0.472339,1.518191,-0.188748,-0.941087,0.531176,-0.500012,1.362026,0.373624,-0.092037,-0.53626,0.26233,-0.62793,1.29436
59150044,-1.058244,-1.270481,2.13969,0.375135,1.24367,-0.621274,0.605371,2.367232,-0.493911,1.054333,0.827949,-0.202939,-0.12407,1.29604,-0.75925,1.51537
59150045,-0.626556,0.226762,0.532345,0.037645,0.822738,0.18449,-0.139514,0.181451,-0.811144,1.290542,-0.624474,-0.737192,-0.31846,0.75295,-0.64243,-0.10379
59150046,-0.836045,0.004199,-0.370332,0.247639,1.719507,-0.617141,-0.629015,0.930862,-0.811144,1.092585,0.344999,-0.484727,-0.33461,-0.03239,-1.07768,1.2534
59150047,-0.880021,0.250911,1.246032,1.267607,0.566518,-0.137347,-0.310007,0.089418,-0.451613,1.711922,-0.446504,0.370161,-0.02237,1.5986,-0.04379,0.20908
59150048,4.244246,-1.270481,-0.848984,-1.06482,-1.48324,2.480951,-0.941087,-0.692861,-0.811144,-0.043829,-1.024909,1.217914,-1.2586,-0.27803,2.68432,-1.28487
59150049,0.687646,-1.270481,-0.564295,-0.697332,-1.080609,2.032443,-0.941087,-0.213399,0.267448,0.534852,0.276503,1.29081,-0.743,0.00727,1.77149,0.15045
59150050,1.11129,0.641538,-1.243168,-0.817328,-0.074031,1.749222,-0.941087,-0.790007,-0.01021,-0.43751,-0.132512,2.001025,-0.01578,-0.95871,2.02563,0.31239
59150051,0.90509,-1.270481,-0.749442,-0.149849,-0.110634,1.89994,0.636613,-0.168274,0.267448,-0.568046,-0.04885,1.855754,0.33257,-0.30876,1.97668,-0.26758
59150052,0.358824,-1.270481,-0.616516,-0.42734,-0.238744,1.136842,0.044975,2.298208,-0.811144,-0.077869,-1.024909,2.85527,-0.34727,-0.00058,1.60542,0.85376
59150053,3.358384,0.543486,-0.467314,-0.869826,-1.22702,2.527431,1.503055,-0.984299,-0.811144,-0.46082,0.090587,1.398419,-0.06496,0.22707,2.93859,-1.37945
59150054,1.299729,1.471562,-0.323405,-0.914825,-0.421758,2.269312,-0.222135,0.45047,-0.811144,0.146796,-0.017364,3.113209,-0.06528,0.06903,2.95935,0.8422
59150055,0.835985,-0.665825,0.086868,-0.74233,-0.732882,1.503096,-0.941087,-0.33285,-0.811144,-0.139141,1.786142,1.5214,-1.0008,-0.026,1.84374,1.31783
59150056,-0.373474,2.019971,1.319029,-0.059852,0.456709,1.516028,0.546459,0.603533,-0.811144,0.921834,-0.26925,0.197371,0.39978,1.0577,0.78807,0.17815
59150059,-0.14599,0.203367,0.71802,1.537598,0.182188,0.913059,1.023596,-0.14937,-0.607636,1.415639,-0.253702,-0.742987,0.26089,1.62028,0.14853,-0.91958
59150064,-0.208637,0.450802,0.076862,0.165141,-0.128936,-0.478018,2.242613,0.072162,-0.666042,0.491086,-0.301902,-0.383097,0.26975,1.01867,-0.42434,-1.06191
59150067,-0.082492,0.116671,-0.524362,-0.652333,-0.403457,-0.329465,-0.248438,2.209856,-0.416537,0.075311,-1.024909,0.360315,-0.38926,-0.28606,-0.35106,0.48729
59150068,0.151362,-1.270481,0.114577,-0.307344,-0.9708,0.158208,0.813883,-0.255705,-0.811144,1.862415,-1.024909,0.085597,-1.02132,1.6538,0.04473,-1.34812
59150069,-0.602748,-1.270481,0.68626,0.390134,-0.110634,-0.031925,0.729419,-1.567173,-0.811144,1.79093,-0.202964,0.189895,-0.70206,1.87189,-0.00056,-1.01911
59150070,0.353452,-1.270481,-1.243168,-0.629834,-0.531567,0.204759,-0.941087,-0.654847,-0.811144,1.147573,0.016221,3.399933,-1.23778,0.42897,1.72647,0.77759
59150071,0.394756,-0.38061,-0.814406,-1.162317,-0.366854,0.26765,-0.642154,-0.583572,-0.811144,-0.217124,2.673842,3.672735,-0.94707,-0.29714,2.26613,2.45361
59150072,0.32386,-1.270481,-0.039712,-0.082351,-0.586471,0.597565,0.38595,0.531176,-0.508735,0.952617,-1.024909,1.188093,-0.53662,0.93815,0.77043,-0.53906
59150073,0.516615,-1.270481,-1.058021,-0.794829,-1.208719,-0.197195,0.697294,-0.401424,-0.317133,1.385854,0.039883,-0.249945,-1.12645,0.71587,-0.13907,-0.96527
59150074,0.03646,-0.69532,0.708591,-0.907325,-1.190417,-0.406061,-0.041131,1.123018,-0.811144,3.292097,1.252562,-0.968964,-1.91079,2.06678,-0.55638,0.53737
59150075,-0.597699,0.158705,-0.773179,0.907618,0.969149,0.323774,-0.323726,-0.462779,0.126762,0.322756,0.176395,2.211459,0.53668,-0.02406,1.08375,0.84036
59150076,2.467238,-0.198591,-0.749442,-0.952324,-1.080609,0.551363,-0.610871,-0.727834,-0.811144,-0.99695,-0.106265,0.892027,-0.84198,-0.72544,1.30226,-0.36426
59150077,-0.375206,0.039607,-0.515804,-0.412341,0.218791,0.483039,0.165352,-0.255705,-0.811144,-0.99695,0.648335,1.613635,-0.02617,-0.51814,0.88563,0.84509
59150078,-0.257927,-1.270481,0.835014,-0.277345,-0.44006,0.423173,-0.941087,1.518635,-0.811144,-0.00717,0.88737,0.322336,-0.97823,0.2258,0.21711,1.46698
59150079,-0.317139,0.337354,1.084396,0.930117,-0.275347,0.56842,1.741003,0.817315,-0.455564,-0.139141,1.206083,0.709725,0.58722,1.1147,0.87948,0.43902
59150080,-0.441376,0.750797,1.472323,1.447601,0.20049,0.366237,1.277554,0.764326,0.200036,0.952617,0.276503,0.349238,0.88743,1.5859,0.54897,0.0331
59150081,-0.119217,-0.497314,0.043117,-0.697332,-0.421758,0.119852,-0.343222,1.430469,-0.811144,0.075311,-0.202964,0.815068,-0.71342,0.07242,0.21117,0.7835
59150082,-0.473727,0.626887,0.04669,0.20264,-0.604772,-0.612723,0.379778,0.231412,-0.434891,1.147573,-0.244062,-0.592335,-0.36805,0.93232,-0.64508,-0.383
59150083,-0.290835,-1.270481,0.086868,-0.052352,0.035777,-0.236321,0.87159,1.430469,-0.470536,-0.192754,-0.387483,-0.784493,-0.19314,0.11823,-0.83677,-0.1966
59150084,-0.863464,0.367128,1.429893,1.065113,0.969149,-0.548468,1.516484,-0.613378,-0.603723,2.066655,-0.699556,-0.874807,0.29349,2.1486,-0.83803,-1.12616
59150085,-0.91927,-0.091402,0.337491,1.380103,0.98745,-0.83743,0.849816,-0.356587,0.792168,1.227,-0.558731,-0.834052,0.79947,0.92381,-0.99473,-0.8061
59150086,-0.975987,0.873298,0.892797,0.885119,-0.696279,-1.041123,1.087385,-0.295446,-0.567853,2.219835,0.480339,-0.369988,-0.33804,2.26102,-0.56066,-0.37593
59150087,-0.970996,-1.270481,1.951527,0.352635,0.401805,-1.072958,1.232275,0.950846,-0.811144,2.066655,1.424808,-0.09982,-0.66816,2.27778,-0.63582,0.85877
59150088,-1.107856,0.835017,1.963423,1.012615,1.280273,-1.212148,0.321073,2.064586,0.986509,0.432732,-0.360358,1.050409,1.27052,0.79273,-0.24729,1.2642
59150089,-0.848462,-0.029345,1.472323,0.165141,0.639724,0.256724,1.046815,-0.727834,0.149977,-0.425077,0.568657,0.414571,0.70691,0.57548,0.33939,0.03163
59150090,0.445573,-1.270481,0.298057,-0.877326,-0.824389,0.744811,-0.654233,0.306353,-0.811144,-0.282109,-0.18075,1.107585,-0.97724,0.06995,0.87671,0.32275
59150091,-1.070486,0.767433,2.004413,0.435133,-0.000826,-1.078387,0.915745,2.135797,-0.811144,1.385854,0.66341,-0.358214,-0.18034,1.81257,-0.7968,1.05055
59150092,-0.969705,-0.165095,1.44931,0.315137,0.914245,-0.937032,-0.941087,2.707243,-0.811144,0.769128,0.298561,-0.267655,-0.48526,0.55069,-1.03972,2.00395
59150093,-0.569458,0.601072,0.79345,-0.232346,-0.05573,-0.314357,0.253247,0.727897,-0.508735,1.054333,1.577916,-0.132011,-0.43661,0.87973,-0.1478,1.18424
59150094,-0.600723,-0.045464,0.79345,0.337636,-0.293648,-0.302409,0.293635,-0.843605,-0.529772,1.504994,1.206083,0.080217,-0.57862,1.4864,0.05367,0.25041
59150095,0.094997,-0.245195,-0.45115,0.000146,-0.458361,0.607904,-0.053631,1.49292,-0.477559,-0.99695,3.746936,2.044069,-0.29106,-0.5379,1.66318,3.1074
59150096,-0.014708,-1.270481,-0.407632,-0.697332,0.108983,0.938871,-0.26493,1.055764,-0.811144,-0.384229,-1.024909,1.647617,-0.43429,-0.31301,0.81953,0.38041
59150097,0.69158,-1.270481,-0.636516,-0.502338,-0.641375,0.371186,-0.724304,0.531176,-0.313333,-0.99695,-0.360358,2.108176,-0.49424,-0.66211,1.20412,0.58288
59150098,-0.303899,0.374745,-1.243168,0.322636,0.108983,0.153861,-0.610871,2.994456,-0.811144,1.862415,0.24133,0.130386,-0.70143,0.31717,-0.27214,1.55149
59150099,-0.838393,0.727957,0.636787,1.78509,0.529915,-0.674021,2.457036,2.329762,0.583586,-0.99695,-1.024909,-0.157763,1.93592,0.36591,-0.60603,-0.46078
59150100,0.097052,-0.555888,0.616353,0.000146,-0.751184,0.361875,-0.025003,0.701313,-0.550194,0.322756,-0.345911,0.406551,-0.49403,0.70089,0.37629,-0.02053
59150101,2.10489,0.736461,-0.848984,-1.252314,-1.190417,0.906247,-0.06278,-0.01284,-0.811144,0.289764,0.486408,2.675834,-0.76231,0.09163,2.3882,0.507
59150102,3.621271,-1.270481,-1.243168,-1.484807,-1.09891,1.114254,-0.941087,-1.567173,-0.811144,0.075311,-1.024909,2.465893,-1.3622,-0.32433,2.48081,-0.97336
59150103,1.228716,0.455,-0.609554,-0.772329,-0.769485,1.268564,-0.008286,0.99179,-0.811144,-0.353593,0.016221,2.546241,-0.31026,-0.17055,2.10923,0.76671
59150104,1.412224,-1.270481,-0.524362,-0.367342,-0.513265,1.128591,2.292417,-1.567173,-0.811144,-0.282109,-0.078427,2.885945,0.04394,0.79732,2.41075,-1.22054
59150105,2.878699,-1.270481,-0.534779,0.075144,-1.336829,1.406864,-0.152237,-1.567173,-0.361731,-0.99695,1.012084,2.371572,-0.51729,-0.13688,2.87578,-0.2353
59150106,1.80839,-0.147549,-0.962255,-1.39481,-0.879293,1.460362,-0.774036,-1.567173,-0.620804,0.121931,-0.486394,1.52458,-0.92312,-0.29884,1.83028,-0.63824
59150107,1.566932,-1.270481,-0.848984,0.375135,-0.751184,1.183806,0.745959,-1.567173,-0.811144,-0.99695,0.990181,1.509498,-0.28316,-0.05157,1.88819,-0.48137
59150108,-2.227249,0.455,-0.055141,-0.517337,-1.538144,0.932127,-0.039544,-0.517999,-0.811144,-0.99695,1.691082,0.799555,-0.48271,-0.01673,0.57112,1.04131
59150109,0.708049,-1.270481,-0.661277,-0.959823,-0.952499,0.872933,-0.691977,-0.33285,-0.811144,0.17279,0.462419,1.506027,-1.2144,-0.00657,1.25988,0.42297
59150110,0.110057,-1.270481,-0.912906,-0.43484,0.438408,0.573857,-0.373115,0.463488,0.321377,-0.139141,-1.024909,1.962635,0.05335,-0.56627,0.9138,0.22169
59150111,0.926197,1.966205,-0.616516,-0.809828,-0.531567,0.368326,-0.519326,1.140375,-0.811144,-0.46082,0.977264,0.653438,-0.33434,-0.68051,0.78963,1.3499
59150112,1.494128,-1.270481,-0.946933,-0.224847,-1.190417,1.003433,-0.742495,-0.984299,-0.811144,1.4775,-0.467161,1.742765,-1.3452,0.83938,1.65409,-0.57873
59150113,1.457726,-0.372135,-0.345675,-0.809828,-1.025705,0.647576,0.891081,0.140786,-0.811144,-0.282109,0.32138,0.901194,-0.54642,0.18249,1.15622,-0.30042
59150114,1.293095,-0.198591,-0.912906,-0.412341,-1.025705,0.435234,-0.670624,0.603533,-0.811144,-0.99695,-1.024909,1.596185,-0.54068,-0.65224,1.10593,0.0024
59150115,2.137124,-0.061169,-0.734014,-1.484807,-1.410034,0.91756,-0.941087,-1.567173,-0.811144,0.432732,0.276503,2.17507,-1.34448,0.09045,2.16153,-0.08697
59150116,0.516204,-1.270481,-0.848984,-0.44234,-0.568169,0.544202,-0.941087,0.181451,-0.196756,-0.00717,-1.024909,1.072123,-0.68255,-0.35601,0.63005,-0.15889
59150117,0.714214,-0.397089,-0.644163,-1.087319,-0.824389,0.836898,-0.941087,-0.48182,-0.811144,-0.46082,0.313686,2.130155,-0.90974,-0.41544,1.58277,0.698
59150118,2.679926,-0.314471,-1.243168,-0.592335,-1.336829,2.123193,-0.729157,-0.222077,-0.571457,-0.425077,0.42783,1.907113,-0.73489,-0.53252,2.66467,0.11724
59150119,2.28326,-0.363497,-0.138562,-0.712331,-0.9708,0.908404,-0.554712,0.029397,-0.480963,-0.016597,-0.217136,-0.202939,-0.82892,-0.14098,0.87028,-0.52384
59150120,1.527477,0.390193,-1.053715,-0.292344,-0.952499,1.426123,0.564899,-0.984299,-0.56601,0.583225,-1.024909,0.607623,-0.28603,0.37663,1.32987,-1.55528
59150121,0.661372,0.954196,-1.243168,-0.464839,-0.147237,1.291347,0.622139,-0.843605,-0.811144,0.115025,-1.024909,1.229735,0.06681,-0.05592,1.23806,-0.92213
59150122,0.982503,-0.471105,-1.243168,-0.967323,-0.696279,0.856589,-0.659913,-1.567173,-0.811144,-0.99695,-1.024909,0.811464,-0.68717,-0.88279,0.83421,-0.94262
59150123,1.072422,-0.62441,-0.843831,0.592628,-0.915896,0.942624,-0.315961,0.218656,-0.20062,-0.99695,0.812379,-0.082778,-0.21758,-0.62416,0.76199,0.13403
59150124,1.198127,-0.186271,-0.551486,-1.07232,-0.44006,1.135647,-0.768974,-0.45103,-0.811144,-0.653827,-1.024909,2.69784,-0.50587,-0.47029,1.9652,0.08027
59150125,0.536871,2.241668,-0.564295,-0.547336,-0.275347,0.833306,-0.451456,0.181451,-0.811144,-0.24006,0.536786,1.140159,-0.06266,-0.40555,1.1819,0.91666
59150126,0.929984,-0.105959,-0.734014,-1.169817,-0.659677,0.999274,-0.345312,-0.799485,-0.811144,-0.282109,0.276503,2.32654,-0.69191,-0.24217,1.84443,0.37601
59150127,1.861407,0.267448,-1.036054,-0.967323,-0.641375,1.328351,-0.779731,-0.401424,-0.811144,-0.737008,-0.495521,0.180074,-0.6442,-0.94235,1.00724,-0.43313
59150129,3.691727,-1.270481,-1.243168,-1.484807,-1.245322,1.38242,-0.941087,-0.613378,-0.811144,-0.568046,-0.106265,2.221306,-1.3088,-0.75386,2.5535,-0.19844
59150130,1.66469,0.845814,-0.711876,-0.937324,-0.769485,0.842966,-0.422864,-0.543588,-0.811144,-0.99695,-0.006412,1.880317,-0.37019,-0.66987,1.77578,0.20064
59150131,1.374119,-0.230117,-0.921597,-0.509838,-0.421758,1.163334,-0.076782,-0.93131,-0.527304,-0.361536,-0.22404,0.339326,-0.37946,-0.43861,0.98723,-0.7027
59150132,1.727307,-0.198591,-1.020992,-1.102319,-0.604772,1.638522,-0.48888,-1.147503,-0.811144,-0.417349,-0.467161,-0.147228,-0.75618,-0.69186,0.96876,-0.94858
59150133,0.768494,-1.270481,-0.681342,-1.484807,-0.476662,1.104399,-0.941087,-0.727834,-0.811144,0.075311,-1.024909,1.836273,-1.09709,-0.26468,1.2958,-0.22752
59150134,1.61995,-1.270481,-1.003566,-0.622334,-0.769485,1.079463,-0.941087,0.306353,-0.811144,-0.282109,-1.024909,0.892027,-0.97418,-0.51795,1.01929,-0.33652
59150135,1.411871,-0.198591,-0.467314,0.292637,-1.044006,1.085444,-0.941087,-0.911439,-0.811144,-0.217124,-1.024909,1.897091,-0.55098,0.14528,1.79313,-0.54044
59150136,0.601485,-0.397089,-0.586194,-0.802328,-0.769485,0.486721,-0.941087,0.111506,-0.811144,0.289764,-0.017364,2.238458,-0.97725,0.03874,1.39118,0.76857
59150137,-0.031207,-1.270481,0.202174,-0.007353,-0.220443,0.600698,0.366743,-0.068352,-0.385384,-0.043829,-1.024909,0.725867,-0.176,0.41872,0.46424,-0.69438
59150138,-0.38824,0.203367,-0.971619,-1.199816,0.584819,-0.513816,-0.941087,-0.517999,-0.811144,1.504994,1.751437,-0.366358,-1.27269,-0.11653,-0.60007,1.35674
59150139,-0.128582,0.355834,0.001432,-0.854827,-0.677978,0.052595,-0.642154,-0.01284,-0.470536,0.075311,-0.157301,1.792983,-0.55344,0.11222,0.87929,0.62818
59150140,-0.586045,0.275852,0.490124,0.240139,-0.458361,-0.019392,-0.657101,2.209856,-0.487567,1.34253,0.304193,0.761927,-0.57693,0.90361,0.1924,1.45014
59150141,-0.806982,-0.590243,-0.11444,0.300137,0.237093,-0.461239,0.365597,0.218656,-0.811144,1.260443,-0.272285,-0.206631,-0.52142,0.90463,-0.6848,-0.1231
59150142,-0.112906,-0.230117,-0.064073,-0.11985,-0.421758,0.3519,0.091589,1.055764,-0.811144,0.17279,-0.22404,1.171875,-0.3893,0.36744,0.59564,0.49638
59150143,0.325064,-0.245195,0.114577,-0.76483,0.218791,0.764198,0.569477,0.603533,-0.294797,-0.139141,1.206083,1.541896,-0.04341,0.00359,1.25154,1.10234
59150145,0.548115,-0.673479,-0.538185,-0.494838,-0.897595,0.651991,-0.287172,-0.851827,-0.385384,0.343377,-0.424257,0.595495,-0.71783,0.20736,0.70057,-0.65578
59150146,0.940641,0.413917,-0.996305,-0.494838,-0.623074,0.890498,-0.941087,-1.567173,0.124824,-0.425077,-1.024909,-0.968964,-0.27187,-0.84875,0.09532,-1.36585
59150147,0.484264,0.873298,-0.790586,-0.727331,0.237093,0.618503,-0.941087,0.45047,-0.196756,-0.99695,-1.024909,-0.132011,0.06809,-1.33525,0.0407,0.0541
59150148,-0.4626,1.011607,-0.323405,-0.044852,0.273695,-0.160953,-0.357554,1.055764,-0.811144,1.260443,-1.024909,0.197371,-0.33082,0.47265,-0.35952,0.25435
59150152,-0.415102,1.087676,1.288844,0.982616,0.035777,-0.89009,2.522157,0.006589,-0.811144,-0.043829,0.61898,-0.724664,0.67574,1.38047,-0.54166,-0.60483
59150153,-0.250294,-1.270481,0.301853,0.547629,0.969149,0.319529,-0.941087,0.417752,-0.567853,1.054333,-0.202964,0.199885,-0.51463,0.46549,-0.0692,0.60472
59150157,0.647751,0.543486,-1.243168,-0.374842,-0.824389,0.62462,-0.248438,0.181451,-0.811144,0.432732,-1.024909,-0.273649,-0.61705,-0.11608,0.10519,-0.74726
59150158,1.413662,-1.270481,-1.003566,-1.027321,-0.989102,0.62521,-0.941087,-1.567173,-0.385384,-0.99695,0.353057,0.227387,-1.02807,-0.9594,0.7313,-0.42582
59150159,0.14687,0.394101,-0.790586,-0.674832,-0.732882,0.565441,-0.290737,-0.18668,-0.562238,0.289764,-1.024909,-0.065054,-0.53624,-0.08592,0.09145,-0.70132
59150160,0.614813,-0.566553,-0.769536,-0.832327,-0.641375,0.590821,-0.608291,0.134191,-0.558349,-0.139141,-1.024909,-0.023012,-0.74538,-0.44438,0.13012,-0.52113
